fixture_id	pair	mask_pixels	mask_sha256	V_raster_max	candidate_raster_max	V_raster_p95	candidate_raster_p95	byte_slack	historical_runner_status_excluded
S04-radial-oklab	radial/oklab	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.023529411764705882	0.023529411764705882	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S04-linear-linear-rgb	linear/linear-rgb	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.014625144175317184	0.014625144175317184	0.004352172241445573	0.004352172241445573	0.00392156862745098	Preserved
S04-radial-linear-rgb	radial/linear-rgb	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.023529411764705882	0.023529411764705882	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S05-linear-oklab	linear/oklab	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.08195309496347558	0.08195309496347558	0.006305267204921083	0.006305267204921083	0.00392156862745098	Preserved
S05-radial-oklab	radial/oklab	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S05-linear-linear-rgb	linear/linear-rgb	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.08193771626297577	0.08193771626297577	0.006459054209919213	0.006459054209919213	0.00392156862745098	Preserved
S05-radial-linear-rgb	radial/linear-rgb	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S06-linear-oklab	linear/oklab	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.09411764705882353	0.09411764705882353	0.01568627450980392	0.01568627450980392	0.00392156862745098	Preserved
S06-radial-oklab	radial/oklab	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.12156862745098039	0.12156862745098039	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S06-linear-linear-rgb	linear/linear-rgb	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.1568627450980392	0.1568627450980392	0.01568627450980395	0.01568627450980395	0.00392156862745098	Preserved
S06-radial-linear-rgb	radial/linear-rgb	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.1647058823529412	0.1647058823529412	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S07-linear-oklab	linear/oklab	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0039215686274510775	0.0039215686274510775	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S07-radial-oklab	radial/oklab	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0039215686274510775	0.0039215686274510775	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S07-linear-linear-rgb	linear/linear-rgb	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0039215686274510775	0.0039215686274510775	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S07-radial-linear-rgb	radial/linear-rgb	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0039215686274510775	0.0039215686274510775	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S08-linear-oklab	linear/oklab	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.0071972318339100505	0.0071972318339100505	0.0071049596309111784	0.0071049596309111784	0.00392156862745098	Preserved
S08-radial-oklab	radial/oklab	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.7291810841983852	0.7291810841983852	0.0	0.0	0.00392156862745098	Preserved
S08-linear-linear-rgb	linear/linear-rgb	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.006951172625913049	0.006951172625913049	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S08-radial-linear-rgb	radial/linear-rgb	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.7291810841983852	0.7291810841983852	0.0	0.0	0.00392156862745098	Preserved
S09-linear-oklab	linear/oklab	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.0060899653979238355	0.0060899653979238355	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S09-radial-oklab	radial/oklab	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.00784313725490196	0.00784313725490196	0.004475201845444032	0.004444444444444473	0.00392156862745098	Preserved
S09-linear-linear-rgb	linear/linear-rgb	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.005905420991926202	0.005905420991926202	0.00481353325643985	0.00481353325643985	0.00392156862745098	Preserved
S09-radial-linear-rgb	radial/linear-rgb	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.006735870818915801	0.006735870818915801	0.004459823144944253	0.004459823144944253	0.00392156862745098	Preserved
S10-linear-oklab	linear/oklab	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.003936947327950788	0.003936947327950788	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S10-radial-oklab	radial/oklab	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.003936947327950788	0.003936947327950788	0.0	0.0	0.00392156862745098	Preserved
S10-linear-linear-rgb	linear/linear-rgb	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.003936947327950788	0.003936947327950788	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S10-radial-linear-rgb	radial/linear-rgb	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.003936947327950788	0.003936947327950788	0.0	0.0	0.00392156862745098	Preserved
S11-linear-oklab	linear/oklab	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.06200692041522492	0.06200692041522492	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S11-radial-oklab	radial/oklab	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.06200692041522492	0.06200692041522492	0.0038754325259516276	0.0038754325259516276	0.00392156862745098	Preserved
S11-linear-linear-rgb	linear/linear-rgb	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.05813148788927336	0.05813148788927336	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S11-radial-linear-rgb	radial/linear-rgb	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.05813148788927336	0.05813148788927336	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S12-linear-oklab	linear/oklab	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.02928104575163404	0.02928104575163404	0.005351787773933081	0.005351787773933081	0.00392156862745098	Preserved
S12-radial-oklab	radial/oklab	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.03269511726259133	0.03269511726259133	0.005305651672433687	0.005305651672433687	0.00392156862745098	Preserved
S12-linear-linear-rgb	linear/linear-rgb	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.03580161476355248	0.03580161476355248	0.005259515570934292	0.005259515570934292	0.00392156862745098	Preserved
S12-radial-linear-rgb	radial/linear-rgb	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.04687427912341406	0.04687427912341406	0.005613225682429834	0.005613225682429834	0.00392156862745098	Preserved
S13-linear-oklab	linear/oklab	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S13-radial-oklab	radial/oklab	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.5647058823529412	0.5647058823529412	0.0	0.0	0.00392156862745098	Preserved
S13-linear-linear-rgb	linear/linear-rgb	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S13-radial-linear-rgb	radial/linear-rgb	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.5647058823529412	0.5647058823529412	0.0	0.0	0.00392156862745098	Preserved
S14-linear-oklab	linear/oklab	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.6392156862745099	0.6392156862745099	0.0	0.0	0.00392156862745098	Preserved
S14-radial-oklab	radial/oklab	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.5678892733564014	0.5678892733564014	0.0	0.0	0.00392156862745098	Preserved
S14-linear-linear-rgb	linear/linear-rgb	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.6392156862745099	0.6392156862745099	0.0	0.0	0.00392156862745098	Preserved
S14-radial-linear-rgb	radial/linear-rgb	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.5678892733564014	0.5678892733564014	0.0	0.0	0.00392156862745098	Preserved
S15-linear-oklab	linear/oklab	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.2588235294117647	0.2588235294117647	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-radial-oklab	radial/oklab	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.6392156862745098	0.6392156862745098	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-linear-linear-rgb	linear/linear-rgb	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.2588235294117647	0.2588235294117647	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-radial-linear-rgb	radial/linear-rgb	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.6392156862745098	0.6392156862745098	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S16-linear-oklab	linear/oklab	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.3098039215686274	0.3098039215686274	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S16-radial-oklab	radial/oklab	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.00784313725490196	0.00784313725490196	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S16-linear-linear-rgb	linear/linear-rgb	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.3098039215686274	0.3098039215686274	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S16-radial-linear-rgb	radial/linear-rgb	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.005228758169934636	0.005228758169934636	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S17-linear-oklab	linear/oklab	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.005720876585928458	0.005720876585928458	0.005105728565936218	0.005105728565936218	0.00392156862745098	Preserved
S17-radial-oklab	radial/oklab	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.006151480199923093	0.006151480199923093	0.005013456362937374	0.005013456362937374	0.00392156862745098	Preserved
S17-linear-linear-rgb	linear/linear-rgb	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.0057516339869281286	0.0057516339869281286	0.00492118415993853	0.00492118415993853	0.00392156862745098	Preserved
S17-radial-linear-rgb	radial/linear-rgb	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.006243752402921937	0.006243752402921937	0.004859669357939356	0.004859669357939356	0.00392156862745098	Preserved
S18-linear-oklab	linear/oklab	8208	2cc206b4a68171875a2c5a7db04b96c50038c62c28e1c5e94ff442dc58eeb6d7	0.5098039215686274	0.5098039215686274	0.0	0.0	0.00392156862745098	Preserved
S18-radial-oklab	radial/oklab	8208	2cc206b4a68171875a2c5a7db04b96c50038c62c28e1c5e94ff442dc58eeb6d7	0.5372549019607843	0.5372549019607843	0.0	0.0	0.00392156862745098	Preserved
S18-linear-linear-rgb	linear/linear-rgb	8208	2cc206b4a68171875a2c5a7db04b96c50038c62c28e1c5e94ff442dc58eeb6d7	0.5098039215686274	0.5098039215686274	0.0	0.0	0.00392156862745098	Preserved
S18-radial-linear-rgb	radial/linear-rgb	8208	2cc206b4a68171875a2c5a7db04b96c50038c62c28e1c5e94ff442dc58eeb6d7	0.5372549019607843	0.5372549019607843	0.0	0.0	0.00392156862745098	Preserved
S19-linear-oklab	linear/oklab	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S19-radial-oklab	radial/oklab	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S19-linear-linear-rgb	linear/linear-rgb	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S19-radial-linear-rgb	radial/linear-rgb	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S20-linear-oklab	linear/oklab	1920	998e05e2bb09fea270134a1a513b494da1b5496e8216e33487f0bafda7be6286	0.007781622452902676	0.007781622452902676	0.004321414840445986	0.004336793540945766	0.00392156862745098	Violated
S20-radial-oklab	radial/oklab	1920	998e05e2bb09fea270134a1a513b494da1b5496e8216e33487f0bafda7be6286	0.011764705882352941	0.011764705882352941	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Violated
S20-linear-linear-rgb	linear/linear-rgb	1920	998e05e2bb09fea270134a1a513b494da1b5496e8216e33487f0bafda7be6286	0.0196078431372549	0.0196078431372549	0.004244521337946949	0.004244521337946949	0.00392156862745098	Violated
S20-radial-linear-rgb	radial/linear-rgb	1920	998e05e2bb09fea270134a1a513b494da1b5496e8216e33487f0bafda7be6286	0.0196078431372549	0.0196078431372549	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Violated
S21-linear-oklab	linear/oklab	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S21-radial-oklab	radial/oklab	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S21-linear-linear-rgb	linear/linear-rgb	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S21-radial-linear-rgb	radial/linear-rgb	0	f694443281d87334372852a661616b868b16692301b55f81530ea9d1f7fe0aa8	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S22-linear-oklab	linear/oklab	7641	56a123c008eae2ae936ecc7b9dc46e40444040f932df76fa540bb7e9ada6a72c	0.9294117647058824	0.9294117647058824	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S22-radial-oklab	radial/oklab	7641	56a123c008eae2ae936ecc7b9dc46e40444040f932df76fa540bb7e9ada6a72c	0.5333333333333333	0.5333333333333333	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S22-linear-linear-rgb	linear/linear-rgb	7641	56a123c008eae2ae936ecc7b9dc46e40444040f932df76fa540bb7e9ada6a72c	0.9294117647058824	0.9294117647058824	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S22-radial-linear-rgb	radial/linear-rgb	7641	56a123c008eae2ae936ecc7b9dc46e40444040f932df76fa540bb7e9ada6a72c	0.5058823529411764	0.5058823529411764	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S23-linear-oklab	linear/oklab	13440	e15e095e473c588ade4e0622398b5a36dff9a51b90da49f0058afcce56c48d66	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S23-radial-oklab	radial/oklab	13440	e15e095e473c588ade4e0622398b5a36dff9a51b90da49f0058afcce56c48d66	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S23-linear-linear-rgb	linear/linear-rgb	13440	e15e095e473c588ade4e0622398b5a36dff9a51b90da49f0058afcce56c48d66	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S23-radial-linear-rgb	radial/linear-rgb	13440	e15e095e473c588ade4e0622398b5a36dff9a51b90da49f0058afcce56c48d66	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S24-linear-oklab	linear/oklab	9246	a3f8b7b42184f242e70e6229bdab8234906f250039ea8fad0b41b303eeb4aeb6	0.23137254901960785	0.23137254901960785	0.0	0.0	0.00392156862745098	Preserved
S24-radial-oklab	radial/oklab	9246	a3f8b7b42184f242e70e6229bdab8234906f250039ea8fad0b41b303eeb4aeb6	0.25977700884275284	0.25977700884275284	0.0	0.0	0.00392156862745098	Preserved
S24-linear-linear-rgb	linear/linear-rgb	9246	a3f8b7b42184f242e70e6229bdab8234906f250039ea8fad0b41b303eeb4aeb6	0.23137254901960785	0.23137254901960785	0.0	0.0	0.00392156862745098	Preserved
S24-radial-linear-rgb	radial/linear-rgb	9246	a3f8b7b42184f242e70e6229bdab8234906f250039ea8fad0b41b303eeb4aeb6	0.24802768166089972	0.24802768166089972	0.0	0.0	0.00392156862745098	Preserved
