fixture_id	pair	metric	variant	sample_basis	observed	frozen_limit	fresh_vanilla_limit	frozen_limit_delta	excess_vs_frozen	status_vs_frozen
S03-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0026040877217769804	0.0026050877217766648	0.0026050877217766648	0.0	0.0	Preserved
S03-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0026040877217766646	0.0026050877217766648	0.0026050877217766648	0.0	0.0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	legacy-serialized	candidate-exact	0.0016975979845064992	0.0016935121065459735	0.0016935121065459735	0.0	4.085877960525704e-06	Violated
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	offset-f64-serialized	candidate-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	offset-f64-raw	candidate-exact	0.0015759061832053556	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	vanilla-meta-serialized	candidate-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	vanilla-svg	candidate-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	color_p95	legacy-serialized	candidate-exact	0.0026222478373056483	0.0026207488294113608	0.0026207488294113608	0.0	1.4990078942875122e-06	Violated
S05-linear-oklab	linear/oklab	color_p95	offset-f64-serialized	candidate-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	color_p95	offset-f64-raw	candidate-exact	0.0024251435392444705	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	color_p95	vanilla-svg	candidate-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	legacy-serialized	candidate-exact	0.0016896518449937004	0.0016865015006722595	0.0016865015006722595	0.0	3.150344321440875e-06	Violated
S05-linear-oklab	linear/oklab	alpha_p95	offset-f64-serialized	candidate-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	offset-f64-raw	candidate-exact	0.0015630001647783942	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	vanilla-meta-serialized	candidate-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	vanilla-svg	candidate-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	legacy-serialized	candidate-exact	0.0016976929769824123	0.0016935121065459735	0.0016935121065459735	0.0	4.180870436438751e-06	Violated
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	offset-f64-serialized	candidate-exact	0.0016925419088683613	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	offset-f64-raw	candidate-exact	0.0015759061832053556	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	vanilla-meta-serialized	candidate-exact	0.0016925419088683613	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	vanilla-svg	candidate-exact	0.0016925419088683613	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0016925121065459736	0.0016935121065459735	0.0016935121065459735	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	color_p95	legacy-serialized	candidate-exact	0.002622702024279295	0.0026207488294113608	0.0026207488294113608	0.0	1.9531948679341396e-06	Violated
S05-radial-oklab	radial/oklab	color_p95	offset-f64-serialized	candidate-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	color_p95	offset-f64-raw	candidate-exact	0.0024251435392444705	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	color_p95	vanilla-svg	candidate-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0026197488294113606	0.0026207488294113608	0.0026207488294113608	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	legacy-serialized	candidate-exact	0.0016894134264145988	0.0016865015006722595	0.0016865015006722595	0.0	2.9119257423393125e-06	Violated
S05-radial-oklab	radial/oklab	alpha_p95	offset-f64-serialized	candidate-exact	0.0016853822913827088	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	offset-f64-raw	candidate-exact	0.0015629332205826518	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	vanilla-meta-serialized	candidate-exact	0.0016853822913827088	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	vanilla-svg	candidate-exact	0.0016853822913827088	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0016855015006722596	0.0016865015006722595	0.0016865015006722595	0.0	0.0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.003423368225092084	0.003413133828483006	0.003413133828483006	0.0	1.0234396609077635e-05	Violated
S06-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.0034121338284819917	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.002604645124170437	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.0034121338284819917	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.003412133828483006	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0034121338284819917	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0034121338284819917	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.003412133828483006	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-linear-oklab	linear/oklab	color_p95	legacy-serialized	candidate-exact	0.003262044518995702	0.003162729858804235	0.003162729858804235	0.0	9.931466019146669e-05	Violated
S06-linear-oklab	linear/oklab	color_p95	offset-f64-serialized	candidate-exact	0.0032997548529176365	0.003162729858804235	0.003162729858804235	0.0	0.00013702499411340132	Violated
S06-linear-oklab	linear/oklab	color_p95	offset-f64-raw	candidate-exact	0.0025868283598426043	0.003162729858804235	0.003162729858804235	0.0	0.0	Preserved
S06-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.003167027785872997	0.003162729858804235	0.003162729858804235	0.0	4.29792706876193e-06	Violated
S06-linear-oklab	linear/oklab	color_p95	vanilla-svg	candidate-exact	0.0031670277858749426	0.003162729858804235	0.003162729858804235	0.0	4.2979270707074226e-06	Violated
S06-linear-oklab	linear/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.003296418699165581	0.003162729858804235	0.003162729858804235	0.0	0.0001336888403613459	Violated
S06-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.003161729858804235	0.003162729858804235	0.003162729858804235	0.0	0.0	Preserved
S06-linear-oklab	linear/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.003161729858804235	0.003162729858804235	0.003162729858804235	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_max	legacy-serialized	candidate-exact	0.0475791095436512	0.047576914375476606	0.047576914375476606	0.0	2.195168174595752e-06	Violated
S06-radial-linear-rgb	radial/linear-rgb	color_max	offset-f64-serialized	candidate-exact	0.0475791095436512	0.047576914375476606	0.047576914375476606	0.0	2.195168174595752e-06	Violated
S06-radial-linear-rgb	radial/linear-rgb	color_max	offset-f64-raw	candidate-exact	0.03261071286381131	0.047576914375476606	0.047576914375476606	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_max	vanilla-meta-serialized	candidate-exact	0.0475791095436512	0.047576914375476606	0.047576914375476606	0.0	2.195168174595752e-06	Violated
S06-radial-linear-rgb	radial/linear-rgb	color_max	vanilla-svg	candidate-exact	0.0475791095436512	0.047576914375476606	0.047576914375476606	0.0	2.195168174595752e-06	Violated
S06-radial-linear-rgb	radial/linear-rgb	color_max	offset-f64-serialized@vanilla-exact	vanilla-exact	0.047575914375476605	0.047576914375476606	0.047576914375476606	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_max	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.047575914375476605	0.047576914375476606	0.047576914375476606	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_max	vanilla-svg@vanilla-exact	vanilla-exact	0.047575914375476605	0.047576914375476606	0.047576914375476606	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.0034219964887923825	0.003413133828483006	0.003413133828483006	0.0	8.862660309376293e-06	Violated
S06-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.0034126127141578593	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.0026046305924303167	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.0034126127141578593	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.0034126127141588733	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0034121338284819917	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0034121338284819917	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.003412133828483006	0.003413133828483006	0.003413133828483006	0.0	0.0	Preserved
S06-radial-oklab	radial/oklab	color_max	legacy-serialized	candidate-exact	0.04275351138855956	0.04275060910468139	0.04275060910468139	0.0	2.902283878170042e-06	Violated
S06-radial-oklab	radial/oklab	color_max	offset-f64-serialized	candidate-exact	0.04275351138855956	0.04275060910468139	0.04275060910468139	0.0	2.902283878170042e-06	Violated
S06-radial-oklab	radial/oklab	color_max	offset-f64-raw	candidate-exact	0.029017024548209477	0.04275060910468139	0.04275060910468139	0.0	0.0	Preserved
S06-radial-oklab	radial/oklab	color_max	vanilla-meta-serialized	candidate-exact	0.04275351138855956	0.04275060910468139	0.04275060910468139	0.0	2.902283878170042e-06	Violated
S06-radial-oklab	radial/oklab	color_max	vanilla-svg	candidate-exact	0.04275351138855956	0.04275060910468139	0.04275060910468139	0.0	2.902283878170042e-06	Violated
S06-radial-oklab	radial/oklab	color_max	offset-f64-serialized@vanilla-exact	vanilla-exact	0.04274960910468139	0.04275060910468139	0.04275060910468139	0.0	0.0	Preserved
S06-radial-oklab	radial/oklab	color_max	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.04274960910468139	0.04275060910468139	0.04275060910468139	0.0	0.0	Preserved
S06-radial-oklab	radial/oklab	color_max	vanilla-svg@vanilla-exact	vanilla-exact	0.04274960910468139	0.04275060910468139	0.04275060910468139	0.0	0.0	Preserved
S06-radial-oklab	radial/oklab	color_p95	legacy-serialized	candidate-exact	0.0032616356891826065	0.003162729858804235	0.003162729858804235	0.0	9.890583037837136e-05	Violated
S06-radial-oklab	radial/oklab	color_p95	offset-f64-serialized	candidate-exact	0.0032991958603902105	0.003162729858804235	0.003162729858804235	0.0	0.0001364660015859753	Violated
S06-radial-oklab	radial/oklab	color_p95	offset-f64-raw	candidate-exact	0.0025865785487825125	0.003162729858804235	0.003162729858804235	0.0	0.0	Preserved
S06-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.0031663486975055913	0.003162729858804235	0.003162729858804235	0.0	3.618838701356132e-06	Violated
S06-radial-oklab	radial/oklab	color_p95	vanilla-svg	candidate-exact	0.003166348697507537	0.003162729858804235	0.003162729858804235	0.0	3.6188387033016245e-06	Violated
S06-radial-oklab	radial/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.003296418699165581	0.003162729858804235	0.003162729858804235	0.0	0.0001336888403613459	Violated
S06-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.003161729858804235	0.003162729858804235	0.003162729858804235	0.0	0.0	Preserved
S06-radial-oklab	radial/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.003161729858804235	0.003162729858804235	0.003162729858804235	0.0	0.0	Preserved
S09-linear-oklab	linear/oklab	color_p95	legacy-serialized	candidate-exact	0.002023575431828528	0.0020165019824470694	0.0020165019824470694	0.0	7.073449381458496e-06	Violated
S09-linear-oklab	linear/oklab	color_p95	offset-f64-serialized	candidate-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-linear-oklab	linear/oklab	color_p95	offset-f64-raw	candidate-exact	0.0020400223291173057	0.0020165019824470694	0.0020165019824470694	0.0	2.352034667023632e-05	Violated
S09-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-linear-oklab	linear/oklab	color_p95	vanilla-svg	candidate-exact	0.0020155019824470693	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-linear-oklab	linear/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-linear-oklab	linear/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0020155019824470693	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-radial-oklab	radial/oklab	color_p95	legacy-serialized	candidate-exact	0.002023558932289511	0.0020165019824470694	0.0020165019824470694	0.0	7.056949842441755e-06	Violated
S09-radial-oklab	radial/oklab	color_p95	offset-f64-serialized	candidate-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-radial-oklab	radial/oklab	color_p95	offset-f64-raw	candidate-exact	0.0020400223291173057	0.0020165019824470694	0.0020165019824470694	0.0	2.352034667023632e-05	Violated
S09-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-radial-oklab	radial/oklab	color_p95	vanilla-svg	candidate-exact	0.0020155019824470693	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-radial-oklab	radial/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.002015501982447238	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S09-radial-oklab	radial/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0020155019824470693	0.0020165019824470694	0.0020165019824470694	0.0	0.0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.0038439536403881993	0.003834626105852735	0.003834626105852735	0.0	9.327534535464449e-06	Violated
S11-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.003826249944944173	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.003815338983493852	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.003826249944944173	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.0038336151955880127	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.003826249944944173	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.003826249944944173	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0038336261058527347	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.0038439536403881993	0.003834626105852735	0.003834626105852735	0.0	9.327534535464449e-06	Violated
S11-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.003826242339199791	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.003815327864565988	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.003826242339199791	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.0038336151955880127	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.003826249944944173	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.003826249944944173	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0038336261058527347	0.003834626105852735	0.003834626105852735	0.0	0.0	Preserved
S11-radial-oklab	radial/oklab	color_max	legacy-serialized	candidate-exact	0.017216382675147714	0.017215349542555467	0.017215349542555467	0.0	1.033132592247188e-06	Violated
S11-radial-oklab	radial/oklab	color_max	offset-f64-serialized	candidate-exact	0.017216382675147714	0.017215349542555467	0.017215349542555467	0.0	1.033132592247188e-06	Violated
S11-radial-oklab	radial/oklab	color_max	offset-f64-raw	candidate-exact	0.015466696311864127	0.017215349542555467	0.017215349542555467	0.0	0.0	Preserved
S11-radial-oklab	radial/oklab	color_max	vanilla-meta-serialized	candidate-exact	0.017216382675147714	0.017215349542555467	0.017215349542555467	0.0	1.033132592247188e-06	Violated
S11-radial-oklab	radial/oklab	color_max	vanilla-svg	candidate-exact	0.0172163826751429	0.017215349542555467	0.017215349542555467	0.0	1.0331325874315955e-06	Violated
S11-radial-oklab	radial/oklab	color_max	offset-f64-serialized@vanilla-exact	vanilla-exact	0.017214349542560282	0.017215349542555467	0.017215349542555467	0.0	0.0	Preserved
S11-radial-oklab	radial/oklab	color_max	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.017214349542560282	0.017215349542555467	0.017215349542555467	0.0	0.0	Preserved
S11-radial-oklab	radial/oklab	color_max	vanilla-svg@vanilla-exact	vanilla-exact	0.017214349542555466	0.017215349542555467	0.017215349542555467	0.0	0.0	Preserved
S12-radial-oklab	radial/oklab	alpha_max	legacy-serialized	candidate-exact	0.0035530572969476593	0.0035528652040521516	0.0035528652040521516	0.0	1.9209289550767977e-07	Violated
S12-radial-oklab	radial/oklab	alpha_max	offset-f64-serialized	candidate-exact	0.0035530572969476593	0.0035528652040521516	0.0035528652040521516	0.0	1.9209289550767977e-07	Violated
S12-radial-oklab	radial/oklab	alpha_max	offset-f64-raw	candidate-exact	0.001961588976429951	0.0035528652040521516	0.0035528652040521516	0.0	0.0	Preserved
S12-radial-oklab	radial/oklab	alpha_max	vanilla-meta-serialized	candidate-exact	0.0035530572969476593	0.0035528652040521516	0.0035528652040521516	0.0	1.9209289550767977e-07	Violated
S12-radial-oklab	radial/oklab	alpha_max	vanilla-svg	candidate-exact	0.0035530572969476593	0.0035528652040521516	0.0035528652040521516	0.0	1.9209289550767977e-07	Violated
