fixture_id	pair	seed	graph	public	public_component_max_delta	color_max	color_p95	alpha_max	alpha_p95	V_color_max_limit	V_color_p95_limit	V_alpha_max_limit	V_alpha_p95_limit	numeric	raster	zero_area	cost	unknown	status
S04-linear-linear-rgb	linear/linear-rgb	S04	Preserved	Violated	8.940696716308594e-08	0.0037535454077737202	0.002486307483657279	0.002871897669398993	0.0015853516435385684	0.0037545244970186554	0.0024873074836576563	0.002872897669399437	0.0015863814458611225	Preserved	Preserved	Preserved	Violated	0	Violated
S04-radial-linear-rgb	radial/linear-rgb	S04	Preserved	Violated	3.2708048820495605e-06	0.0037524872552338663	0.0024864812974800554	0.002871182413661688	0.0015854112481833438	0.0037545244970186554	0.0024873074836576563	0.002872897669399437	0.0015863814458611225	Preserved	Preserved	Preserved	Violated	0	Violated
S05-linear-oklab	linear/oklab	S05	Preserved	Violated	0.0	0.022387434988779504	0.0026222478373061427	0.003902189854530058	0.0016896518449940334	0.022388434988779505	0.0026207488294113608	0.0039031898545305024	0.0016865015006722595	Violated	Preserved	Preserved	Violated	0	Violated
S05-radial-oklab	radial/oklab	S05	Preserved	Violated	8.938368409872055e-07	0.02238552044935972	0.0026227020242797893	0.003902607087043486	0.0016894134264149319	0.022388434988779505	0.0026207488294113608	0.0039031898545305024	0.0016865015006722595	Violated	Preserved	Preserved	Violated	0	Violated
S05-linear-linear-rgb	linear/linear-rgb	S05	Preserved	Violated	5.960464477539063e-08	0.025671898383991802	0.002818886573547459	0.003902189854530058	0.0016975979845065825	0.025672898383991803	0.0028235884600920757	0.0039031898545305024	0.0016935121065459735	Violated	Preserved	Preserved	Violated	0	Violated
S05-radial-linear-rgb	radial/linear-rgb	S05	Preserved	Violated	8.940696716308594e-07	0.025670386192356044	0.0028181829972770134	0.003902607087043486	0.0016976929769819682	0.025672898383991803	0.0028235884600920757	0.0039031898545305024	0.0016935121065459735	Violated	Preserved	Preserved	Violated	0	Violated
S06-linear-oklab	linear/oklab	S06	Preserved	Violated	3.6978337448090315e-05	0.04274960910468139	0.003262044518995702	0.0	0.0	0.04275060910468139	0.003162729858804235	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S06-radial-oklab	radial/oklab	S06	Preserved	Violated	3.6978337448090315e-05	0.04275351138855956	0.0032616356891826065	0.0	0.0	0.04275060910468139	0.003162729858804235	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S06-linear-linear-rgb	linear/linear-rgb	S06	Preserved	Violated	5.960464477539063e-08	0.047575914375476605	0.003423368225092084	0.0	0.0	0.047576914375476606	0.003413133828483006	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S06-radial-linear-rgb	radial/linear-rgb	S06	Preserved	Violated	8.940696716308594e-07	0.0475791095436512	0.0034219964887923825	0.0	0.0	0.047576914375476606	0.003413133828483006	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S07-linear-oklab	linear/oklab	S07	Preserved	Preserved	0.0	0.002769198382569682	0.002264477842777738	0.0	0.0	0.0027701983825696823	0.0022654778427777383	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S07-radial-oklab	radial/oklab	S07	Preserved	Preserved	0.0	0.002769198382569682	0.002264477842777738	0.0	0.0	0.0027701983825696823	0.0022654778427777383	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S07-linear-linear-rgb	linear/linear-rgb	S07	Preserved	Preserved	5.960464477539063e-08	0.0030987593991580503	0.0025817345792035016	0.0	0.0	0.0030997543835158676	0.002582746189050254	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S07-radial-linear-rgb	radial/linear-rgb	S07	Preserved	Preserved	5.960464477539063e-08	0.0030987593991580503	0.0025817345792035016	0.0	0.0	0.0030997543835158676	0.002582746189050254	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S08-linear-oklab	linear/oklab	S08	Preserved	Preserved	0.0	0.7660208543489583	0.0021488678581982217	0.6000000238418579	0.0013355072627064812	0.7660218543489583	0.002149867858198454	0.6000010238418579	0.001336507262706037	Preserved	Preserved	Preserved	Preserved	0	Preserved
S08-radial-oklab	radial/oklab	S08	Preserved	Preserved	0.0	0.7660208543489583	0.0021488678581982217	0.6000000238418579	0.0013355072627064812	0.7660218543489583	0.002149867858198454	0.6000010238418579	0.001336507262706037	Preserved	Preserved	Preserved	Preserved	0	Preserved
S08-linear-linear-rgb	linear/linear-rgb	S08	Preserved	Preserved	5.960464477539063e-08	0.7660208017881492	0.0021712732057760286	0.6000000238418579	0.0013355072627064812	0.7660218053154384	0.0021722833185416983	0.6000010238418579	0.001336507262706037	Preserved	Preserved	Preserved	Preserved	0	Preserved
S08-radial-linear-rgb	radial/linear-rgb	S08	Preserved	Preserved	5.960464477539063e-08	0.7660208017881492	0.0021712732057760286	0.6000000238418579	0.0013355072627064812	0.7660218053154384	0.0021722833185416983	0.6000010238418579	0.001336507262706037	Preserved	Preserved	Preserved	Preserved	0	Preserved
S09-linear-oklab	linear/oklab	S09	Preserved	Violated	0.0	0.002769198382569682	0.002023575431828697	0.001960784313725039	0.0015454874858596979	0.0027701983825696823	0.0020165019824470694	0.0019617843137254834	0.0015464874858596978	Violated	Preserved	Preserved	Preserved	0	Violated
S09-radial-oklab	radial/oklab	S09	Preserved	Violated	5.960464477539063e-08	0.002769198382569682	0.0020235589322896803	0.001960784313725039	0.0015454278812150335	0.0027701983825696823	0.0020165019824470694	0.0019617843137254834	0.0015464874858596978	Violated	Preserved	Preserved	Preserved	0	Violated
S09-linear-linear-rgb	linear/linear-rgb	S09	Preserved	Violated	5.960464477539063e-08	0.0030309458741219117	0.0023466432617814162	0.001960784313725039	0.0015454874858596979	0.0031038356868447734	0.0023499708866665473	0.0019617843137254834	0.0015464874858596978	Preserved	Preserved	Preserved	Preserved	0	Violated
S09-radial-linear-rgb	radial/linear-rgb	S09	Preserved	Violated	1.1920928955078125e-07	0.0030309458741219117	0.0023466432617814162	0.001960784313725039	0.0015454278812150335	0.0031038356868447734	0.0023499708866665473	0.0019617843137254834	0.0015464874858596978	Preserved	Preserved	Preserved	Preserved	0	Violated
S10-linear-oklab	linear/oklab	S10	Preserved	Violated	0.0	0.006403290098451449	0.0021742212693586075	0.0017647163504186398	0.0017647154190960634	0.0064042900984514544	0.0021752212693586597	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Preserved	0	Violated
S10-radial-oklab	radial/oklab	S10	Preserved	Violated	1.1920928955078125e-07	0.006403290098451449	0.0021742212693586075	0.0017647163504186398	0.0017647154190960634	0.0064042900984514544	0.0021752212693586597	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Preserved	0	Violated
S10-linear-linear-rgb	linear/linear-rgb	S10	Preserved	Violated	8.940696716308594e-08	0.006403290734779351	0.0022222948197165525	0.0017647154190960652	0.0017647154190960634	0.006404290734779356	0.002223294884776479	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Preserved	0	Violated
S10-radial-linear-rgb	radial/linear-rgb	S10	Preserved	Violated	1.1920928955078125e-07	0.006403290734779351	0.0022222948197165525	0.0017647154190960652	0.0017647154190960634	0.006404290734779356	0.002223294884776479	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Preserved	0	Violated
S11-linear-oklab	linear/oklab	S11	Preserved	Violated	0.0	0.017214349542555497	0.0037207402554255854	0.0017647154190962855	0.0017647154190962855	0.017215349542555467	0.003721740255425498	0.0017657154190961744	0.0017657154190960634	Preserved	Preserved	Preserved	Violated	0	Violated
S11-radial-oklab	radial/oklab	S11	Preserved	Violated	1.7881393432617188e-07	0.01721638267514293	0.0037207653362981664	0.0017647750237410609	0.0017647154190962855	0.017215349542555467	0.003721740255425498	0.0017657154190961744	0.0017657154190960634	Violated	Preserved	Preserved	Violated	0	Violated
S11-linear-linear-rgb	linear/linear-rgb	S11	Preserved	Violated	5.960464477539063e-08	0.02093912278135851	0.0038439536403884556	0.0017647154190962855	0.0017647154190962855	0.02094012278135851	0.003834626105852735	0.0017657154190961744	0.0017657154190960634	Violated	Preserved	Preserved	Violated	0	Violated
S11-radial-linear-rgb	radial/linear-rgb	S11	Preserved	Violated	4.172325134277344e-07	0.020936748740470648	0.0038439536403884556	0.0017647154190962855	0.0017647154190962855	0.02094012278135851	0.003834626105852735	0.0017657154190961744	0.0017657154190960634	Violated	Preserved	Preserved	Violated	0	Violated
S12-linear-oklab	linear/oklab	S12	Preserved	Violated	0.0	0.0033852463928962526	0.0023682052562963656	0.0035518652040523735	0.0018513116642717709	0.0033862463928963703	0.0023692052562965683	0.0035528652040521516	0.0018523116642719928	Preserved	Preserved	Preserved	Violated	0	Violated
S12-radial-oklab	radial/oklab	S12	Preserved	Violated	1.6093254089355469e-06	0.003385346098343755	0.0023684686438169354	0.0035530572969478813	0.0018513712689165462	0.0033862463928963703	0.0023692052562965683	0.0035528652040521516	0.0018523116642719928	Violated	Preserved	Preserved	Violated	0	Violated
S12-linear-linear-rgb	linear/linear-rgb	S12	Preserved	Violated	1.1920928955078125e-07	0.005040171427181763	0.0019126399029575991	0.0035211247016923575	0.0017491860504457724	0.0050411885561156364	0.0019136399029575236	0.0035221545040145233	0.0017501860504458833	Preserved	Preserved	Preserved	Violated	0	Violated
S12-radial-linear-rgb	radial/linear-rgb	S12	Preserved	Violated	2.4028122425079346e-06	0.005035899144680038	0.001912823450706702	0.0035207074691789297	0.00174921585276816	0.0050411885561156364	0.0019136399029575236	0.0035221545040145233	0.0017501860504458833	Preserved	Preserved	Preserved	Violated	0	Violated
S13-linear-oklab	linear/oklab	S13	Preserved	Violated	3.701448440551758e-05	1.7320508075688772	1.6988987494581664e-07	0.0	0.0	1.732051807568877	0.0001084761874463235	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S13-radial-oklab	radial/oklab	S13	Preserved	Violated	3.701448440551758e-05	1.7320508075688772	1.6988987494581664e-07	0.0	0.0	1.732051807568877	0.0001084761874463235	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S13-linear-linear-rgb	linear/linear-rgb	S13	Preserved	Preserved	0.0	1.7320508075688772	1.9229626863835638e-16	0.0	0.0	1.732051807568877	1.0000000001922961e-06	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S13-radial-linear-rgb	radial/linear-rgb	S13	Preserved	Preserved	0.0	1.7320508075688772	1.9229626863835638e-16	0.0	0.0	1.732051807568877	1.0000000001922961e-06	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S14-linear-oklab	linear/oklab	S14	Preserved	Violated	0.0	4.967443700175813e-07	4.967443700162214e-07	2.3841857987871862e-08	2.384185793236071e-08	1.4967443700175812e-06	1.4967443700162213e-06	1.0238418579878718e-06	1.0238418579323607e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S14-radial-oklab	radial/oklab	S14	Preserved	Violated	5.960464477539063e-08	5.295199516225212e-07	4.967443700169013e-07	5.3644180375567174e-08	2.384185793236071e-08	1.4967443700175812e-06	1.4967443700162213e-06	1.0238418579878718e-06	1.0238418579323607e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S14-linear-linear-rgb	linear/linear-rgb	S14	Preserved	Violated	5.960464477539063e-08	4.029006017302678e-07	4.029006017259726e-07	2.3841857987871862e-08	2.384185793236071e-08	1.4029006017302679e-06	1.4029006017259726e-06	1.0238418579878718e-06	1.0238418579323607e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S14-radial-linear-rgb	radial/linear-rgb	S14	Preserved	Violated	5.960464477539063e-08	4.029006017302678e-07	4.029006017259726e-07	2.3841857987871862e-08	2.384185793236071e-08	1.4029006017302679e-06	1.4029006017259726e-06	1.0238418579878718e-06	1.0238418579323607e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S15-linear-oklab	linear/oklab	S15	Preserved	Violated	1.1920928955078125e-07	1.0901770441675662	0.0022428574936307526	0.792156862745098	0.00196079623465395	1.0901780441675661	0.0022438574936312866	0.792157862745098	0.0019617962346544495	Preserved	Preserved	Preserved	Preserved	0	Violated
S15-radial-oklab	radial/oklab	S15	Preserved	Violated	1.1920928955078125e-07	1.0901770441675662	0.0022428574936307526	0.792156862745098	0.00196079623465395	1.0901780441675661	0.0022438574936312866	0.792157862745098	0.0019617962346544495	Preserved	Preserved	Preserved	Preserved	0	Violated
S15-linear-linear-rgb	linear/linear-rgb	S15	Preserved	Violated	8.940696716308594e-08	1.1107325147440297	0.002368974873785418	0.792156862745098	0.00196079623465395	1.1107335147440296	0.0023699701724914884	0.792157862745098	0.0019617962346544495	Preserved	Preserved	Preserved	Preserved	0	Violated
S15-radial-linear-rgb	radial/linear-rgb	S15	Preserved	Violated	8.940696716308594e-08	1.1107325147440297	0.002368974873785418	0.792156862745098	0.00196079623465395	1.1107335147440296	0.0023699701724914884	0.792157862745098	0.0019617962346544495	Preserved	Preserved	Preserved	Preserved	0	Violated
S16-linear-oklab	linear/oklab	S16	Preserved	Violated	1.1920928955078125e-07	0.6436749382324004	0.0024063029782624293	0.0	0.0	0.6436759382324004	0.002405508421066495	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S16-radial-oklab	radial/oklab	S16	Preserved	Violated	1.1920928955078125e-07	0.6436749382324004	0.002406445786668508	0.0	0.0	0.6436759382324004	0.002405508421066495	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S16-linear-linear-rgb	linear/linear-rgb	S16	Preserved	Violated	1.1920928955078125e-07	0.6436750065935551	0.0025028268085903692	0.0	0.0	0.6436760065935552	0.002492069229077084	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S16-radial-linear-rgb	radial/linear-rgb	S16	Preserved	Violated	2.384185791015625e-07	0.6436750065935551	0.002502826808590306	0.0	0.0	0.6436760065935552	0.002492069229077084	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S17-linear-oklab	linear/oklab	S17	Preserved	Violated	5.960464477539063e-08	0.002579381030502597	0.002370782409124578	0.002194289136864591	0.0014498345786839728	0.002580381030502678	0.002371782409124693	0.0021952891368650354	0.0014508345786840837	Preserved	Preserved	Preserved	Preserved	0	Violated
S17-radial-oklab	radial/oklab	S17	Preserved	Violated	2.086162567138672e-07	0.002579473564284549	0.0023707228390817538	0.002194289136864036	0.0014497749740391974	0.002580381030502678	0.002371782409124693	0.0021952891368650354	0.0014508345786840837	Preserved	Preserved	Preserved	Preserved	0	Violated
S17-linear-linear-rgb	linear/linear-rgb	S17	Preserved	Violated	1.1920928955078125e-07	0.0024046220262844854	0.0015090801877665479	0.002194289136864591	0.0014305407952244775	0.0024056169985278153	0.001510080187766525	0.0021952891368650354	0.0014315407952245885	Preserved	Preserved	Preserved	Preserved	0	Violated
S17-radial-linear-rgb	radial/linear-rgb	S17	Preserved	Violated	2.086162567138672e-07	0.0024046220262844854	0.001509075056251963	0.002194289136864036	0.0014305407952244775	0.0024056169985278153	0.001510080187766525	0.0021952891368650354	0.0014315407952245885	Preserved	Preserved	Preserved	Preserved	0	Violated
S18-linear-oklab	linear/oklab	S18	Preserved	Violated	1.4901161193847656e-07	0.5290212139505	0.0018864218965519769	0.5386340487237069	0.0014839229630488893	0.5290223186899108	0.0018873453795455967	0.5386349146132563	0.001484833556081726	Preserved	Preserved	Preserved	Preserved	0	Violated
S18-radial-oklab	radial/oklab	S18	Preserved	Violated	1.4901161193847656e-07	0.5290212139505	0.0018864218965519769	0.5386340487237069	0.0014839229630488893	0.5290223186899108	0.0018873453795455967	0.5386349146132563	0.001484833556081726	Preserved	Preserved	Preserved	Preserved	0	Violated
S18-linear-linear-rgb	linear/linear-rgb	S18	Preserved	Violated	1.7881393432617188e-07	0.4974148806409825	0.002165758226620728	0.5386340487237069	0.0014839229630488893	0.49741577982153123	0.0021666674482528608	0.5386349146132563	0.001484833556081726	Preserved	Preserved	Preserved	Preserved	0	Violated
S18-radial-linear-rgb	radial/linear-rgb	S18	Preserved	Violated	1.7881393432617188e-07	0.4974148806409825	0.002165758226620728	0.5386340487237069	0.0014839229630488893	0.49741577982153123	0.0021666674482528608	0.5386349146132563	0.001484833556081726	Preserved	Preserved	Preserved	Preserved	0	Violated
S19-linear-oklab	linear/oklab	S19	Preserved	Preserved	0.0	0.0028820180430856267	0.002718062605958206	0.0	0.0	0.002883018043085627	0.0027190626059582063	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S19-radial-oklab	radial/oklab	S19	Preserved	Preserved	0.0	0.0028820180430856267	0.002718062605958206	0.0	0.0	0.002883018043085627	0.0027190626059582063	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S19-linear-linear-rgb	linear/linear-rgb	S19	Preserved	Preserved	5.960464477539063e-08	0.0029867801719644276	0.0025623337630611967	0.0	0.0	0.0029878053342224605	0.002563333763061197	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S19-radial-linear-rgb	radial/linear-rgb	S19	Preserved	Preserved	5.960464477539063e-08	0.0029867801719644276	0.0025623337630611967	0.0	0.0	0.0029878053342224605	0.002563333763061197	1e-06	1e-06	Preserved	Preserved	Preserved	Preserved	0	Preserved
S20-linear-oklab	linear/oklab	S20	Preserved	Violated	0.0	0.015431591784768611	0.002339668182643063	0.0018600916601273498	0.001527333439385381	0.01543259178476861	0.0023563616446743776	0.0018610916601277938	0.001528333439385381	Preserved	Preserved	Violated	Preserved	0	Violated
S20-radial-oklab	radial/oklab	S20	Preserved	Violated	5.960464477539063e-08	0.015431591784768611	0.002339668182643063	0.0018600916601273498	0.001527333439385381	0.01543259178476861	0.0023563616446743776	0.0018610916601277938	0.001528333439385381	Preserved	Preserved	Violated	Preserved	0	Violated
S20-linear-linear-rgb	linear/linear-rgb	S20	Preserved	Violated	5.960464477539063e-08	0.019767873529966107	0.0025044562574075497	0.0018600916601273498	0.001527333439385381	0.01976887352996611	0.002500452688590429	0.0018610916601277938	0.001528333439385381	Violated	Preserved	Violated	Violated	0	Violated
S20-radial-linear-rgb	radial/linear-rgb	S20	Preserved	Violated	1.1920928955078125e-07	0.01976736607468767	0.0025044562574075497	0.0018600916601273498	0.001527333439385381	0.01976887352996611	0.002500452688590429	0.0018610916601277938	0.001528333439385381	Violated	Preserved	Violated	Violated	0	Violated
S21-linear-oklab	linear/oklab	S21	Preserved	Violated	5.960464477539063e-08	1.001929009688044	0.0004848978167613352	0.666666666666667	1.9868214573559584e-08	1.001930009688044	0.00048589584447742817	0.6666676666666668	1.0099341074810688e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S21-radial-oklab	radial/oklab	S21	Preserved	Violated	5.960464477539063e-08	1.001929009688044	0.0004848978167613352	0.666666666666667	1.9868214573559584e-08	1.001930009688044	0.00048589584447742817	0.6666676666666668	1.0099341074810688e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S21-linear-linear-rgb	linear/linear-rgb	S21	Preserved	Violated	5.960464477539063e-08	0.9706082543068519	0.0002599094207615089	0.666666666666667	1.9868214573559584e-08	0.970609254306852	0.00026089829433318106	0.6666676666666668	1.0099341074810688e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S21-radial-linear-rgb	radial/linear-rgb	S21	Preserved	Violated	5.960464477539063e-08	0.9706082543068519	0.0002599094207615089	0.666666666666667	1.9868214573559584e-08	0.970609254306852	0.00026089829433318106	0.6666676666666668	1.0099341074810688e-06	Preserved	Preserved	Preserved	Preserved	0	Violated
S22-linear-oklab	linear/oklab	S22	Preserved	Violated	3.700544766616076e-05	1.3207304417340133	0.0025993167589665757	0.0	0.0	1.3207314417340132	0.0025175253027913055	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S22-radial-oklab	radial/oklab	S22	Preserved	Violated	3.7005447669713476e-05	1.3207304417340133	0.0025994483057555366	0.0	0.0	1.3207314417340132	0.0025175253027913055	1e-06	1e-06	Violated	Preserved	Preserved	Violated	0	Violated
S22-linear-linear-rgb	linear/linear-rgb	S22	Preserved	Violated	7.450580596923828e-08	1.320730489022217	0.002688702609406864	0.0	0.0	1.3207314890222168	0.0027327269862649573	1e-06	1e-06	Preserved	Preserved	Preserved	Violated	0	Violated
S22-radial-linear-rgb	radial/linear-rgb	S22	Preserved	Violated	3.5762786865234375e-07	1.320730489022217	0.0026886153328745397	0.0	0.0	1.3207314890222168	0.0027327269862649573	1e-06	1e-06	Preserved	Preserved	Preserved	Violated	0	Violated
S23-linear-oklab	linear/oklab	S23	Preserved	Violated	1.7881393432617188e-07	0.010481091696063732	0.002241596491426201	0.0017647163504186398	0.0017647154190960634	0.010482091696063749	0.0022425986856104614	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Violated	0	Violated
S23-radial-oklab	radial/oklab	S23	Preserved	Violated	5.3375959396362305e-05	0.010481091696063732	0.0022415964914262237	0.0017647163504186398	0.0017647154190960634	0.010482091696063749	0.0022425986856104614	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Violated	0	Violated
S23-linear-linear-rgb	linear/linear-rgb	S23	Preserved	Violated	3.5762786865234375e-07	0.01048109047860186	0.002273798831053598	0.0017647154190960652	0.0017647154190960634	0.010482090478601876	0.002274799506753495	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Violated	0	Violated
S23-radial-linear-rgb	radial/linear-rgb	S23	Preserved	Violated	0.00011473894119262695	0.01048109047860186	0.0022737976881340954	0.0017647154190960652	0.0017647154190960634	0.010482090478601876	0.002274799506753495	0.0017657163504186813	0.001765715419096105	Preserved	Preserved	Preserved	Violated	0	Violated
S24-linear-oklab	linear/oklab	S24	Preserved	Violated	1.1920928955078125e-07	0.3044252332800007	0.001764307543555028	0.24324329495429992	0.0013895420467154862	0.30442609049424013	0.001765306879289847	0.24324426515197753	0.001390542046715264	Preserved	Preserved	Preserved	Preserved	0	Violated
S24-radial-oklab	radial/oklab	S24	Preserved	Violated	1.1920928955078125e-07	0.3044252332800007	0.001764307543555028	0.24324329495429992	0.0013895420467154862	0.30442609049424013	0.001765306879289847	0.24324426515197753	0.001390542046715264	Preserved	Preserved	Preserved	Preserved	0	Violated
S24-linear-linear-rgb	linear/linear-rgb	S24	Preserved	Violated	1.1920928955078125e-07	0.29354275206568714	0.0017189644123810695	0.24324329495429992	0.0013895420467154862	0.29354367065463965	0.001719975413588487	0.24324426515197753	0.001390542046715264	Preserved	Preserved	Preserved	Preserved	0	Violated
S24-radial-linear-rgb	radial/linear-rgb	S24	Preserved	Violated	1.1920928955078125e-07	0.29354275206568714	0.0017189644123810695	0.24324329495429992	0.0013895420467154862	0.29354367065463965	0.001719975413588487	0.24324426515197753	0.001390542046715264	Preserved	Preserved	Preserved	Preserved	0	Violated
