# Entrada só-vanilla (itens.sem_par_antes) — lente tekt-cargo-dsm
# Lente bin: /home/dikluwe/.cargo/bin/lente (sem --version disponível)
# Produto HEAD 82e84356fb0c80a58f0da21c28a5a0c476937d32 (P762) + working tree com 176 ficheiros não commitados
# Comando: lente --comparar --antes lab/typst-original --depois .  (escopo seu-codigo)
# Data da corrida: 2026-07-15 ; total=11325
# Formato TSV: kind	trait	nome	path
fn		Accent::is_bottom	typst_library::math::accent::Accent::is_bottom
fn		Accent::normalize	typst_library::math::accent::Accent::normalize
fn		AccentElem::new	typst_library::math::accent::AccentElem::new
fn		AccentElem::with_dotless	typst_library::math::accent::AccentElem::with_dotless
fn		AccentElem::with_size	typst_library::math::accent::AccentElem::with_size
fn		AccentItem::create	typst_library::math::ir::item::AccentItem::create
fn		Accumulator::extend	typst_pdf::tags::resolve::accumulator::Accumulator::extend
fn		Accumulator::finish	typst_pdf::tags::resolve::accumulator::Accumulator::finish
fn		Accumulator::flush_grouping_span	typst_pdf::tags::resolve::accumulator::Accumulator::flush_grouping_span
fn		Accumulator::nest	typst_pdf::tags::resolve::accumulator::Accumulator::nest
fn		Accumulator::new	typst_pdf::tags::resolve::accumulator::Accumulator::new
fn		Accumulator::push	typst_pdf::tags::resolve::accumulator::Accumulator::push
fn		Accumulator::reserve	typst_pdf::tags::resolve::accumulator::Accumulator::reserve
fn		Accumulator::root	typst_pdf::tags::resolve::accumulator::Accumulator::root
fn		AlignElem::new	typst_library::layout::align::AlignElem::new
fn		AlignElem::with_alignment	typst_library::layout::align::AlignElem::with_alignment
fn		AlignPointElem::new	typst_library::math::AlignPointElem::new
fn		AlignPointElem::shared	typst_library::math::AlignPointElem::shared
fn		AlignedRow::get	typst_library::math::ir::multiline::AlignedRow::get
fn		AlignedRow::is_empty	typst_library::math::ir::multiline::AlignedRow::is_empty
fn		AlignedRow::iter	typst_library::math::ir::multiline::AlignedRow::iter
fn		AlignedRow::len	typst_library::math::ir::multiline::AlignedRow::len
fn		AlignedRow::new	typst_library::math::ir::multiline::AlignedRow::new
fn		AlignedRow::pad_to	typst_library::math::ir::multiline::AlignedRow::pad_to
fn		Alignment::axis	typst_library::layout::align::Alignment::axis
fn		Alignment::axis_data	typst_library::layout::align::Alignment::axis_data
fn		Alignment::fix	typst_library::layout::align::Alignment::fix
fn		Alignment::inv	typst_library::layout::align::Alignment::inv
fn		Alignment::inv_data	typst_library::layout::align::Alignment::inv_data
fn		Alignment::x	typst_library::layout::align::Alignment::x
fn		Alignment::y	typst_library::layout::align::Alignment::y
fn		AnchorGenerator::identify	typst_library::model::link::AnchorGenerator::identify
fn		AnchorGenerator::introspector	typst_library::model::link::AnchorGenerator::introspector
fn		AnchorGenerator::new	typst_library::model::link::AnchorGenerator::new
fn		Angle::abs	typst_library::layout::angle::Angle::abs
fn		Angle::acos	typst_library::layout::angle::Angle::acos
fn		Angle::asin	typst_library::layout::angle::Angle::asin
fn		Angle::atan	typst_library::layout::angle::Angle::atan
fn		Angle::atan2	typst_library::layout::angle::Angle::atan2
fn		Angle::cos	typst_library::layout::angle::Angle::cos
fn		Angle::from_ratio	typst_library::layout::angle::Angle::from_ratio
fn		Angle::normalized	typst_library::layout::angle::Angle::normalized
fn		Angle::quadrant	typst_library::layout::angle::Angle::quadrant
fn		Angle::raw	typst_library::layout::angle::Angle::raw
fn		Angle::sin	typst_library::layout::angle::Angle::sin
fn		Angle::tan	typst_library::layout::angle::Angle::tan
fn		Angle::to_deg_data	typst_library::layout::angle::Angle::to_deg_data
fn		Angle::to_rad_data	typst_library::layout::angle::Angle::to_rad_data
fn		Angle::to_raw	typst_library::layout::angle::Angle::to_raw
fn		Angle::to_unit	typst_library::layout::angle::Angle::to_unit
fn		Angle::with_unit	typst_library::layout::angle::Angle::with_unit
fn		Angle::zero	typst_library::layout::angle::Angle::zero#1
fn		AngleUnit::raw_scale	typst_library::layout::angle::AngleUnit::raw_scale
fn		Annotations::init	typst_pdf::tags::context::Annotations::init
fn		Annotations::new	typst_pdf::tags::context::Annotations::new
fn		Annotations::reserve	typst_pdf::tags::context::Annotations::reserve
fn		Annotations::take	typst_pdf::tags::context::Annotations::take
fn		Args::all	typst_library::foundations::args::Args::all
fn		Args::at	typst_library::foundations::args::Args::at
fn		Args::at_data	typst_library::foundations::args::Args::at_data
fn		Args::construct	typst_library::foundations::args::Args::construct
fn		Args::construct_data	typst_library::foundations::args::Args::construct_data
fn		Args::consume	typst_library::foundations::args::Args::consume
fn		Args::eat	typst_library::foundations::args::Args::eat
fn		Args::expect	typst_library::foundations::args::Args::expect
fn		Args::field	typst_library::foundations::args::Args::field
fn		Args::filter	typst_library::foundations::args::Args::filter
fn		Args::filter_data	typst_library::foundations::args::Args::filter_data
fn		Args::find	typst_library::foundations::args::Args::find
fn		Args::finish	typst_library::foundations::args::Args::finish
fn		Args::get	typst_library::foundations::args::Args::get
fn		Args::insert	typst_library::foundations::args::Args::insert
fn		Args::len_data	typst_library::foundations::args::Args::len_data
fn		Args::map	typst_library::foundations::args::Args::map
fn		Args::map_data	typst_library::foundations::args::Args::map_data
fn		Args::missing_argument	typst_library::foundations::args::Args::missing_argument
fn		Args::named	typst_library::foundations::args::Args::named
fn		Args::named_or_find	typst_library::foundations::args::Args::named_or_find
fn		Args::new	typst_library::foundations::args::Args::new
fn		Args::push	typst_library::foundations::args::Args::push
fn		Args::remaining	typst_library::foundations::args::Args::remaining
fn		Args::spanned	typst_library::foundations::args::Args::spanned
fn		Args::take	typst_library::foundations::args::Args::take
fn		Args::to_named	typst_library::foundations::args::Args::to_named
fn		Args::to_named_data	typst_library::foundations::args::Args::to_named_data
fn		Args::to_pos	typst_library::foundations::args::Args::to_pos
fn		Args::to_pos_data	typst_library::foundations::args::Args::to_pos_data
fn		Array::all	typst_library::foundations::array::Array::all
fn		Array::all_data	typst_library::foundations::array::Array::all_data
fn		Array::any	typst_library::foundations::array::Array::any
fn		Array::any_data	typst_library::foundations::array::Array::any_data
fn		Array::as_slice	typst_library::foundations::array::Array::as_slice
fn		Array::at	typst_library::foundations::array::Array::at
fn		Array::at_data	typst_library::foundations::array::Array::at_data
fn		Array::at_mut	typst_library::foundations::array::Array::at_mut
fn		Array::chunks	typst_library::foundations::array::Array::chunks
fn		Array::chunks_data	typst_library::foundations::array::Array::chunks_data
fn		Array::construct	typst_library::foundations::array::Array::construct
fn		Array::construct_data	typst_library::foundations::array::Array::construct_data
fn		Array::contains	typst_library::foundations::array::Array::contains
fn		Array::contains_data	typst_library::foundations::array::Array::contains_data
fn		Array::dedup	typst_library::foundations::array::Array::dedup
fn		Array::dedup_data	typst_library::foundations::array::Array::dedup_data
fn		Array::enumerate	typst_library::foundations::array::Array::enumerate
fn		Array::enumerate_data	typst_library::foundations::array::Array::enumerate_data
fn		Array::filter	typst_library::foundations::array::Array::filter
fn		Array::filter_data	typst_library::foundations::array::Array::filter_data
fn		Array::find	typst_library::foundations::array::Array::find
fn		Array::find_data	typst_library::foundations::array::Array::find_data
fn		Array::first	typst_library::foundations::array::Array::first
fn		Array::first_data	typst_library::foundations::array::Array::first_data
fn		Array::first_mut	typst_library::foundations::array::Array::first_mut
fn		Array::flatten	typst_library::foundations::array::Array::flatten
fn		Array::flatten_data	typst_library::foundations::array::Array::flatten_data
fn		Array::fold	typst_library::foundations::array::Array::fold
fn		Array::fold_data	typst_library::foundations::array::Array::fold_data
fn		Array::insert	typst_library::foundations::array::Array::insert
fn		Array::insert_data	typst_library::foundations::array::Array::insert_data
fn		Array::intersperse	typst_library::foundations::array::Array::intersperse
fn		Array::intersperse_data	typst_library::foundations::array::Array::intersperse_data
fn		Array::is_empty	typst_library::foundations::array::Array::is_empty
fn		Array::iter	typst_library::foundations::array::Array::iter
fn		Array::join	typst_library::foundations::array::Array::join
fn		Array::join_data	typst_library::foundations::array::Array::join_data
fn		Array::last	typst_library::foundations::array::Array::last
fn		Array::last_data	typst_library::foundations::array::Array::last_data
fn		Array::last_mut	typst_library::foundations::array::Array::last_mut
fn		Array::len	typst_library::foundations::array::Array::len
fn		Array::len_data	typst_library::foundations::array::Array::len_data
fn		Array::locate	typst_library::foundations::array::Array::locate
fn		Array::locate_opt	typst_library::foundations::array::Array::locate_opt
fn		Array::map	typst_library::foundations::array::Array::map
