fixture_id	pair	interval	left	right	positive_width	eligible	s_i	a_i	d_i	b_i	q_i	bounds_64_63_127_126_253	frozen_trace_equal	status
S04-radial-linear-rgb	radial/linear-rgb	0	0	0.37026238441467285	true	true	64	24	49	48	97	Preserved	true	Preserved
S04-radial-linear-rgb	radial/linear-rgb	1	0.37026238441467285	0.63556849956512451	true	true	64	12	25	24	49	Preserved	true	Preserved
S04-radial-linear-rgb	radial/linear-rgb	2	0.63556849956512451	0.81341105699539185	true	true	1	0	1	0	1	Preserved	true	Preserved
S04-radial-linear-rgb	radial/linear-rgb	3	0.81341105699539185	0.92128282785415649	true	true	64	13	27	26	53	Preserved	true	Preserved
S04-radial-linear-rgb	radial/linear-rgb	4	0.92128282785415649	0.97667640447616577	true	true	64	24	49	48	97	Preserved	true	Preserved
S04-radial-linear-rgb	radial/linear-rgb	5	0.97667640447616577	0.99708455801010132	true	true	64	12	25	24	49	Preserved	true	Preserved
S04-radial-linear-rgb	radial/linear-rgb	6	0.99708455801010132	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	0	0	0.02222222276031971	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	1	0.02222222276031971	0.088888891041278839	true	true	64	16	33	32	65	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	2	0.088888891041278839	0.20000000298023224	true	true	64	22	45	44	89	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	3	0.20000000298023224	0.24444444477558136	true	true	64	27	55	54	109	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	4	0.24444444477558136	0.3333333432674408	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	5	0.3333333432674408	0.35555556416511536	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	6	0.35555556416511536	0.42222222685813904	true	true	64	16	33	32	65	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	7	0.42222222685813904	0.53333336114883423	true	true	64	22	45	44	89	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	8	0.53333336114883423	0.57777780294418335	true	true	64	27	55	54	109	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	9	0.57777780294418335	0.66666668653488159	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	10	0.66666668653488159	0.68888890743255615	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	11	0.68888890743255615	0.75555557012557983	true	true	64	16	33	32	65	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	12	0.75555557012557983	0.86666667461395264	true	true	64	22	45	44	89	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	13	0.86666667461395264	0.91111111640930176	true	true	64	27	55	54	109	Preserved	true	Preserved
S05-linear-oklab	linear/oklab	14	0.91111111640930176	1	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	0	0	0.02222222276031971	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	1	0.02222222276031971	0.088888891041278839	true	true	64	16	33	32	65	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	2	0.088888891041278839	0.20000000298023224	true	true	64	22	45	44	89	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	3	0.20000000298023224	0.24444444477558136	true	true	64	27	55	54	109	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	4	0.24444444477558136	0.3333333432674408	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	5	0.3333333432674408	0.35555556416511536	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	6	0.35555556416511536	0.42222222685813904	true	true	64	16	33	32	65	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	7	0.42222222685813904	0.53333336114883423	true	true	64	22	45	44	89	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	8	0.53333336114883423	0.57777780294418335	true	true	64	27	55	54	109	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	9	0.57777780294418335	0.66666668653488159	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	10	0.66666668653488159	0.68888890743255615	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	11	0.68888890743255615	0.75555557012557983	true	true	64	16	33	32	65	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	12	0.75555557012557983	0.86666667461395264	true	true	64	22	45	44	89	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	13	0.86666667461395264	0.91111111640930176	true	true	64	27	55	54	109	Preserved	true	Preserved
S05-radial-oklab	radial/oklab	14	0.91111111640930176	1	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	0	0	0.02222222276031971	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	1	0.02222222276031971	0.088888891041278839	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	2	0.088888891041278839	0.20000000298023224	true	true	64	26	53	52	105	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	3	0.20000000298023224	0.24444444477558136	true	true	64	29	59	58	117	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	4	0.24444444477558136	0.3333333432674408	true	true	16	9	19	18	37	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	5	0.3333333432674408	0.35555556416511536	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	6	0.35555556416511536	0.42222222685813904	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	7	0.42222222685813904	0.53333336114883423	true	true	64	26	53	52	105	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	8	0.53333336114883423	0.57777780294418335	true	true	64	29	59	58	117	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	9	0.57777780294418335	0.66666668653488159	true	true	16	9	19	18	37	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	10	0.66666668653488159	0.68888890743255615	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	11	0.68888890743255615	0.75555557012557983	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	12	0.75555557012557983	0.86666667461395264	true	true	64	26	53	52	105	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	13	0.86666667461395264	0.91111111640930176	true	true	64	29	59	58	117	Preserved	true	Preserved
S05-linear-linear-rgb	linear/linear-rgb	14	0.91111111640930176	1	true	true	16	9	19	18	37	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	0	0	0.02222222276031971	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	1	0.02222222276031971	0.088888891041278839	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	2	0.088888891041278839	0.20000000298023224	true	true	64	26	53	52	105	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	3	0.20000000298023224	0.24444444477558136	true	true	64	29	59	58	117	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	4	0.24444444477558136	0.3333333432674408	true	true	16	9	19	18	37	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	5	0.3333333432674408	0.35555556416511536	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	6	0.35555556416511536	0.42222222685813904	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	7	0.42222222685813904	0.53333336114883423	true	true	64	26	53	52	105	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	8	0.53333336114883423	0.57777780294418335	true	true	64	29	59	58	117	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	9	0.57777780294418335	0.66666668653488159	true	true	16	9	19	18	37	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	10	0.66666668653488159	0.68888890743255615	true	true	64	17	35	34	69	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	11	0.68888890743255615	0.75555557012557983	true	true	64	13	27	26	53	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	12	0.75555557012557983	0.86666667461395264	true	true	64	26	53	52	105	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	13	0.86666667461395264	0.91111111640930176	true	true	64	29	59	58	117	Preserved	true	Preserved
S05-radial-linear-rgb	radial/linear-rgb	14	0.91111111640930176	1	true	true	16	9	19	18	37	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	0	0	0.032258063554763794	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	1	0.032258063554763794	0.064516127109527588	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	2	0.064516127109527588	0.096774190664291382	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	3	0.096774190664291382	0.12903225421905518	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	4	0.12903225421905518	0.16129031777381897	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	5	0.16129031777381897	0.19354838132858276	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	6	0.19354838132858276	0.22580644488334656	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	7	0.22580644488334656	0.25806450843811035	true	true	64	18	37	36	73	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	8	0.25806450843811035	0.29032257199287415	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	9	0.29032257199287415	0.32258063554763794	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	10	0.32258063554763794	0.35483869910240173	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	11	0.35483869910240173	0.38709676265716553	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	12	0.38709676265716553	0.41935482621192932	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	13	0.41935482621192932	0.45161288976669312	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	14	0.45161288976669312	0.48387095332145691	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	15	0.48387095332145691	0.5161290168762207	true	true	64	18	37	36	73	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	16	0.5161290168762207	0.54838711023330688	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	17	0.54838711023330688	0.58064514398574829	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	18	0.58064514398574829	0.61290323734283447	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	19	0.61290323734283447	0.64516127109527588	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	20	0.64516127109527588	0.67741936445236206	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	21	0.67741936445236206	0.70967739820480347	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	22	0.70967739820480347	0.74193549156188965	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	23	0.74193549156188965	0.77419352531433105	true	true	64	18	37	36	73	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	24	0.77419352531433105	0.80645161867141724	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	25	0.80645161867141724	0.83870965242385864	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	26	0.83870965242385864	0.87096774578094482	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	27	0.87096774578094482	0.90322577953338623	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	28	0.90322577953338623	0.93548387289047241	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	29	0.93548387289047241	0.96774190664291382	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-oklab	linear/oklab	30	0.96774190664291382	1	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	0	0	0.032258063554763794	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	1	0.032258063554763794	0.064516127109527588	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	2	0.064516127109527588	0.096774190664291382	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	3	0.096774190664291382	0.12903225421905518	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	4	0.12903225421905518	0.16129031777381897	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	5	0.16129031777381897	0.19354838132858276	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	6	0.19354838132858276	0.22580644488334656	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	7	0.22580644488334656	0.25806450843811035	true	true	64	18	37	36	73	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	8	0.25806450843811035	0.29032257199287415	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	9	0.29032257199287415	0.32258063554763794	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	10	0.32258063554763794	0.35483869910240173	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	11	0.35483869910240173	0.38709676265716553	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	12	0.38709676265716553	0.41935482621192932	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	13	0.41935482621192932	0.45161288976669312	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	14	0.45161288976669312	0.48387095332145691	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	15	0.48387095332145691	0.5161290168762207	true	true	64	18	37	36	73	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	16	0.5161290168762207	0.54838711023330688	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	17	0.54838711023330688	0.58064514398574829	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	18	0.58064514398574829	0.61290323734283447	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	19	0.61290323734283447	0.64516127109527588	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	20	0.64516127109527588	0.67741936445236206	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	21	0.67741936445236206	0.70967739820480347	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	22	0.70967739820480347	0.74193549156188965	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	23	0.74193549156188965	0.77419352531433105	true	true	64	18	37	36	73	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	24	0.77419352531433105	0.80645161867141724	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	25	0.80645161867141724	0.83870965242385864	true	true	32	9	19	18	37	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	26	0.83870965242385864	0.87096774578094482	true	true	64	26	53	52	105	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	27	0.87096774578094482	0.90322577953338623	true	true	64	20	41	40	81	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	28	0.90322577953338623	0.93548387289047241	true	true	4	3	7	6	13	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	29	0.93548387289047241	0.96774190664291382	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-oklab	radial/oklab	30	0.96774190664291382	1	true	true	64	29	59	58	117	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	0	0	0.032258063554763794	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	1	0.032258063554763794	0.064516127109527588	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	2	0.064516127109527588	0.096774190664291382	true	true	64	28	57	56	113	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	3	0.096774190664291382	0.12903225421905518	true	true	64	23	47	46	93	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	4	0.12903225421905518	0.16129031777381897	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	5	0.16129031777381897	0.19354838132858276	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	6	0.19354838132858276	0.22580644488334656	true	true	64	30	61	60	121	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	7	0.22580644488334656	0.25806450843811035	true	true	64	22	45	44	89	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	8	0.25806450843811035	0.29032257199287415	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	9	0.29032257199287415	0.32258063554763794	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	10	0.32258063554763794	0.35483869910240173	true	true	64	28	57	56	113	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	11	0.35483869910240173	0.38709676265716553	true	true	64	23	47	46	93	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	12	0.38709676265716553	0.41935482621192932	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	13	0.41935482621192932	0.45161288976669312	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	14	0.45161288976669312	0.48387095332145691	true	true	64	30	61	60	121	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	15	0.48387095332145691	0.5161290168762207	true	true	64	22	45	44	89	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	16	0.5161290168762207	0.54838711023330688	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	17	0.54838711023330688	0.58064514398574829	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	18	0.58064514398574829	0.61290323734283447	true	true	64	28	57	56	113	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	19	0.61290323734283447	0.64516127109527588	true	true	64	23	47	46	93	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	20	0.64516127109527588	0.67741936445236206	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	21	0.67741936445236206	0.70967739820480347	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	22	0.70967739820480347	0.74193549156188965	true	true	64	30	61	60	121	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	23	0.74193549156188965	0.77419352531433105	true	true	64	22	45	44	89	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	24	0.77419352531433105	0.80645161867141724	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	25	0.80645161867141724	0.83870965242385864	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	26	0.83870965242385864	0.87096774578094482	true	true	64	28	57	56	113	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	27	0.87096774578094482	0.90322577953338623	true	true	64	23	47	46	93	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	28	0.90322577953338623	0.93548387289047241	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	29	0.93548387289047241	0.96774190664291382	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-linear-linear-rgb	linear/linear-rgb	30	0.96774190664291382	1	true	true	64	30	61	60	121	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	0	0	0.032258063554763794	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	1	0.032258063554763794	0.064516127109527588	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	2	0.064516127109527588	0.096774190664291382	true	true	64	28	57	56	113	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	3	0.096774190664291382	0.12903225421905518	true	true	64	23	47	46	93	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	4	0.12903225421905518	0.16129031777381897	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	5	0.16129031777381897	0.19354838132858276	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	6	0.19354838132858276	0.22580644488334656	true	true	64	30	61	60	121	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	7	0.22580644488334656	0.25806450843811035	true	true	64	22	45	44	89	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	8	0.25806450843811035	0.29032257199287415	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	9	0.29032257199287415	0.32258063554763794	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	10	0.32258063554763794	0.35483869910240173	true	true	64	28	57	56	113	Preserved	true	Preserved
