fixture_id	pair	fallback_markers	variant_nodes	productive_promotion	status
S16-radial-luma	radial/luma	1	0	false	Preserved
S17-linear-oklch	linear/oklch	1	0	false	Preserved
S17-radial-oklch	radial/oklch	1	0	false	Preserved
S17-linear-hsl	linear/hsl	1	0	false	Preserved
S17-radial-hsl	radial/hsl	1	0	false	Preserved
S17-linear-hsv	linear/hsv	1	0	false	Preserved
S17-radial-hsv	radial/hsv	1	0	false	Preserved
S17-linear-luma	linear/luma	1	0	false	Preserved
S17-radial-luma	radial/luma	1	0	false	Preserved
S18-linear-oklch	linear/oklch	1	0	false	Preserved
S18-radial-oklch	radial/oklch	1	0	false	Preserved
S18-linear-hsl	linear/hsl	1	0	false	Preserved
S18-radial-hsl	radial/hsl	1	0	false	Preserved
S18-linear-hsv	linear/hsv	1	0	false	Preserved
S18-radial-hsv	radial/hsv	1	0	false	Preserved
S18-linear-luma	linear/luma	1	0	false	Preserved
S18-radial-luma	radial/luma	1	0	false	Preserved
S19-linear-oklch	linear/oklch	1	0	false	Preserved
S19-radial-oklch	radial/oklch	1	0	false	Preserved
S19-linear-hsl	linear/hsl	1	0	false	Preserved
S19-radial-hsl	radial/hsl	1	0	false	Preserved
S19-linear-hsv	linear/hsv	1	0	false	Preserved
S19-radial-hsv	radial/hsv	1	0	false	Preserved
S19-linear-luma	linear/luma	1	0	false	Preserved
S19-radial-luma	radial/luma	1	0	false	Preserved
S20-linear-oklch	linear/oklch	1	0	false	Preserved
S20-radial-oklch	radial/oklch	1	0	false	Preserved
S20-linear-hsl	linear/hsl	1	0	false	Preserved
S20-radial-hsl	radial/hsl	1	0	false	Preserved
S20-linear-hsv	linear/hsv	1	0	false	Preserved
S20-radial-hsv	radial/hsv	1	0	false	Preserved
S20-linear-luma	linear/luma	1	0	false	Preserved
S20-radial-luma	radial/luma	1	0	false	Preserved
S21-linear-oklch	linear/oklch	1	0	false	Preserved
S21-radial-oklch	radial/oklch	1	0	false	Preserved
S21-linear-hsl	linear/hsl	1	0	false	Preserved
S21-radial-hsl	radial/hsl	1	0	false	Preserved
S21-linear-hsv	linear/hsv	1	0	false	Preserved
S21-radial-hsv	radial/hsv	1	0	false	Preserved
S21-linear-luma	linear/luma	1	0	false	Preserved
S21-radial-luma	radial/luma	1	0	false	Preserved
S22-linear-oklch	linear/oklch	1	0	false	Preserved
S22-radial-oklch	radial/oklch	1	0	false	Preserved
S22-linear-hsl	linear/hsl	1	0	false	Preserved
S22-radial-hsl	radial/hsl	1	0	false	Preserved
S22-linear-hsv	linear/hsv	1	0	false	Preserved
S22-radial-hsv	radial/hsv	1	0	false	Preserved
S22-linear-luma	linear/luma	1	0	false	Preserved
S22-radial-luma	radial/luma	1	0	false	Preserved
S23-linear-oklch	linear/oklch	1	0	false	Preserved
S23-radial-oklch	radial/oklch	1	0	false	Preserved
S23-linear-hsl	linear/hsl	1	0	false	Preserved
S23-radial-hsl	radial/hsl	1	0	false	Preserved
S23-linear-hsv	linear/hsv	1	0	false	Preserved
S23-radial-hsv	radial/hsv	1	0	false	Preserved
S23-linear-luma	linear/luma	1	0	false	Preserved
S23-radial-luma	radial/luma	1	0	false	Preserved
S24-linear-oklch	linear/oklch	1	0	false	Preserved
S24-radial-oklch	radial/oklch	1	0	false	Preserved
S24-linear-hsl	linear/hsl	1	0	false	Preserved
S24-radial-hsl	radial/hsl	1	0	false	Preserved
S24-linear-hsv	linear/hsv	1	0	false	Preserved
S24-radial-hsv	radial/hsv	1	0	false	Preserved
S24-linear-luma	linear/luma	1	0	false	Preserved
S24-radial-luma	radial/luma	1	0	false	Preserved
