fixture_id	pair	variant_nodes	unresolved	raster_nodes	role_urls	fallback_markers	transform_digest	product	status
S13-linear-oklab	linear/oklab	2	0	0	1	0	e39497076e7c8e098d1cbc919375c172faae12fd12dee9df9c4e1b4f4a519ce9	False	Preserved
S13-radial-oklab	radial/oklab	2	0	0	1	0	e5411127b6bb1a9ec32fcd18124d2a59f726b4a09b555615f44cbcdeba377af5	False	Preserved
S13-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	722aed455d10888dde4cb716e4e639f4463cc99479fcc48c24e39c6e55afe4e0	False	Preserved
S13-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	9d6fea0d8f4aa5cb564327de78419aaaab29c234962314db13e8701c182d3bab	False	Preserved
S14-linear-oklab	linear/oklab	2	0	0	1	0	c89287010554bf8e7ae978e7af6170856e20fce807688a41405ca4952bac38a3	False	Preserved
S14-radial-oklab	radial/oklab	2	0	0	1	0	efda10c690b12479c52d865286f8e0b14827caffd430e526c7fd4836dc59a4d5	False	Preserved
S14-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	34eca650f85070e996a5916410938b44cae22d0967e2e60150dc11603b08af63	False	Preserved
S14-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	33aab1fd85182f070ba87d7b1443d9d8d65efbdc23ebf8f9ccfbc20d903507f6	False	Preserved
S15-linear-oklab	linear/oklab	2	0	0	1	0	48384a8f54cd0b571f85cdb823aa8549e7f98876bc26ddb6920a79244d8f2b8f	False	Preserved
S15-radial-oklab	radial/oklab	2	0	0	1	0	231adce41863578dd85449514a13e4df822af6b736af5a2ec51e24200728381b	False	Preserved
S15-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	0c9232d2fc71f52338e820873de2d1e5dc95ed83e8cf01af20d4dce8fd6e5c7d	False	Preserved
S15-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	99dc9562ac021ea8eeb42272f6128a0c57b477b94a83577f16f5ded95ea18b84	False	Preserved
S16-linear-oklab	linear/oklab	2	0	0	1	0	cd632eada0e9ecac9ae3cf2a4248f62c7d093be8b07aa6b00f39c94449899fb1	False	Preserved
S16-radial-oklab	radial/oklab	2	0	0	1	0	fd112c1b78cc02a3d27e056f63589de88a3f950d91ccf77f098355018b978b6b	False	Preserved
S16-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	63b1b17332250fa463252f1650fa89807b0b623c806c33ff1ccf0a5bbd8bf7e6	False	Preserved
S16-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	6bf4690da718c070edfba533bc9f4158c517990380348770e9a073e8a70cdeb3	False	Preserved
S17-linear-oklab	linear/oklab	2	0	0	1	0	ab96e68aaf1c8d335c7f730ccc169be0d3f0f2e6f4805ab036dadd6df609f76e	False	Preserved
S17-radial-oklab	radial/oklab	2	0	0	1	0	7fa6f0c0f1c2323b54552b8f092ccb58733e3d0f8638b61b84a84ae6cf128ff3	False	Preserved
S17-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	9c09bdcc7117dfeb88df23b317c48f60c92584f82874b63ebde3c07c4ce39c57	False	Preserved
S17-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	644a77cfe6f7601eb90ee700d8b8b863e1618eb94f4d15771891be6f2d3a01ab	False	Preserved
S18-linear-oklab	linear/oklab	2	0	0	1	0	2bbeeef88e22e36fa4178053c8a5c3371a021fe2dc891be93fea8810e67e518d	False	Preserved
S18-radial-oklab	radial/oklab	2	0	0	1	0	b427f0348c68fb30219c5887b397ca84b940d51ab5f599733819746aa4efe3e6	False	Preserved
S18-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	1260f0e8e8bb9aec1539482b186f4f2490a7cc46a4402d9d1f6ed266caac058f	False	Preserved
S18-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	0335a7767f189ae76086ac5d470b0231566a657f9a6eeba9ecdba2411538ad93	False	Preserved
S19-linear-oklab	linear/oklab	2	0	0	1	0	164c87c906facaeaeec2676eca43dc9b401fd25cb6afd3bbc0c5301a1ab23816	False	Preserved
S19-radial-oklab	radial/oklab	2	0	0	1	0	615f8dc30ecfa8a68eb46c1fa30cfbe5deece4cb709fc3803f8f3ef26e90366a	False	Preserved
S19-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	f10f5f90230b8f9a5a8c002f9b3193a7c46b50069debfc8c2a3421ee8d2457a1	False	Preserved
S19-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	aa8c2802260029d7cb5dcf0457571486a8d092cb2ae9a6406ce2515d67c13b8b	False	Preserved
S20-linear-oklab	linear/oklab	2	0	0	1	0	c53f78e86e4a469077fde67e810ffea97352df06b17f608879e4555189b5350c	False	Preserved
S20-radial-oklab	radial/oklab	2	0	0	1	0	dc16427bd4ecc5427ad9021c64595f2220cf265b7d364ff4d876e750c6f3e301	False	Preserved
S20-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	913facb207a47816a96022e1b62925f45fb1ae7f81804d28e1f382bf78be8af6	False	Preserved
S20-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	be0d9e006f5031f955e0a0d0d305d6432e0715b684a98c5c78840b74d2ba0ba8	False	Preserved
S21-linear-oklab	linear/oklab	2	0	0	1	0	e51b3db704c017f033db1f42dc9011acf2f79efbd07507a0183c1ea21fc14de0	False	Preserved
S21-radial-oklab	radial/oklab	2	0	0	1	0	0f1894b7dbceeff52a2f4e076409be5864de0453f45b967ae2495a0dcb178a3e	False	Preserved
S21-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	fa48188740196448a3d26e80e3eebeb8f23a2a2235ce1555b7c95a23688f92b4	False	Preserved
S21-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	3b92cd60f0254c4e420e84ebadc52d0c4815ce7ecfc7389bfc581d61f00df3fe	False	Preserved
S22-linear-oklab	linear/oklab	2	0	0	1	0	3ca612a7e5024b699680d00d90620c64da80bef45ebe977e3e5ecd5845cc404a	False	Preserved
S22-radial-oklab	radial/oklab	2	0	0	1	0	028dade5ed8f6e7c226637fac014ee1955fe9298f03daffa7a9c190f82d6ce1e	False	Preserved
S22-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	4593919973a65edb82fa0f9bac8d4c43bb0cd25baadc6e21ddb6f2861263513a	False	Preserved
S22-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	af841e7b6fb00feba362689ef452a247d2c0591262e038f121e8d583ef2fe043	False	Preserved
S23-linear-oklab	linear/oklab	2	0	0	1	0	b15dd79804bdd5acd5018439043fa27601696eb135df31c020ada5eb71dd61ec	False	Preserved
S23-radial-oklab	radial/oklab	2	0	0	1	0	870ed5f0e660d75127862161be436a992ee16f0112da0a74351d6c01a6d4539d	False	Preserved
S23-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	86c5046ae2ddfcf2333c7ae597afe4a7ae303526e2d2dcae5215d4270746e5ad	False	Preserved
S23-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	35d01adbb653772e79d1bbc9d1f3ac13111d2c47f9c9798defab2931f955ce07	False	Preserved
S24-linear-oklab	linear/oklab	2	0	0	1	0	33a7210408e0d02c03a83310b6f591317166a600a2e73312e8a336fab84d1810	False	Preserved
S24-radial-oklab	radial/oklab	2	0	0	1	0	b83388262dbf9243c649e92307bca3ef100dadebe753b44eec00c227a733c3b8	False	Preserved
S24-linear-linear-rgb	linear/linear-rgb	2	0	0	1	0	4e775bf71f374431e0a2ed004c7bf79f574c4b66ae5d1c0ab8ee1d7b5204e653	False	Preserved
S24-radial-linear-rgb	radial/linear-rgb	2	0	0	1	0	7656099002a19aa04c515bf26b43082dc5d9cea5258716a1556a938901135829	False	Preserved
