probe_id	side	binary	command_sha256	declared_reads	status
P008	plus	target/debug/typst	d3105c3b43cfc930e55b569720f31baf14d40b838a071d8823a0b10fed911d53	/tmp/p1231-isolation/oracles/fixtures/regression-linear-linear-rgb-two-wide-stroke.typ;target/debug/typst	0
P009	minus	/usr/local/bin/typst	9f807133ad853ee239c445a98d98bce07e3e62109315d9db9c27a133b5ab88d0	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P009	minus	target/debug/typst	08e03a298a9929c159be30f1bb95609c8c0a3d674124352172a441c950dacf36	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;target/debug/typst	0
P009	exact	/usr/local/bin/typst	9f807133ad853ee239c445a98d98bce07e3e62109315d9db9c27a133b5ab88d0	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P009	exact	target/debug/typst	08e03a298a9929c159be30f1bb95609c8c0a3d674124352172a441c950dacf36	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;target/debug/typst	0
P009	plus	/usr/local/bin/typst	6c32de84395484be30b748aff76481ffdf467fde70039323bdb84888cf18bb0a	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P009	plus	target/debug/typst	16b6bca39bd4e3e6589d8b330eed9e8ada7e779c3392d7cb617b0d97b4ce1c8e	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;target/debug/typst	0
P010	minus	/usr/local/bin/typst	9f807133ad853ee239c445a98d98bce07e3e62109315d9db9c27a133b5ab88d0	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P010	minus	target/debug/typst	08e03a298a9929c159be30f1bb95609c8c0a3d674124352172a441c950dacf36	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;target/debug/typst	0
P010	exact	/usr/local/bin/typst	9f807133ad853ee239c445a98d98bce07e3e62109315d9db9c27a133b5ab88d0	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P010	exact	target/debug/typst	08e03a298a9929c159be30f1bb95609c8c0a3d674124352172a441c950dacf36	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;target/debug/typst	0
P010	plus	/usr/local/bin/typst	6c32de84395484be30b748aff76481ffdf467fde70039323bdb84888cf18bb0a	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P010	plus	target/debug/typst	16b6bca39bd4e3e6589d8b330eed9e8ada7e779c3392d7cb617b0d97b4ce1c8e	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-first-square-fill.typ;target/debug/typst	0
P011	minus	/usr/local/bin/typst	7d8d6cd2a7cd7fb90713edb16c650ce54e9119f73c6215cb8c093c6074d882ec	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P011	minus	target/debug/typst	479aac361040711fec985a82037f03be48149e81aa2bf0bc041a649c86ac2602	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;target/debug/typst	0
P011	exact	/usr/local/bin/typst	9cecc9e7139fc35f3e2ad3f883522221ab8f9d67773fc4ba3daa8a4e37f49d16	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P011	exact	target/debug/typst	30605f20662cb64597c508cda72f5fd36f0f78ce30e4364ddbef10682e4b52ee	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;target/debug/typst	0
P011	plus	/usr/local/bin/typst	9cecc9e7139fc35f3e2ad3f883522221ab8f9d67773fc4ba3daa8a4e37f49d16	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P011	plus	target/debug/typst	30605f20662cb64597c508cda72f5fd36f0f78ce30e4364ddbef10682e4b52ee	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;target/debug/typst	0
P012	minus	/usr/local/bin/typst	7d8d6cd2a7cd7fb90713edb16c650ce54e9119f73c6215cb8c093c6074d882ec	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P012	minus	target/debug/typst	479aac361040711fec985a82037f03be48149e81aa2bf0bc041a649c86ac2602	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;target/debug/typst	0
P012	exact	/usr/local/bin/typst	9cecc9e7139fc35f3e2ad3f883522221ab8f9d67773fc4ba3daa8a4e37f49d16	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P012	exact	target/debug/typst	30605f20662cb64597c508cda72f5fd36f0f78ce30e4364ddbef10682e4b52ee	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;target/debug/typst	0
P012	plus	/usr/local/bin/typst	9cecc9e7139fc35f3e2ad3f883522221ab8f9d67773fc4ba3daa8a4e37f49d16	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P012	plus	target/debug/typst	30605f20662cb64597c508cda72f5fd36f0f78ce30e4364ddbef10682e4b52ee	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-last-tall-fill.typ;target/debug/typst	0
P013	minus	/usr/local/bin/typst	c03db992a10f1f2d45506a6bc722cc8b6cf923597a059f30e31467ad73d81b8e	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P013	minus	target/debug/typst	7ec3f85eb7eaa1b01dd48f7004a84e6720e5fc781de17b9b4b77fd02aa68ceb7	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;target/debug/typst	0
P013	exact	/usr/local/bin/typst	6b9af4aeecbb327bb79145a938b6184424c06289bf858b6d0a96f38666111ed4	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P013	exact	target/debug/typst	7bb5050e1b36ccd669ad2e9cadc7360bf7cc63cdb80b84871af24f457ee8a9e0	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;target/debug/typst	0
P013	plus	/usr/local/bin/typst	478d3337b4b9543deec4f1ab8a5f92dea403731dd8c5036a74d80668b5d171e6	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P013	plus	target/debug/typst	0d71acc2b2454b7ec106d6ee1ba9144a276e9f440b7e6af6f0e9b157939483ac	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;target/debug/typst	0
P014	minus	/usr/local/bin/typst	c03db992a10f1f2d45506a6bc722cc8b6cf923597a059f30e31467ad73d81b8e	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P014	minus	target/debug/typst	7ec3f85eb7eaa1b01dd48f7004a84e6720e5fc781de17b9b4b77fd02aa68ceb7	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;target/debug/typst	0
P014	exact	/usr/local/bin/typst	6b9af4aeecbb327bb79145a938b6184424c06289bf858b6d0a96f38666111ed4	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P014	exact	target/debug/typst	7bb5050e1b36ccd669ad2e9cadc7360bf7cc63cdb80b84871af24f457ee8a9e0	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;target/debug/typst	0
P014	plus	/usr/local/bin/typst	478d3337b4b9543deec4f1ab8a5f92dea403731dd8c5036a74d80668b5d171e6	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P014	plus	target/debug/typst	0d71acc2b2454b7ec106d6ee1ba9144a276e9f440b7e6af6f0e9b157939483ac	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-alpha-mid-wide-stroke.typ;target/debug/typst	0
P015	minus	/usr/local/bin/typst	ddcef45c344b4f2d358e0a79577b599f093b4b2eeb32aebdfeb99791f2a81469	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;/usr/local/bin/typst	0
P015	minus	target/debug/typst	149a3a1671e504f9cac3effdd798932e463209f3c87d207f0fe116ac359a16fd	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;target/debug/typst	0
P015	exact	/usr/local/bin/typst	0dce75ff441b300c5172a6ba77430d9eb92af253d5dab0a0310804996115af58	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;/usr/local/bin/typst	0
P015	exact	target/debug/typst	d91b1565c26a0a7cba824d3df487a2bb1ce504f10b81158d656d2db98824ca6a	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;target/debug/typst	0
P015	plus	/usr/local/bin/typst	f33ef86388b00153c8966ea237c8d2aa07cca14af1024f48d9ae531d130bf4f3	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;/usr/local/bin/typst	0
P015	plus	target/debug/typst	47d2023104f8d011b1a76164e3b4e399f43d44660a439c417e36fd8763e473bf	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;target/debug/typst	0
P016	minus	/usr/local/bin/typst	c1303f4745c964bb896c61eb8d5f12959fda2391ab2dfb5442974f17c537f6fc	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;/usr/local/bin/typst	0
P016	minus	target/debug/typst	36dc59d0744066faec8ad9daabae0981caa3d86590f4bfbc72bfd4db9b7bd02a	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;target/debug/typst	0
P016	exact	/usr/local/bin/typst	eee232281dfabb644166a8430ee5e0c5331e7a26e748aa92a5121abdbfd1144a	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;/usr/local/bin/typst	0
P016	exact	target/debug/typst	c56ad47a828d6037cf87bfef37a5cac40f83ea785ed89f02ba386e56fa23fa10	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;target/debug/typst	0
P016	plus	/usr/local/bin/typst	75ac857a3025cfed9a3ae3d6a0acb2a0f1018f20e58b7de8688d3e88aed8877e	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;/usr/local/bin/typst	0
P016	plus	target/debug/typst	657567c00b1264c15877c0f4735a30f908a23055118c8a5b2ddc6c874085cdc7	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-base-square-fill.typ;target/debug/typst	0
P017	minus	/usr/local/bin/typst	5da71af0ab5e2f2cf5b36ed7c2bfbbd765d9292413c009503abb12d1d5918a5b	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;/usr/local/bin/typst	0
P017	minus	target/debug/typst	f50c996ac8d6f12fb419ecc7fd91d66bb0959e34fc36ce7648d6c16e8102f649	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;target/debug/typst	0
P017	exact	/usr/local/bin/typst	48b920834544fbfade1e2aaff54ff05d6cd54056b4ade43ce91008b2c58a5c6f	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;/usr/local/bin/typst	0
P017	exact	target/debug/typst	d425fbf23036b5157bca81612d1c0c6c3d46699370bb666072802bb377a68a02	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;target/debug/typst	0
P017	plus	/usr/local/bin/typst	1f14aa52af31d9f49abee9f62e4d1061c217e6ed1d1415a276ed2944ce7203aa	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;/usr/local/bin/typst	0
P017	plus	target/debug/typst	e65c9e5dbb76d14dc1fc16e991ebadef56311df853a191ee776d6dad46335c04	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;target/debug/typst	0
P018	minus	/usr/local/bin/typst	339a00d71f68b40d4628f3ce0109936692b458392617e29c63abe35480160900	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;/usr/local/bin/typst	0
P018	minus	target/debug/typst	ef758a7919ef084a00d5f8a28bb2a53a4f111351d9a49be841cb7672e41c12d7	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;target/debug/typst	0
P018	exact	/usr/local/bin/typst	a59935cddd547560e1f149d021363bda1e3314d0185bdd313a721c275b2d16d1	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;/usr/local/bin/typst	0
P018	exact	target/debug/typst	2e9384e0c778b7f9a762db62bb66c08a10bea8c8f8f75b974f430fdc6e77a6a4	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;target/debug/typst	0
P018	plus	/usr/local/bin/typst	ef386e40c06204cec70d3644647de77c0f1108cb67ce4d37c3115dd2559516b3	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;/usr/local/bin/typst	0
P018	plus	target/debug/typst	5087e552e985477a8a36b28a2e12db070aa1b32ed6605d995c1caf40f320be61	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-coincident-tall-fill.typ;target/debug/typst	0
P019	minus	/usr/local/bin/typst	3461d89fc839116d4ef245182b76cad1c7b79ac5edc4d90b63152b512f4fbd79	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;/usr/local/bin/typst	0
P019	minus	target/debug/typst	75602bce07bf0f56b4ecb20a7b7b88be8f9fa0bba17e549eb778b0ec284febee	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;target/debug/typst	0
P019	exact	/usr/local/bin/typst	d11f6edc7680706c0c6e98413678ba11022bd163428c40641ac093271eae21e1	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;/usr/local/bin/typst	0
P019	exact	target/debug/typst	0aa19d9d02286fbe1c3d0a9142f6d5df26d73c0b76eafbbd5a541eb0c2e7bb4c	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;target/debug/typst	0
P019	plus	/usr/local/bin/typst	bf05393c925201b81dc100130053665bccec4c5d03831abf7141c6da9dc14114	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;/usr/local/bin/typst	0
P019	plus	target/debug/typst	951e2d61dcd55be1400f4d49d81ed46cf5e2708da670202aa19a215aab241303	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;target/debug/typst	0
P020	minus	/usr/local/bin/typst	3461d89fc839116d4ef245182b76cad1c7b79ac5edc4d90b63152b512f4fbd79	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;/usr/local/bin/typst	0
P020	minus	target/debug/typst	75602bce07bf0f56b4ecb20a7b7b88be8f9fa0bba17e549eb778b0ec284febee	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;target/debug/typst	0
P020	exact	/usr/local/bin/typst	d11f6edc7680706c0c6e98413678ba11022bd163428c40641ac093271eae21e1	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;/usr/local/bin/typst	0
P020	exact	target/debug/typst	0aa19d9d02286fbe1c3d0a9142f6d5df26d73c0b76eafbbd5a541eb0c2e7bb4c	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;target/debug/typst	0
