path	sha256	access	attestation
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0051-flags-funcionais.md	1ff0266659fdbe874682bbc67dccbce9e9eb22df5298bc7abc799052921318b5	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0052-lang-tipo-semantico.md	c576f7898150751f0c5a3813a1ecacbec846fc5450a8f8af49b6c771798d95a2	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0053-font-tipo-composto.md	6db8bd62abb5db06225df828e556a5b4d0877172b26d32f6a8f993c83f26b450	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0054-criterio-fecho-debt-1.md	1632feb2d8985d3318931c04ce259b31f4b838cbfaa3ac4b8ae6ed74fc125e45	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0055-font-consumer-cidfont.md	1b2dec972335c97b04f8481686624fd6ca0c097e859c1c3c87f3f1535536e8fa	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0057-lang-hyphenation.md	7ee98c0c243fd2ddfc090ada4cf3d50c5aebc6fe1abc4e42d2d6b5a72bfd7646	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0058-value-type-simplificado.md	4e1d457825e0942c90c20b2b09f8ff7983e7a7dc6db261fb5673fb65b39566f2	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0059-args-tipo-separado.md	4755c018502cde2437ab55a67ab8a82a79f135d525737af695f1a48a111ff7e1	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0060-model-structural-roadmap.md	b910fd49e279cfe5362bf3cdb5b18b172558bcebcdadc0f8ca851fe378559dfb	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0061-layout-fase-x-roadmap.md	cf2eb09dc22d3be0fc161bd5a501fd16016568e32d9c1bdcd7d1eb493ab3ee68	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0062-hayagriva-bibliography-parsing.md	4ba9bd472680e328c1ea796a1b5d9eb550b8f3be4dfe4bc337215b8223e29261	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0064-smart-para-option-default.md	da8946aa9145c48cd9000380de83767feb1de56e455d9807feeaa0c533a37397	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0065-inventariar-primeiro.md	e8b7ef8b564524938be90cee15a61b6920eb780406d863e4360cb383142e34fd	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0066-introspection-runtime-adiada.md	292546642213a3c7e26453892418ba295e804a7044c269c9c55f18d62f646b3a	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0067-attribute-grammar-scoping.md	c6af3a976aa2ae7495ec7265cdff577cb36d75462e1220418200e9a4fe620918	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0068-location-aware-layouter.md	e5df7708d0a333879e6cec0130794cae6811e387ab9bd56f56b690104e80c0f1	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0069-post-recursion-tag-emission.md	1cbd1cb2ded7e3284b8f8d68da5caa996ed79bf69bb18038f84a9f53139eeb58	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0070-eliminacao-counter-state-legacy.md	f0c7c9c1e981fe8414d0883f6dafe6d41946223f0aa7fe6c71a7a8c727e0a70b	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0071-walk-pipeline-redesign.md	ae23e7a9df9630b66c9628de15d05f2141ab6a26c09d686c97197988d87f83ad	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0072-m7-fixpoint-runtime-fechado.md	539319fde09cdda84d33ebaaa0bfe5b4ce9e298ae5366b452e4ac7dcda831167	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0073-comemo-introspector.md	7f6cb003f84d3cae552dfa2b3195b1ad5cc788b78904ea7b5e05e31db0279af7	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0074-f3-layouter-substores-trackable.md	7fba4f263ddf025f4c11ac89420e3a62ab247b3d1cee2b996778f27fb3638b21	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0075-vanilla-integration.md	068b633c27aad5e9c411322fd05e705baec4c5d158eaca6803e1e44a8b26e95c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0076-introspector-completion.md	43ff4473f3e05cfea73ae9f6a8f36aff1de66e0f97362d08d5c201c6ecf9d1d0	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0077-regex-l1.md	dbe5d17871fc5a1a4b3e0980e841f52b538e577c684eb0d53399d1acb00fc69b	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0078-column-flow-algorithm.md	c998e85346d4d697a466a675456bf71525f11c7d3340039c7eeaf5c97ef5e8be	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0079-layout-fase-5-roadmap.md	22f64a167f7e90182f044c70e53c29695cc519396f9304947466f5b9ebe7ced8	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0080-l0-minimal-para-refactors.md	0d2239c6479a88482112d1e48524f7ddb0220e7234aa034ee0a837cea19bca3c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0081-m7-plus-pipeline-restructuring-scope.md	5aea61e8c564af1825fae86f5cc7c9fca5ddf4fbcbea56418fe79abc1ce50ea7	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0082-promocoes-reais-scope-outs-graded.md	330c9c50bcea518ed61cd0ea8f61319af44bd620cbccae9ace1cfb0e9f314f04	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0083-color-paridade-vanilla-com-subset-materializado.md	79d3119e8eacd27c280c5fda05efe2122d80740420df5aa49443a43a20342bb6	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0084-auditoria-condicional.md	7e4ffcd48cb9acda759e3838acf53ff4f4fb43219f8b0bf76188ee8c8bbe5b56	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0085-diagnostico-imutavel.md	cdc1504693671e90395164ebb38686c7924eb44caf85f92cf26b93df4ea5ad0b	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0086-paint-wrapper-solid-only.md	a64881b1384ff0e9303222580eb27779787c6d7c94a607996fbceecd70194562	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0087-gradient-linear-only.md	f251b1b06e4df8e2b7f55cc490e74759bb3c06c7bdc668fc7d7580692a848a85	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0088-gradient-radial-only.md	c34682b8b0adc7fd488185ae1196f6d055b9769a5f2952c0802801fbc6cb8a71	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0089-gradient-conic-only.md	baa612841e0c0a9743a09bf056f15e400c2de2cb7c872502c08e8f9baf744aaa	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0090-gradient-conic-strategy-type-4-vs-type-1.md	eddabc867d4a216f2d5f2afff0ea3a709ca15cc89ccbb82f883fd259a6c4fdb5	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0091-gradient-space-runtime-and-cmyk-strategy.md	10fe4c2826b30f6bc4d70f52b65b02469cd9dfcb5437654bbad1fce755a097e2	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0092-conic-coons-patches-rgb-cmyk.md	945377cd8326fa1a1cff135d9c64855073297ab20dac0ffbe6aeb5e2931e510e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0093-meta-metodologia-evolucao-adrs.md	ed302e6219e6d9adb403566cacbe45eb2b2c6a941830a82c8099564f7ae80be5	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0094-meta-operacional-specs.md	07af75a6b6cc389af27e0662b36bb38faa378d43f834a044c390e41b60b7f904	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0095-dedup-arc-as-ptr-resources.md	e4865d0bb8cf77e2e8f2b088f3c7d38c2248467c055d6250461be789df7a3feb	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0096-pattern-debt-37-campo-layouter-consumer-pending.md	45f5601dabcd7b9efea31bdcda1e70579fb5c7b71794252f656d433a5b1eb53e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0097-scope-out-reconfirmado-por-fase-a.md	337d7a7e9b5e00e190907aaaa59a5d853b63be45f72ccae8c33bf6b64ead517c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0098-single-source-of-truth-invariante-anti-bug.md	a208cdc3e47d5900d7ad1abca3c38a2b368b04d1909ce90d1ffe0bb96a2331b1	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0099-activacao-posterior-feature-graded.md	591a8d158a20adb729c49ef48546223a1e34a1d809fc66353b1e942bdefbe5a1	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0100-coesao-por-dominio-l3.md	f64cefcf789082c95fd7e510c7ea8731430fb8dd6f5d8f71468fc6d5a6b24938	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0101-ieee754-restricao-stdlib.md	a98c777bd1b666292bd8adebd27bb47530cf6900f3260bd55e9cb8efa238f349	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0102-math-style-mechanism.md	b6271131089e3ae3837831efa37719240896e6069c5dacb9126763d84de1a751	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0103-math-style-composition.md	dfd42e3590cca99624a209040de3779fe3c329a1359a604e5d8e02df187de69f	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0104-atomicidade-para-agentes.md	bc8dbdf74b39db3f979da719436c4603eaab89ea8432054c80c52638b3fb37d9	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0105-modelo-elemento-d-agora-f-destino.md	a240b51ad3ea6dce77fdb9e9d3fc3de516598c0fd16ba7e611e8e5d2603c039c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0106-fronteira-de-extensao-e1.md	255ef37ccc0acd8f95ba7d38afdd941152fc92d940a37471cdffd81d99f4891e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0107-paridade-linguagem-nao-mecanica.md	e680d22bbf4486cf93f5bfb4ec85f4ae965e6db788c2a18c48f3be000029d49d	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0108-disciplina-anti-deriva.md	31daec5ae9e84cb5bbdcb806e9a2b6cb9160b7e90519df53e6e0bd8809076405	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0109-atomizacao.md	0cbd3049418073e9b8efd0be1a19030c9ecde905a25ebf3d20922e3cef02676e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0110-marcador-vanilla.md	fa69c001eae0e327fa58986864ba91a8d55dfb57d36ab8e62b720a733423cf7b	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0111-crates-parsing-loading.md	9c31c57e8f58cf5c86d0bdee5f71db82b78c4d3667180e6ff01dba3a0f972470	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0112-rust-decimal-l1.md	32d78e4e58bb6b01b83c35d353bff3edd24549e0c1b20d171b7396f101dc11bc	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0113-stub-transparente-vs-fallback-software.md	39d7c6be82a4bd8ba1287cddf6c77fca867255e52f8aea24414c0e9e587dcff9	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0114-sonda-antes-da-spec.md	edf031b419c68670afd16cd249687b2877771413f63e546944f232245113d894	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0115-infra-benchmark-scanner.md	095c4f27e6561cfa27d94b8ff9371f2e72133578cd87a8fc560a234f4e72de5b	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0116-excecao-get-unchecked-scanner.md	dfac81910f3279ddcc57cf8a4539275d050a4c13f4b1be91956e3818a6bc7b0d	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0117-sonda-a0-mecanismo.md	dba5b947687a176a9ea1f1a905eb50a7ab8388566013a8f710eb664b5afe8f6a	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0118-runtime-state-context.md	46e81f9a30a0fcc36356fffbaebdb93b1fb714746d5fc263ff1ceedbc0cbbde1	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0119-disciplina-verificacao.md	d15068e21b729392b8d95e18000e31b1c62958f037b714e7dc64fb4c921e56e2	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0120-textshaped-rustybuzz.md	e8539b4f8c69d9750e196548c58311003275a48499ef7c52d173f0d79919ccde	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0121-proveniencia-medicao.md	00be2575c57efb572b7935ab0ae9da80d62e66c8739bffbb17994b2f7a50d5ef	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0122-paridade-defeitos-testes.md	e4ab43919aee47167a70d6e8558b3af2fdaddd9c7f1110c7b16d748ed979874f	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0123-geometria-tipografica.md	5b6fa07e62008f3933f42dec9fc3248b91a5fa49a65148f9d75cf2b97de723ed	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0124-checklist-sublayouts.md	50a398ef86c81a81b7202d4e8ae1f117e989fc635481caac8bbaddc8fe57d7ce	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0125-implementacao-vs-linguagem.md	50cdb52ebd161b0eed8042d279ad9f7a7308f40ecce3da921a9e36b041b259de	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0126-modo-verboso-primeiro.md	bf51e8bf5aabf16d36a08ce52a4ea394b8a57311e4284983e98bb815e3fc479d	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0127-gate-l0-paragem-vs-fluxo.md	5e8581b5f9ebb0798d4213e59e39ee8dfcd4f41b34d4ca639b00b1f287699ad9	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0128-html-target-semantico.md	917c671f03be9637aae8c3c8556ab21558a78a5a61842a49e4c8b59605bc274e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0129-nucleos-tekt-l0-compartilhado.md	64756b81ce58ca62e1a166b3776303759bc7af507a1c97a4e3ad91a8dc5b906e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/adr/typst-adr-0130-referencias-canonicas-l0.md	b6d0fe48e525e3cc695110c9c8480087b865425f9653a37d0ce8fb0783dd60c2	authorized-content	processual-only
