fixture_id	pair	mesh	V_color_max	V_color_p95	V_alpha_max	V_alpha_p95	source_sha256	vanilla_svg_sha256	mask_sha256	classification
S02-linear-hsl	linear/hsl	8192	0.007097214330532718	0.00252305257360051	0.0	0.0	93bc22cc0ada684ac07c3edf827696b0648a2b2b4bf82eb092dbe39ca7623e45	22de647c9d3a85b2a65ed4a35af6fbde3fc3484ac36282d965f10a55fb244d9d	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	VanillaBaselineSealed
S02-radial-hsl	radial/hsl	8192	0.007097214330532718	0.00252305257360051	0.0	0.0	9515f4bdd7c37b5e231f6826db359a80c76e8c6329bb882d4bb8d32634bd013f	e4c61ccde7adfc2b62b489eb3a30ff4430db34183ce8522d5faa4245940fdac4	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	VanillaBaselineSealed
S02-linear-hsv	linear/hsv	8192	0.005393711485104373	0.0024661238255007023	0.0	0.0	6cd5c492ab728288491656c64db09105976d8ca18c44c8ecd6b4cd4b832153fd	4ae773afb16652fc2db2adbcdb20c471009a454afcbbb015628c66f1f2734b44	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	VanillaBaselineSealed
S02-radial-hsv	radial/hsv	8192	0.005393711485104373	0.0024661238255007023	0.0	0.0	85f2235d7d21df690519aae11532d7be2040082601951ee97957ec7493f0a706	7f07ef3cf46340aa9e43086c8d1bdd8677de8a75b1b47ed7c8c27523e9a3eec0	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	VanillaBaselineSealed
S02-linear-luma	linear/luma	8192	0.001310739836001295	0.0012594000500636207	0.0	0.0	64a907273d6e3bd4ee1b13bf5efead701f6b3ced4e4cd82af3d0afd7616caf32	b7d1f107fe66d4502aec002316d5eb5cae4480c1ffe9d205d2c33db875558744	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	VanillaBaselineSealed
S02-radial-luma	radial/luma	8192	0.001310739836001295	0.0012594000500636207	0.0	0.0	9751ddb00a2775115c0cddb5eab79a10cf7e43f45adbf7d22d9f71d85f3ec3f1	d40518e9b38faa9ade6e48a6c782ea9a0b5db4ec32ae5455de279f1f0bd153c1	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	VanillaBaselineSealed
S03-linear-oklch	linear/oklch	8192	0.0516834528259175	0.002693688908677753	0.0024418849571077317	0.0	3e4b4c5208e0f68da35dd6f4094a61f4a84ad5003b7024d339a212ba13300c37	8d972f34ea67a1fba8d1a5b34a374f026b8782008c3329bc4bb09cd534f93df4	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S03-radial-oklch	radial/oklch	8192	0.0516834528259175	0.002693688908677753	0.0024418849571077317	0.0	b534745e9e61eefa47f9e54835be77bea515f46a0ebfdc40dd8513cfa0617d05	ba0c651f06196d92e11c4e0b700a42b78d30b31b7b224297b3136f6c3ad8dd7f	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S03-linear-hsl	linear/hsl	8192	0.014178780441410464	0.0024644461347353595	0.0024295010123613903	0.0	2e216e5bfe430b24ddfeacefb1dc3184afd00296aa07e668ee381a0b039fdd93	9fd70790a7355cf066189e1a9099e7d872efb8e2f5b4604e39581fdff6e7554a	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S03-radial-hsl	radial/hsl	8192	0.014178780441410464	0.0024644461347353595	0.0024295010123613903	0.0	50d4b8710029b543b34fbe133ad522cbdd24f5dca10dcaeb0a9837c3cb809361	edac2b679c6acf110d271b9d5e1ab12efee872fb072bcf973762429008322e3e	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S03-linear-hsv	linear/hsv	8192	0.014178780441410464	0.002294564092330697	0.0024295010123613903	0.0	73ec85e8ec9079662092acc049e2f2f0135d8e952519b24c1715a12364658dc8	686950cbc9723ee006e34e5d8ffea7f25f76d79e2ca850d5eee59dc8ea03caca	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S03-radial-hsv	radial/hsv	8192	0.014178780441410464	0.002294564092330697	0.0024295010123613903	0.0	21eb04edf7c8c1378157e2672f0de5acdfea7cf2db674243c2e9d7f1ee2bea6c	8cb3fee99f483ef448ce0a248f31b06ea27cf93835209266df920f57e347554f	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S03-linear-luma	linear/luma	8192	0.002124662418576341	0.0018490640563783103	0.0	0.0	40826fc8fd87a5517e86d8e4de5fc40387249e192485b8a11c8021d77d02fae4	b58cfae7a3965237570bc9da15d0ecb5425198d3183288dda293a56ff6240da4	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S03-radial-luma	radial/luma	8192	0.002124662418576341	0.0018490640563783103	0.0	0.0	49804e07aff70027b304f7522000d2e7d265649fc8f5a97248284686e50f16fe	ac102c84584fbd6f2fa889749d6bc3c5064caed0f0286a3312bf86866e28e32a	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	VanillaBaselineSealed
S04-linear-oklch	linear/oklch	8192	0.04544151647219427	0.002593250754008261	0.003842836465589472	0.0017095301482462077	2509ffd49d2d294c9a7de48ebc32752a5221e93e683f1b43b603eddf5769166b	754ea83b5b624a13df79e83d0fe415863874c7d6db5f2b410dfcc3972db4a526	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S04-radial-oklch	radial/oklch	8192	0.04544151647219427	0.002593250754008261	0.003842836465589472	0.0017095301482462077	8079d3479d54da98ad0c3a457cdde82c4af0b8bb090889db329f1a96e47f103d	e689e97680ea5345faa81577174272bdfb68a2508e0b9c0bfc4391d1561057de	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S04-linear-hsl	linear/hsl	8192	0.008152337357758058	0.002549997006888981	0.002871897669399437	0.0015994468086253377	3c2cd355f0fc781be34281968ce053147922a5a79fc366c96b5061464d34c40c	afb3b90b5e318a32df29b7cf020860f5c8252d4d8dbbe8e94232034d76d24770	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S04-radial-hsl	radial/hsl	8192	0.008152337357758058	0.002549997006888981	0.002871897669399437	0.0015994468086253377	2ec386b1cd13c12f19f861ecbb4209fb910df5b2fa3824df1a7ac4562f87c2d8	a8ea964f66542dc7b9fb14d1f4d0a851ab9cd42ab426d50e6c07244b01194f4e	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S04-linear-hsv	linear/hsv	8192	0.007332898305897985	0.0023377446499011426	0.002871897669399437	0.0015994468086253377	814669e0583d814127197b774ce3cedae2a36126c9f57a0fcc3276685df4ac86	f946359e3b148fadd551b5831289c91e63f0cb03dd0f6c3fa4c1c0e1657b8952	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S04-radial-hsv	radial/hsv	8192	0.007332898305897985	0.0023377446499011426	0.002871897669399437	0.0015994468086253377	99377a17f46ab98bf95fd578f8a12a18bd4cb200097e7070129f93d6d0bfc445	b55dcd2532f2283ae938aa57b415b9ca502a423521f0f6dba6ae7ee8c8691899	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S04-linear-luma	linear/luma	8192	0.004382346950573495	0.0018874428031976625	0.0	0.0	c794905dc3d3e9a9665ac1aa1bcb70e730f93b5451da54f8d4903e28e3890023	45b6da54fe02db05a8bb5d165260b63135f24cc326eb32798037f51570888952	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S04-radial-luma	radial/luma	8192	0.004382346950573495	0.0018874428031976625	0.0	0.0	7608f9925c8b290b5800200add13dd92e513863e5a0948c234243368cf27cd0e	29e80908886113db0a4f676c2f81b59603f2c9910f2eb4c113bbd23cb3c5b465	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	VanillaBaselineSealed
S05-linear-oklch	linear/oklch	8192	0.045889042675733675	0.0027224680043586207	0.003831313925811486	0.0017396506475133577	d2cefb40737f5f86d3812c70f1c4c906861b7b3fcb3692810cf1881c2ad73886	3ce3caa62c64bd9653d83f0805ce3831c02144b129da765309a8f52b3cbf490d	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S05-radial-oklch	radial/oklch	8192	0.045889042675733675	0.0027224680043586207	0.003831313925811486	0.0017396506475133577	eb7e6ea1fe7352123cfb63a43966042f6e1cf58124703a59e01cbe4faa7be754	3e20d65f64bc11781d937ead39d6568e1cc8bdae588d2e94af583009a4f5bacd	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S05-linear-hsl	linear/hsl	8192	0.011845151704219618	0.0026632760943789127	0.003830340730042625	0.0017089311853213385	ac919f26de7c3f5f588eef9789ab7809d1de5da7150cec04503dfe9602e6f74e	b8acba13cf132b4be3741cb27e759e55cf73f957eb9b44a74830e3a9c1a85b80	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S05-radial-hsl	radial/hsl	8192	0.011845151704219618	0.0026632760943789127	0.003830340730042625	0.0017089311853213385	2f7c4c6484d35d4230808961cc18118ac392a90034311508cbd75e9ff837e398	e18f6760aa56c382651366950cf956f1d89133a7a7fef002028cdfbcfcc124ba	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S05-linear-hsv	linear/hsv	8192	0.011845151704219618	0.0025074461549277095	0.003830340730042625	0.0017089311853213385	94717c8289c1c5d25a1b862e2e102c95fe59428a3fff5201b6a60f838c507dc8	6c0e9a511ce1efe56664bf5d5f23a8af87807a030766f3730efd7126532ab3d7	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S05-radial-hsv	radial/hsv	8192	0.011845151704219618	0.0025074461549277095	0.003830340730042625	0.0017089311853213385	fd8b56b3b81704e045e6c14fb7a1c9237ebb771e717f4aa91712f96808c189b8	41a026f5f05d7ce6c68214534fe5a4953334c7fa9c3e796c098499b63ccf94a7	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S05-linear-luma	linear/luma	8192	0.0032102722069830524	0.002403822852998738	0.0	0.0	d9fd9fbfee38b30f4741ea89d915baee00aca066aae7812048387ee79c36642d	bce53d72fcaba5bd65344e82404ec380c3cfc4548db7c16e4dce173f112051aa	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S05-radial-luma	radial/luma	8192	0.0032102722069830524	0.002403822852998738	0.0	0.0	4a6851e8fe806ed38cbde165fd6d86662e39ba1da5bda4e33c85573be799d7a8	65300d90728717604fb849f7d63342e05519771974dbe6d664038e629c91a045	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	VanillaBaselineSealed
S06-linear-oklch	linear/oklch	8192	0.055484727138023465	0.003592484514311737	0.0	0.0	b73f97edfb0ca075d0b4c197632af1a602635376a46722bb94def7366f1088fb	f21fee806092caff37cad34b104966e831b9109aba7f5357853fda373d4cb607	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S06-radial-oklch	radial/oklch	8192	0.055484727138023465	0.003592484514311737	0.0	0.0	b623674b75d86f54e67f797c195442bb4ee4eaff32c533c0124180964607ed80	9590a3c89fa82e23e946153ca1394b11838d51b34510974f319ea5da12962abf	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S06-linear-hsl	linear/hsl	8192	0.008834569341935529	0.0028139001853016055	0.0	0.0	85d0b30d17a8ba7313b8d29daaa8b5e20b06d93d3f4fff17b289d2f734f1cd71	31613bc108ae31971c6cbb42f2b2632c32d992fbe11828060ead8d3f6556fadd	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S06-radial-hsl	radial/hsl	8192	0.008834569341935529	0.0028139001853016055	0.0	0.0	da051bb32d9acffa58165d824d990c1de80307029ecd6ec30b94ef5ed3d36de6	59728ea224df90cc42aa9d06894cc29278b54bcfee554097048727b77fa04c46	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S06-linear-hsv	linear/hsv	8192	0.008834569341935529	0.002822764610161706	0.0	0.0	61e4f16e630a64248d49942c0aeaf6ddcb9652ef2160075545d3519b1f865bdc	d0dc6421805a0aa30d060b08308ab76e0d6df18301a6eec3649f34e9d9eb360d	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S06-radial-hsv	radial/hsv	8192	0.008834569341935529	0.002822764610161706	0.0	0.0	e2485f7c727e1ac895d1e34b292fc1788aa35e0c190700e2e6c9f28f0e6ce2b7	e4336239bd51422fe16695862c7fde2803f3ec8ac8f9b5d3d597e6c52c508625	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S06-linear-luma	linear/luma	8192	0.004389905777433546	0.0033267122677244124	0.0	0.0	586b0543fc1e9854af75dfc16bd7df8b6978325eb0657e3b397240c1572d3aaf	5910fb7b8c9ef4d28bd6ca4ee8e41684bc4c74efe9eff077eb32b439d365a4d5	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S06-radial-luma	radial/luma	8192	0.004389905777433546	0.0033267122677244124	0.0	0.0	a07bb5a22723e46497acf2fac8e0e352d04032b154c277f41d050ca17633f243	e659fcd978ea46901a666178737a7acbb87526cd56e524215d72c770c4960756	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	VanillaBaselineSealed
S07-linear-oklch	linear/oklch	8192	0.02648326563333858	0.0035456467276993573	0.0	0.0	8f5d729edb8ffc4db01cc616df67e9e383d1597e9c57ed0fbccbabf777e70a0f	9c006edb79c1114175e92305b0d09b35f2d1890a6b9aa2e5670cc0d96c97f640	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S07-radial-oklch	radial/oklch	8192	0.02648326563333858	0.0035456467276993573	0.0	0.0	f1ca44ee0f99e9ef1003618137fa60710c8ffbbcfdfad94929542d458eb8c8d2	8b631ebd3866af1582ec9ea29b660142c5a0dde05833fd591e921c1a7ce6ed6c	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S07-linear-hsl	linear/hsl	8192	0.008307650970797685	0.002450738811542161	0.0	0.0	e92465eacc8fa7200ce30e75acfdafd911e139b7afb33831d0f196ff23da6c5a	9e86ee17f1ef3ea735dad962a6a4edf42037dc0d10e5935526cad75eb2ff59cc	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S07-radial-hsl	radial/hsl	8192	0.008307650970797685	0.002450738811542161	0.0	0.0	6d7555914583e01108adfdeb1a2b5c411cf4b4b5d674550e612bbcd5b8e51e85	42b42b042a44ef4a290b9b52cd37177e18b329cd52f26c3b7192394550e7aba4	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S07-linear-hsv	linear/hsv	8192	0.007484929351465486	0.0024131149912413005	0.0	0.0	af16656d617adb114210cca879114322a1716d7aebe4433d1a3e0809d39a07cc	406e23c7f939a4b2989a0a28d1f15556cb3a2f478267d0a07ef0e297a5489372	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S07-radial-hsv	radial/hsv	8192	0.007484929351465486	0.0024131149912413005	0.0	0.0	7ba5ce02265bc2bdb18caa5a313c7c006b74baf3d1fee3df488c2b5063e6aa05	ab1d5b221e9ae009443c82ae8f0743db70dad3bbf9d01f5c9e26277ca7734f44	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S07-linear-luma	linear/luma	8192	0.0020659326621316624	0.0018770503467707628	0.0	0.0	ca9aa4ded11afdc7c2a713fa5d736ede392ca4cd12a2311b453c25da252f843b	ceb9db28f86e134e7f39ae04ceb8247cccc31e7b3dc729ccf00bfb442fd4ce98	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S07-radial-luma	radial/luma	8192	0.0020659326621316624	0.0018770503467707628	0.0	0.0	c68000ad75b63dcfe9361406dd4a4f45c75089e495e186dfcdbc66249265a118	e5edfa8cec055aa193ef29c7bd5922909402fc58029e52d05d7f6e5e85293581	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	VanillaBaselineSealed
S08-linear-oklch	linear/oklch	8192	0.7660207779693641	0.001948616602809126	0.6000000238418579	0.0012799400609602163	74a5ec5f03677d65a4be57014bf06bf62d5c8fca93e4fb4d207b9ec7a7e701ed	0c1de361d29efafeac82c992e475af8630b46c1e7abb6e61b132dccab4f1b3e6	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S08-radial-oklch	radial/oklch	8192	0.7660207779693641	0.001948616602809126	0.6000000238418579	0.0012799400609602163	408b271289119cb5c8df074e1de43039a36aaf547d54138081f586eb8b4ac02c	34f2565a1f6ae474f99862f39b5128b836d08843ee29ff67da90b339c9393f79	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S08-linear-hsl	linear/hsl	8192	0.7660208073522292	0.0020798800439371344	0.6000000238418579	0.0016256774173063482	78fe19dade7cd7a01b1b9329259d0396f962e30c0d324ff575a16a3c3a392231	102ac0e69b15534f53c4a1eb67a5e3273464152936c3ffa3721d9199dc7c74ec	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S08-radial-hsl	radial/hsl	8192	0.7660208073522292	0.0020798800439371344	0.6000000238418579	0.0016256774173063482	49fbaf94b9c9225da772b3a41f1337d643aa2adf2958c3b92aad4823d07a0777	3105c6753532757e6648e7b37fee95514bc2225ba4a7be6c52bc88971076c220	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S08-linear-hsv	linear/hsv	8192	0.7660208132615063	0.002208091416734613	0.6000000238418579	0.0016381357230392801	e31363c829b3686420d8d9b6e6ad8632043ecfafc5488bc3b7e852d1e8808a9e	f3e1a29fb04b6d700f05618969bce83106f83dbf0cb8aca10dbd99ba9718fe02	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S08-radial-hsv	radial/hsv	8192	0.7660208132615063	0.002208091416734613	0.6000000238418579	0.0016381357230392801	6a28bc5c4fa0767fa87baa8497fa05f7d59834790c3a69bc5351d81823f24c3f	5e0506734eeac362b824be66bc30c27e062a632635e438e535a13bc2c05ffcc3	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S08-linear-luma	linear/luma	8192	0.41639965525703954	0.00170291531508278	0.0	0.0	2d15e6f81428ef1bfc7d66ac3ca13aef382c7c776c6896c489b80047e5a986dc	f60c3459bda3eecf7688e4434eb3aa4c5fd1b663ad9d207baeafe83ff5be3b7f	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S08-radial-luma	radial/luma	8192	0.41639965525703954	0.00170291531508278	0.0	0.0	953a10b349f96288723de6f5e4e16af3f8a88008c26f89c9f36e6fb566ddbbe0	37b1f5294ef00afbb3d16ca4b06d574c35e560899d0f535b0d601bb39d6b66f6	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	VanillaBaselineSealed
S09-linear-oklch	linear/oklch	8192	0.044420000803020186	0.002249747983326787	0.0019607843137254832	0.0015865521690883733	dfc373069f692d774fd19af2c26947726e748a02da62cbffd6f3b52078746ee5	900e6420246bf93a80d96dba3e351547477b5b1584a1c11ceb6de7e71be42687	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
S09-radial-oklch	radial/oklch	8192	0.044420000803020186	0.002249747983326787	0.0019607843137254832	0.0015865521690883733	b8c3a2643574f5303fda8a204d33b7c4f796de94709b8790aefb4cada155ea64	e0494ed03da7322e08d8f4ef5e24e8ccd70fabc624a87bcadd4e33325ac65470	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
S09-linear-hsl	linear/hsl	8192	0.008342662070383413	0.002487617309136514	0.0019607843137254832	0.0015454874858598089	36d2f431e93d8e97779aac6f1b52b663436a076c65f61ea2346608a1cbf1b7f0	c1a4ab75a0d0ac65e7fde77e8f3b737e7df78a547af553f390a5f66a7567c123	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
S09-radial-hsl	radial/hsl	8192	0.008342662070383413	0.002487617309136514	0.0019607843137254832	0.0015454874858598089	e09d54ef431be61f27d3a74038b51132ea9aede04df3017106085aa1169165d3	29ca9d0046875f5778f67d2b5bc3ea577945ac3c43b4c40242e5636a55149fc5	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
S09-linear-hsv	linear/hsv	8192	0.007522504316707724	0.0021802261513422373	0.0019607843137254832	0.0015454874858598089	024cd73cadaecc1b260ad1c8569240d9df327518461fae4db8098c168f62effc	d10731ca7791429f0b830d9cc73581e0307182d002e347dde74c19cb7c113486	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
S09-radial-hsv	radial/hsv	8192	0.007522504316707724	0.0021802261513422373	0.0019607843137254832	0.0015454874858598089	b229e10774faf1bd68290581ba4ee6522beb36293b5cdcc0089c4b404906227b	e687ec9c9a2fecbf3d7fa17dbbd30114115d89f2be0809b683365e44314a2659	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
S09-linear-luma	linear/luma	8192	0.0021071322524494587	0.001931426080133575	0.0	0.0	86af45b98390faed7501fed95eda850503f4802b1cdef05dc6d12754da173406	0487f264e79b7335ce12e9e54315b5b59a71ed2bcc72ca9cdfe2c00a05126809	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
S09-radial-luma	radial/luma	8192	0.0021071322524494587	0.001931426080133575	0.0	0.0	919b6bfc479b492cfb68eabe55ba8a50ecfa677714ef7ae2ce2ff57de75446d8	8288b54a2d7a54bc01e93b686d8c994711d2183321b0a4581b06f58cd923e194	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	VanillaBaselineSealed
