fixture_id	pair	mask_pixels	mask_sha256	V_raster_max	candidate_raster_max	V_raster_p95	candidate_raster_p95	byte_slack	status
S02-linear-hsv	linear/hsv	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.007843137254901933	0.007843137254901933	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S02-radial-hsv	radial/hsv	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.007843137254901933	0.007843137254901933	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S02-linear-luma	linear/luma	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.007627835447904574	0.007627835447904574	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S02-radial-luma	radial/luma	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.0075663206459054555	0.0075663206459054555	0.002952710495963018	0.002952710495963018	0.00392156862745098	Preserved
S03-linear-oklch	linear/oklch	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.03137254901960784	0.03137254901960784	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S03-radial-oklch	radial/oklch	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.050980392156862744	0.050980392156862744	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S03-linear-hsl	linear/hsl	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.0117647058823529	0.0117647058823529	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S03-radial-hsl	radial/hsl	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.01176470588235301	0.01176470588235301	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S03-linear-hsv	linear/hsv	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.0117647058823529	0.0117647058823529	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S03-radial-hsv	radial/hsv	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.01176470588235301	0.01176470588235301	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S03-linear-luma	linear/luma	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.005259515570934348	0.8509803921568627	0.0039215686274509665	0.0039215686274510775	0.00392156862745098	Violated
S03-radial-luma	radial/luma	31672	cf49a7888f425140b594b79130fe0885973cfd3ab4b109aebfdfc24d1fcc6a19	0.005259515570934292	1.0	0.0039215686274509665	0.0039215686274510775	0.00392156862745098	Violated
S04-linear-oklch	linear/oklch	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.11395617070357554	0.11395617070357554	0.004459823144944308	0.004459823144944308	0.00392156862745098	Preserved
S04-radial-oklch	radial/oklch	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.11395617070357554	0.11395617070357554	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S04-linear-hsl	linear/hsl	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.010718954248366053	0.010718954248366053	0.004598231449442491	0.004598231449442491	0.00392156862745098	Preserved
S04-radial-hsl	radial/hsl	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.023529411764705882	0.023529411764705882	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S04-linear-hsv	linear/hsv	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.010718954248366053	0.010718954248366053	0.004367550941945406	0.004367550941945406	0.00392156862745098	Preserved
S04-radial-hsv	radial/hsv	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.023529411764705882	0.023529411764705882	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S04-linear-luma	linear/luma	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.0295271049596309	1.0	0.0039215686274509665	1.0	0.00392156862745098	Violated
S04-radial-luma	radial/luma	7646	eae0e9f657ee40831d78dc8ee401b07ca4f4f2ee2063eefeac7c2af22d03e6ba	0.0784313725490196	1.0	0.0039215686274509665	1.0	0.00392156862745098	Violated
S05-linear-oklch	linear/oklch	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.06954248366013073	0.06954248366013073	0.00627450980392158	0.00627450980392158	0.00392156862745098	Preserved
S05-radial-oklch	radial/oklch	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S05-linear-hsl	linear/hsl	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.025620915032679742	0.025620915032679742	0.005813148788927303	0.005813148788927303	0.00392156862745098	Preserved
S05-radial-hsl	radial/hsl	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S05-linear-hsv	linear/hsv	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.021960784313725473	0.021960784313725473	0.005674740484429119	0.005674740484429119	0.00392156862745098	Preserved
S05-radial-hsv	radial/hsv	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S05-linear-luma	linear/luma	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.005259515570934348	0.996078431372549	0.0039215686274509665	0.8862745098039215	0.00392156862745098	Violated
S05-radial-luma	radial/luma	31752	607102c5041cfb9935c9c612abe4caa03ccd2f7cd587dd7315b947c05f8bd8c1	0.0	1.0	0.0	1.0	0.00392156862745098	Violated
S06-linear-oklch	linear/oklch	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.08627450980392157	0.08627450980392157	0.01568627450980392	0.01568627450980392	0.00392156862745098	Preserved
S06-radial-oklch	radial/oklch	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.08627450980392157	0.08627450980392157	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S06-linear-hsl	linear/hsl	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.03137254901960784	0.03137254901960784	0.0117647058823529	0.0117647058823529	0.00392156862745098	Preserved
S06-radial-hsl	radial/hsl	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.039215686274509776	0.039215686274509776	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S06-linear-hsv	linear/hsv	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.03137254901960784	0.03137254901960784	0.0117647058823529	0.0117647058823529	0.00392156862745098	Preserved
S06-radial-hsv	radial/hsv	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.03529411764705881	0.03529411764705881	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S06-linear-luma	linear/luma	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.0196078431372549	0.0196078431372549	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S06-radial-luma	radial/luma	9200	0745f912625410d1a482aa2dec6fd4c7710ddf49c4dafde228aa5fafbbeff361	0.023529411764705882	0.023529411764705882	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S07-linear-oklch	linear/oklch	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.01568627450980392	0.01568627450980392	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S07-radial-oklch	radial/oklch	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.027450980392156862	0.027450980392156862	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S07-linear-hsl	linear/hsl	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.007843137254902044	0.007843137254902044	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S07-radial-hsl	radial/hsl	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.007843137254902044	0.007843137254902044	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S07-linear-hsv	linear/hsv	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.007843137254901933	0.007843137254901933	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S07-radial-hsv	radial/hsv	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.00784313725490196	0.00784313725490196	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S07-linear-luma	linear/luma	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0039215686274510775	0.0039215686274510775	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S07-radial-luma	radial/luma	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0039215686274510775	0.0039215686274510775	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S08-linear-oklch	linear/oklch	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.011257208765859285	0.011257208765859285	0.004875048058439024	0.004875048058439024	0.00392156862745098	Preserved
S08-radial-oklch	radial/oklch	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.7291810841983852	0.7291810841983852	0.0	0.0	0.00392156862745098	Preserved
S08-linear-hsl	linear/hsl	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.006720492118415966	0.006720492118415966	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S08-radial-hsl	radial/hsl	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.7291810841983852	0.7291810841983852	0.0	0.0	0.00392156862745098	Preserved
S08-linear-hsv	linear/hsv	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.007012687427912334	0.007012687427912334	0.005413302575932311	0.005413302575932311	0.00392156862745098	Preserved
S08-radial-hsv	radial/hsv	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.7291810841983852	0.7291810841983852	0.0	0.0	0.00392156862745098	Preserved
S08-linear-luma	linear/luma	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.0052287581699346775	0.596078431372549	0.0	0.3803921568627451	0.00392156862745098	Violated
S08-radial-luma	radial/luma	8800	4a528b084bfbddf5a741ba36257a12764f7ab45b7faab728c78589730bc0d910	0.2274509803921569	0.6	0.0	0.0	0.00392156862745098	Violated
S09-linear-oklch	linear/oklch	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.02285274894271434	0.02285274894271434	0.005905420991926258	0.005905420991926258	0.00392156862745098	Preserved
S09-radial-oklch	radial/oklch	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.03432525951557093	0.03432525951557093	0.00487504805843908	0.00487504805843908	0.00392156862745098	Preserved
S09-linear-hsl	linear/hsl	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.005936178392925789	0.005936178392925789	0.0043521722414455975	0.0043521722414455975	0.00392156862745098	Preserved
S09-radial-hsl	radial/hsl	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.007843137254902044	0.007843137254902044	0.004705882352941226	0.004705882352941226	0.00392156862745098	Preserved
S09-linear-hsv	linear/hsv	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.005013456362937263	0.005013456362937263	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S09-radial-hsv	radial/hsv	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.00784313725490196	0.00784313725490196	0.004398308342945079	0.004398308342945079	0.00392156862745098	Preserved
S09-linear-luma	linear/luma	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.0039215686274510775	1.0	0.0039215686274509665	1.0	0.00392156862745098	Violated
S09-radial-luma	radial/luma	21600	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	0.005259515570934348	1.0	0.0039215686274509665	1.0	0.00392156862745098	Violated
S10-linear-oklch	linear/oklch	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.003936947327950788	0.003936947327950788	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S10-radial-oklch	radial/oklch	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.003936947327950788	0.003936947327950788	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S10-linear-hsl	linear/hsl	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S10-radial-hsl	radial/hsl	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.00392156862745098	0.00392156862745098	0.0	0.0	0.00392156862745098	Preserved
S10-linear-hsv	linear/hsv	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S10-radial-hsv	radial/hsv	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.00392156862745098	0.00392156862745098	0.0	0.0	0.00392156862745098	Preserved
S10-linear-luma	linear/luma	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.0071049596309111784	0.9882352941176471	0.0039215686274509665	0.9882352941176471	0.00392156862745098	Violated
S10-radial-luma	radial/luma	7609	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	0.2431372549019608	0.9882352941176471	0.0039215686274509665	0.9882352941176471	0.00392156862745098	Violated
S11-linear-oklch	linear/oklch	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.042629757785467126	0.042629757785467126	0.004459823144944253	0.004459823144944253	0.00392156862745098	Preserved
S11-radial-oklch	radial/oklch	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.042629757785467126	0.042629757785467126	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S11-linear-hsl	linear/hsl	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.023252595155709377	0.023252595155709377	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S11-radial-hsl	radial/hsl	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.023252595155709377	0.023252595155709377	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S11-linear-hsv	linear/hsv	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.023252595155709377	0.023252595155709377	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S11-radial-hsv	radial/hsv	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.023252595155709377	0.023252595155709377	0.003875432525951683	0.003875432525951683	0.00392156862745098	Preserved
S11-linear-luma	linear/luma	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.007843137254901988	0.01757785467128037	0.0039215686274509665	0.012779700115340242	0.00392156862745098	Violated
S11-radial-luma	radial/luma	31807	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	0.007443291041906885	0.01757785467128037	0.0039215686274509665	0.012733564013840737	0.00392156862745098	Violated
S12-linear-oklch	linear/oklch	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.03426374471357174	0.03426374471357174	0.005228758169934622	0.005228758169934622	0.00392156862745098	Preserved
S12-radial-oklch	radial/oklch	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.03426374471357174	0.03426374471357174	0.005305651672433714	0.005305651672433714	0.00392156862745098	Preserved
S12-linear-hsl	linear/hsl	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.0314955786236063	0.0314955786236063	0.005767012687427964	0.005767012687427964	0.00392156862745098	Preserved
S12-radial-hsl	radial/hsl	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.02906574394463668	0.02906574394463668	0.006089965397923877	0.006089965397923877	0.00392156862745098	Preserved
S12-linear-hsv	linear/hsv	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.023529411764705882	0.023529411764705882	0.005659361783929229	0.005659361783929229	0.00392156862745098	Preserved
S12-radial-hsv	radial/hsv	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.02745098039215685	0.02745098039215685	0.005905420991926147	0.005905420991926147	0.00392156862745098	Preserved
S12-linear-luma	linear/luma	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.015686274509803977	0.8	0.0039215686274509665	0.7137254901960784	0.00392156862745098	Violated
S12-radial-luma	radial/luma	8609	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	0.01568627450980392	0.8	0.0039215686274509665	0.792156862745098	0.00392156862745098	Violated
S13-linear-oklch	linear/oklch	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S13-radial-oklch	radial/oklch	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.5647058823529412	0.5647058823529412	0.0	0.0	0.00392156862745098	Preserved
S13-linear-hsl	linear/hsl	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S13-radial-hsl	radial/hsl	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.5647058823529412	0.5647058823529412	0.0	0.0	0.00392156862745098	Preserved
S13-linear-hsv	linear/hsv	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S13-radial-hsv	radial/hsv	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.5647058823529412	0.5647058823529412	0.0	0.0	0.00392156862745098	Preserved
S13-linear-luma	linear/luma	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.0	0.0	0.0	0.0	0.00392156862745098	Preserved
S13-radial-luma	radial/luma	25600	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	0.5647058823529412	0.5647058823529412	0.0	0.0	0.00392156862745098	Preserved
S14-linear-oklch	linear/oklch	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.6392156862745099	0.6392156862745099	0.0	0.0	0.00392156862745098	Preserved
S14-radial-oklch	radial/oklch	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.5678892733564014	0.5678892733564014	0.0	0.0	0.00392156862745098	Preserved
S14-linear-hsl	linear/hsl	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.6392156862745099	0.6392156862745099	0.0	0.0	0.00392156862745098	Preserved
S14-radial-hsl	radial/hsl	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.5678892733564014	0.5678892733564014	0.0	0.0	0.00392156862745098	Preserved
S14-linear-hsv	linear/hsv	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.6392156862745099	0.6392156862745099	0.0	0.0	0.00392156862745098	Preserved
S14-radial-hsv	radial/hsv	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.5678892733564014	0.5678892733564014	0.0	0.0	0.00392156862745098	Preserved
S14-linear-luma	linear/luma	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.13725490196078433	0.6	0.0	0.6	0.00392156862745098	Violated
S14-radial-luma	radial/luma	9585	6ac94647ac4a15c5122471191eb81bbddca9ceda0d4ce7db272c0ae1031b00ff	0.15686274509803927	0.6	0.0	0.6	0.00392156862745098	Violated
S15-linear-oklch	linear/oklch	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.27029603998462126	0.27029603998462126	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-radial-oklch	radial/oklch	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.6392156862745098	0.6392156862745098	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-linear-hsl	linear/hsl	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.2588235294117647	0.2588235294117647	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-radial-hsl	radial/hsl	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.6392156862745098	0.6392156862745098	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-linear-hsv	linear/hsv	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.2588235294117647	0.2588235294117647	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-radial-hsv	radial/hsv	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.6392156862745098	0.6392156862745098	0.004536716647443317	0.004536716647443317	0.00392156862745098	Preserved
S15-linear-luma	linear/luma	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.08627450980392148	1.0	0.0	1.0	0.00392156862745098	Violated
S15-radial-luma	radial/luma	31752	ce60fa8955e2fd3a1a92ecc49aae5d7a24f1a9addf1e1496d40c5b18e6c9f25d	0.1333333333333333	1.0	0.0	1.0	0.00392156862745098	Violated
S16-linear-oklch	linear/oklch	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.3098039215686274	0.3098039215686274	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
S16-radial-oklch	radial/oklch	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.023529411764705882	0.023529411764705882	0.00392156862745098	0.00392156862745098	0.00392156862745098	Preserved
S16-linear-hsl	linear/hsl	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.31372549019607837	0.31372549019607837	0.003921568627451022	0.003921568627451022	0.00392156862745098	Preserved
S16-radial-hsl	radial/hsl	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.00784313725490196	0.00784313725490196	0.0039215686274509665	0.0039215686274509665	0.00392156862745098	Preserved
S16-linear-hsv	linear/hsv	7360	d53927530e88298e0083c5ce7d24735978a4ba3190fbd83c67ab83973e294088	0.31372549019607837	0.31372549019607837	0.0039215686274510775	0.0039215686274510775	0.00392156862745098	Preserved
