fixture_id	path	expected_sha256	observed_sha256	status
S12-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S12-radial-linear-rgb.typ	2e93263c80734a7a076779fdc17e676a8c7c339c46eee9f891e4a137f7f501ca	2e93263c80734a7a076779fdc17e676a8c7c339c46eee9f891e4a137f7f501ca	PASS
S13-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-linear-oklab.typ	1c9d0d7041fd6fdccc9e7ce315d10c508cc02e3b3c05c646497ed8f876155f15	1c9d0d7041fd6fdccc9e7ce315d10c508cc02e3b3c05c646497ed8f876155f15	PASS
S13-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-radial-oklab.typ	8236d11d4b128e9d33d3dcba7b07acbb943bedb35f1040117369cac8df6889c0	8236d11d4b128e9d33d3dcba7b07acbb943bedb35f1040117369cac8df6889c0	PASS
S13-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-linear-linear-rgb.typ	d53d3368062c098831add99d5774bfab67683faedfd7047be079f614c86ca152	d53d3368062c098831add99d5774bfab67683faedfd7047be079f614c86ca152	PASS
S13-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-radial-linear-rgb.typ	8e1662afc7f823a4a582fe42f5888dc214dbdb9bf8f42550ede6ac860db83244	8e1662afc7f823a4a582fe42f5888dc214dbdb9bf8f42550ede6ac860db83244	PASS
S14-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-linear-oklab.typ	7be84891b75e7bc3bbbb2d3e1b539f958f95e7fafdba2f6cc0275133571e95cd	7be84891b75e7bc3bbbb2d3e1b539f958f95e7fafdba2f6cc0275133571e95cd	PASS
S14-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-oklab.typ	6b5c3d1e421b12587c24a3cadb07419cd1c02e900142a850395a5592c3a6066c	6b5c3d1e421b12587c24a3cadb07419cd1c02e900142a850395a5592c3a6066c	PASS
S14-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-linear-linear-rgb.typ	517bb948bd518b8abdb9ed26cde18583586486639268b36494dbbca6cea5057e	517bb948bd518b8abdb9ed26cde18583586486639268b36494dbbca6cea5057e	PASS
S14-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-linear-rgb.typ	1a08f2c3c826c40664f7c30f84bb528a54955c5c39de885531eb4a7ec6abe956	1a08f2c3c826c40664f7c30f84bb528a54955c5c39de885531eb4a7ec6abe956	PASS
S15-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-oklab.typ	fe68ea4457ae0acfceba44a2cd44df74634dd3a468d5c693944d6c5d4b1af7bb	fe68ea4457ae0acfceba44a2cd44df74634dd3a468d5c693944d6c5d4b1af7bb	PASS
S15-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-oklab.typ	b90964913b388574a9fe3a247e66a07bfa24b4eb6e443df764906e2c1605ddbe	b90964913b388574a9fe3a247e66a07bfa24b4eb6e443df764906e2c1605ddbe	PASS
S15-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-linear-rgb.typ	d4480f431a2a93a0b0daaea74f349e84403c546a391ff0ceb43bfdbcde493ddc	d4480f431a2a93a0b0daaea74f349e84403c546a391ff0ceb43bfdbcde493ddc	PASS
S15-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-linear-rgb.typ	b31545ca80a620e08df6934629fceb6bcea6fd67d5c3cc17239d513a0c2eb9b5	b31545ca80a620e08df6934629fceb6bcea6fd67d5c3cc17239d513a0c2eb9b5	PASS
S16-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-linear-oklab.typ	4a4de643760cfe4595541044682a2f503c6c8016c9f92bbb9c9e1d8a18df9e5b	4a4de643760cfe4595541044682a2f503c6c8016c9f92bbb9c9e1d8a18df9e5b	PASS
S16-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-radial-oklab.typ	2248b70b60f1716a2ff24bc4e951c6f006b53dc01b2250da6d2e2d362834524f	2248b70b60f1716a2ff24bc4e951c6f006b53dc01b2250da6d2e2d362834524f	PASS
S16-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-linear-linear-rgb.typ	37984af5be235c04e160298370762a2fcfb4e2f055366d123652a733f6d43386	37984af5be235c04e160298370762a2fcfb4e2f055366d123652a733f6d43386	PASS
S16-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-radial-linear-rgb.typ	ce2db167a6901cb6410d95a5b39c7ba6a12cb86e6b5c9e08323aaf522389fbfd	ce2db167a6901cb6410d95a5b39c7ba6a12cb86e6b5c9e08323aaf522389fbfd	PASS
S17-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-linear-oklab.typ	7ba241edd30e447a7e0b3609fc67b7c1888e418f1c7c4c16eb3aa429967ab578	7ba241edd30e447a7e0b3609fc67b7c1888e418f1c7c4c16eb3aa429967ab578	PASS
S17-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-radial-oklab.typ	b6d3d4ce84d6bc15ac7ad49a2f2d11ad9fd33d142fca9eaff350817f10aab8d8	b6d3d4ce84d6bc15ac7ad49a2f2d11ad9fd33d142fca9eaff350817f10aab8d8	PASS
S17-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-linear-linear-rgb.typ	383cd05e8c644a14977ace4199f9547f40befd64ae3a7c31c4e9c783dae014bd	383cd05e8c644a14977ace4199f9547f40befd64ae3a7c31c4e9c783dae014bd	PASS
S17-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-radial-linear-rgb.typ	02f6b42a72400811c0c0da4df90b18b2f920da4193b1c51dd70c2704cfa8c401	02f6b42a72400811c0c0da4df90b18b2f920da4193b1c51dd70c2704cfa8c401	PASS
S18-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-linear-oklab.typ	4b4ad8725fddfc2b6e6fa38c2382d7e515692e769e38e652deb7247a60f99e93	4b4ad8725fddfc2b6e6fa38c2382d7e515692e769e38e652deb7247a60f99e93	PASS
S18-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-radial-oklab.typ	c4cb6434ecb2070f4f305035a4c3a2019dcceba3e22ee3b1933c76a233622208	c4cb6434ecb2070f4f305035a4c3a2019dcceba3e22ee3b1933c76a233622208	PASS
S18-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-linear-linear-rgb.typ	cbbb71e49b38ac00b61b6529b3008ddb3c1084c17ed948dd0c50aac9bc0e62b8	cbbb71e49b38ac00b61b6529b3008ddb3c1084c17ed948dd0c50aac9bc0e62b8	PASS
S18-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-radial-linear-rgb.typ	75181e6cbb7b2250eb8f30ccce9460806a745046548c802c17c28799c2f6bca5	75181e6cbb7b2250eb8f30ccce9460806a745046548c802c17c28799c2f6bca5	PASS
S19-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-linear-oklab.typ	162f57da6061cd36f9c4d0c1e706246a9e505cb8e5e0f16344161ab94cc1335c	162f57da6061cd36f9c4d0c1e706246a9e505cb8e5e0f16344161ab94cc1335c	PASS
S19-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-radial-oklab.typ	d911c3e187b39851aad656ed20e012d193db8ac8c300752ef7f4a46a342e9561	d911c3e187b39851aad656ed20e012d193db8ac8c300752ef7f4a46a342e9561	PASS
S19-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-linear-linear-rgb.typ	441cf1103c3a707d8f40228b3d98620a1f6f3fb803ccd8be0ec3dd057183cbb4	441cf1103c3a707d8f40228b3d98620a1f6f3fb803ccd8be0ec3dd057183cbb4	PASS
S19-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-radial-linear-rgb.typ	a46f61074d562fe47b0158ca6a4f7a2691a9dea4793208986c5b65aeca0635cc	a46f61074d562fe47b0158ca6a4f7a2691a9dea4793208986c5b65aeca0635cc	PASS
S20-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-linear-oklab.typ	115e02aefbe002a20a8be63fa81e6464b84e171767312750cd7fa33bf6cb55cd	115e02aefbe002a20a8be63fa81e6464b84e171767312750cd7fa33bf6cb55cd	PASS
S20-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-radial-oklab.typ	d62be08d42e4abf5312ce1ab89c2cb64570aa770ef4c2cacc2d182a82ed7ff49	d62be08d42e4abf5312ce1ab89c2cb64570aa770ef4c2cacc2d182a82ed7ff49	PASS
S20-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-linear-linear-rgb.typ	0ad19cecbb68be78abe74ba06ac6ed20d858057204837a82b81bb07f711037ea	0ad19cecbb68be78abe74ba06ac6ed20d858057204837a82b81bb07f711037ea	PASS
S20-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-radial-linear-rgb.typ	ddee0009d6ed2705b6ab91a7c33b32718cfe7375aacba587808aeff2dfbf19d7	ddee0009d6ed2705b6ab91a7c33b32718cfe7375aacba587808aeff2dfbf19d7	PASS
S21-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-linear-oklab.typ	bb4ef8b5c9ba9bdaaf3674667d72f4e6dd7a86595e46b755b702427ac44eae6a	bb4ef8b5c9ba9bdaaf3674667d72f4e6dd7a86595e46b755b702427ac44eae6a	PASS
S21-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-radial-oklab.typ	719d7b44b6887feddd7063178a01c7087d2c21877ad2bf4677b0415a12740bc0	719d7b44b6887feddd7063178a01c7087d2c21877ad2bf4677b0415a12740bc0	PASS
S21-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-linear-linear-rgb.typ	0f712d6e24d9c72bcfc0d8e6d5da291e8841d6d4d542893911718831db659320	0f712d6e24d9c72bcfc0d8e6d5da291e8841d6d4d542893911718831db659320	PASS
S21-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-radial-linear-rgb.typ	b70f976651212a8318e3ce841be482fe697e4d2764ae1b8960a64201e483ce47	b70f976651212a8318e3ce841be482fe697e4d2764ae1b8960a64201e483ce47	PASS
S22-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-linear-oklab.typ	acafb716ef91b9c3393c6c672cb9f3cb58b14d556c0ca639fa9290a1ce6a58c8	acafb716ef91b9c3393c6c672cb9f3cb58b14d556c0ca639fa9290a1ce6a58c8	PASS
S22-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-radial-oklab.typ	4253677ff38d149ead86f91dd532bab8e481eeeefa8eb8e64237de53ad2cdc20	4253677ff38d149ead86f91dd532bab8e481eeeefa8eb8e64237de53ad2cdc20	PASS
S22-linear-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-linear-linear-rgb.typ	d3be75cd2be5dd5f0b0b2dee8cc6566e54dddcb2c9fde2ae5afee251b9f024d6	d3be75cd2be5dd5f0b0b2dee8cc6566e54dddcb2c9fde2ae5afee251b9f024d6	PASS
S22-radial-linear-rgb	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-radial-linear-rgb.typ	c1d093419b20107f015800d6c07e738f484873861cfe478c58288526eaf39734	c1d093419b20107f015800d6c07e738f484873861cfe478c58288526eaf39734	PASS
S23-linear-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S23-linear-oklab.typ	e011bba69e8ea453262514cd775de700434f81ce54b97516e94d53ada9205646	e011bba69e8ea453262514cd775de700434f81ce54b97516e94d53ada9205646	PASS
S23-radial-oklab	/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S23-radial-oklab.typ	8167311cd6e5d8108d517ab4741e75e8ff9b7e4f57442d472bd33ffe09ca903a	8167311cd6e5d8108d517ab4741e75e8ff9b7e4f57442d472bd33ffe09ca903a	PASS
