fixture_id	pair	fallback_markers	variant_nodes	productive_promotion	status
S16-linear-oklab	linear/oklab	1	0	false	Preserved
S16-radial-oklab	radial/oklab	1	0	false	Preserved
S16-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S16-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S17-linear-oklab	linear/oklab	1	0	false	Preserved
S17-radial-oklab	radial/oklab	1	0	false	Preserved
S17-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S17-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S18-linear-oklab	linear/oklab	1	0	false	Preserved
S18-radial-oklab	radial/oklab	1	0	false	Preserved
S18-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S18-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S19-linear-oklab	linear/oklab	1	0	false	Preserved
S19-radial-oklab	radial/oklab	1	0	false	Preserved
S19-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S19-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S20-linear-oklab	linear/oklab	1	0	false	Preserved
S20-radial-oklab	radial/oklab	1	0	false	Preserved
S20-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S20-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S21-linear-oklab	linear/oklab	1	0	false	Preserved
S21-radial-oklab	radial/oklab	1	0	false	Preserved
S21-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S21-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S22-linear-oklab	linear/oklab	1	0	false	Preserved
S22-radial-oklab	radial/oklab	1	0	false	Preserved
S22-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S22-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S23-linear-oklab	linear/oklab	1	0	false	Preserved
S23-radial-oklab	radial/oklab	1	0	false	Preserved
S23-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S23-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
S24-linear-oklab	linear/oklab	1	0	false	Preserved
S24-radial-oklab	radial/oklab	1	0	false	Preserved
S24-linear-linear-rgb	linear/linear-rgb	1	0	false	Preserved
S24-radial-linear-rgb	radial/linear-rgb	1	0	false	Preserved
