# base_commit	e5d0ca402a21ae19ad2dfab64ad0b5960623bd6b
path	bytes	git_blob_sha1	sha256	grupo	motivo
00_nucleo/diagnosticos/p1330-l0-reseal.json	1504990	9859c1efe3e580ababf2e9a3539d1901282dc8b1	fa9cbce3ede9bf64234c41a19148bb82ab0b9516f924b8bd73bb1bf20d97c315	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-test-integration.json	1540946	edde422e693d434cfc443035fab59422392821bf	9dd3daab105e0bd492299fe384de60dcae2773d69a00560cd23502e3fb934d9d	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-unit-green.json	1768789	a3f1e9fe59326d0e47841e6d7df7162a380ce0c4	73bed500fb3507fee378861532fddf285fb98fc7bac777d7134ace7fadcb81a9	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-unit-red.json	1769503	dac4040e45259791635eee584771fcd41092f967	faab6eada818a22c59f0679a0073eb5a24444b869168d157521d21d3e280ac7c	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-workspace-tests.json	2349655	417bb968de5d7f8cb86ef794e09c988478ce2e6e	44b3297431bf29c1557009446742214c62569d3a97e5988d7a226e9ded90a5a1	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-cli-normal-r2.json	1605925	d79f8e584a90c529acb516276401de93844d5d6f	2ed90c6ea56f383ab91afebc20ebad07b0dbe233b1c378daa6bcd4704675345b	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-cli-repeat-r2.json	1606032	eff5ed2f7ea7a6e5230afe3ab35f2baa93f5d54a	07adfc99135ae7452b1e5ca5a9c246bf83730e4a9db71d24c0f18d83bcea2400	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-cli-reverse-r2.json	1606172	ec300ad8f920b990f655f30c7c2e79e52168cf07	a4adc48d4dc5e474d2bf3abc559c26df4e8bf2f5940d87e60d5d3e4e1383005d	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-code-reseal-r2.json	1604433	1e3ab919a5737a669d0d7c189c2dcb8a945110e2	5df554123dc98a03f37dcb1251b6e2ebf6653758953f41520f75d8154192339e	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-code-reseal.json	1598394	c3035c935ca844195781c3a1bb6b9d3c3ff07912	97517022a701fc6b91fe5beaa2b2aedb12e881af22a3f86746c6018c63a3d8c9	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-build-r2.json	1639540	a6fab2f10e7237fab25476e836d1a1d3a647d4d0	68a35561c70b3090f0c2dc1324d61afe6f82f57ad026c48e0b04e1074b3c88b0	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-diff-check-r2.json	1605159	1b9fab5231781a8803d30e8fde88d7a35a73e47b	f73bf0d06fafe9fd0f06cee4db6057803449d52d4be3676c89327bcf912aa71f	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-diff-check.json	1599044	5cb691c03369f4a0da5deecebe72b7e2f36f30f8	b2a5f9fcf76ad8699af07feff08ecd4cbaf2967d33916e396807362067fc849c	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-fmt-r2.json	1604916	2d378c63a4772b899ec08ccbd31f71a97e7403b3	eabc3442d09f849110111587ad78f4b283a8d80152f3e2d2989637ba7f79c94a	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-fmt.json	1598655	9f4fd1fad96e2e7893ee830a8330094e5e9de12b	73f9582f04d3a679aab7b88ef752eb9c0fa9831a62656b7fc7b87860a7bcc15d	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-lineage-lint-r2.json	1605186	f12f06a9c515e502c124a1eb872d7adb817a9d72	342788ee0f78b64cd9681626bdb530fe77627b1b3109dc43bce79cac9cae03e4	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-lineage-lint.json	1599017	d30f17b7af30ca0ed9e21adcaa1756182682cb05	fcc9ed9a90084f13951d6f25e675a4d16d6377e11692b2d2356e0bdf189d0d1c	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-lineage-r2.json	1604999	eca5e8bd641bbd8973f945d9cf36291bf69c19f5	69e9730297bc280bbec6e2e9a7123ddad5fbb8f368cfe5eaec606a073fd7e622	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-lineage.json	1599044	be106925affa8c9dd42db2aa55799fdecfad0e32	b0748b330f441ee099a343dc461f996e5f48ed16357ff46d675c496268a65077	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-lint-r2.json	2563937	9c4d2ed202273de04ea72034ec58a1408950f62e	185ad899b6d591b4b7f48d2f23eaa83add94e40beaa3928b5132a60d245b00ef	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-final-lint.json	2557773	8c4fd7c6509f6f2660ac0760e04d53af1be78ee9	aadd5698a56e388b55a33433f8d271c25686084e56c122f7fa425dc3a218870f	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-fixture-path-r2.json	1826853	5e3a650615d98e3fd293ea0c4dd0b5d0e05bcd3a	650ed1db7aaeba151033fc962a0738d50bb93b4f7b6682616f401385c711b218	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-integrated-fmt-r2.json	1602430	12710a56d52423238f7b0f93b6508d11d72a6ae3	b028fb8ea8f9691de0e8f7f18868e8a2a441c9b2aef62780808b5d6ff9540924	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-integrated-fmt.json	1596408	28d90d129fd8c259316fe90ad55b42cc682e6033	743417bafe83728f904540fdda429e2147b2b73f85f7319bc5a87dccc87c326c	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-l0-dry-run.json	1556377	505b0b58ef228ea4d848a757480a213ac08b9171	d3fa507ddf7999ea99eec1cdbd8667be079e189cac689dcc29584a00eea37ce8	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-l0-preflight.json	1555920	8a1e44cade3bcad311a06b9ed1ac36fcb56d303c	b4e3422486826ba5548d99fc7c21001c15ccaaa92b93b0deecdba697d814ac28	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-l0-reseal.json	1556776	bf32496e2c94b4e6989e95e0c7fd7523bb824935	1ae05426a0306898c35436adcb90da070c395f37387ec6c21fdb35fd13b9a34d	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-test-integration-r2.json	1601820	c948976c636cdcecae0696119ba6a494ae7d5c4a	998e582c3452488d11c88fa319652e635025957bd81595a0e909fb93e294e1fa	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-test-integration.json	1577488	d22e55b4523c2a313fa0dc9f250edd19d0ee300c	1b2f2b4263aed9dfeff7de426e0a515b4e15100d78e9ef77ea88c79aef374bdb	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-unit-green-r2.json	1832257	3dc420935783e7c53c800d195a2b7553c495e463	d6b2b6df18245f1b39d844d9aef52da42db76b1705aa5760b7c324f60ad2ee67	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-unit-green.json	1827013	4b01249cc4ab7c7a0f0bf66f9c5966bbd1915170	ff1d4d7dab98404c82f0c9cf0a3f09bf6e6625a543743c80192d80d8cc813fd1	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-unit-red-r2.json	1833120	65bbdc6201a338b99bd707a1963cd86f25a7ddb8	eac32393ec4b1c56cc61494b2397bdfbcb21a19a2c68106ea045706d40f65373	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-unit-red.json	1827068	c6021d9a1807968d5831b6e45e9064f57ff7f11d	ea4f7d53c78727266b2252d1b7e3109dcda8baf110f6367a870160ee312e0be7	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1331-workspace-tests-r2.json	2413010	0c924247a7436e322e2718113764a951e5f5ee7c	10b439e3bedf72805ff078c10557baa36df7f549eb84d1b7776b9f821035ae83	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-ab-cli-normal.json	1205357	13959055a692524325a9f1efdbe861580ac3efd7	9d7b8bac08f04d498bfaf72d22b467858daae91dec5e80f8dba24e08f4a95d0e	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-ab-cli-repeat.json	1205357	75bf34c5a31d86b2045adbf92e3804b20249056b	f9eb8befa9a9ba6fa6ae30fbe8f2d964b3e70cf6a7dc94c4e744bccc06cd9dec	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-ab-cli-reverse.json	1205358	65b86e82a53066f3675e789edf190cca452f6aca	5bf55fb972768c8ad5d09bca078fa243e0957fcf99bbf4f8ddad808579077ba3	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-cli-normal.json	1644641	2f5631835ea204939a85259610b934f4c6fbca20	6a1d8ad51127546bf1f57c34c2a2bb65bb2d45b12683ad24e488e3094d6d8b80	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-cli-repeat.json	1644795	4e19a67422284037a8c793fd3c716db0af7103b4	ace01748a8696967c63d6828f961da55c4f070ae489fc0a28bcf0482f9013c05	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-cli-reverse.json	1644899	5fc55d555239b45fa281010b02511c3aaaf9193b	a2a6d49ba5bb73fd3fbe971571789bb91fec1f1679abf1abc7fa6e174dd87e19	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-code-reseal.json	1643288	baaf87934d144ca2b084ca8b9ba0fe8e367ba269	4728524d1deb5ecb625734540cbd953bebb57d33804b7c3aaacf9ff88f46b0d9	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-final-build.json	1678562	8d69ba3deab0f9f55fbf24c226ea5b265fc9c2fd	70a3597189ca3fb04b7ea24feac5633b489b183f0e0628904e41656bef4349e1	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-final-diff-check.json	1643868	2f80d3aee80735140ccb180c5a2a27c9e1703fc3	d35b082981036737f52d169e3b78d3044f215179087d226d8b1a07acb94fdd07	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-final-fmt.json	1643583	0423fe952083be820cb67ab43c14e1fff5a32367	662fe17b7f02734b453bb8244d93ad5a26c6aa5307ae296a73417cee355ad094	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-final-lineage-lint.json	1643842	141a5e67f3a271c7eb47bf0e564d70603b4661e6	99c02e7a8b7f8ed21cf2524b34625304e2c98339d21db90447046bf678e39921	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-final-lineage.json	1643772	329bde047423f1b7b3f94b9fac3b8c106631ef2f	723d5d8e6cbc2b41aa97bb9fa161ebea110d0f07e4f554ff2471cdeea1129563	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-final-lint.json	2602596	28afcc3f9fd874f6849db333353961cfa7d74e08	2ecb01ebe2ab195631800f18241732870680df8d4e07a9192adbe54d1b8b9f5f	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-integrated-fmt.json	1641445	1a584ac30b672db036b4a3e95463de7f2bdf86b0	c5a0656ad9c0fbb6aa131d0a63bad3d568f860542226be43562811fd008a3b2c	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-preflight-lineage.json	1617424	459c288e38950395aaa1a91ed2a805ec36cd2b9d	f78d029661fd8514d40d50d68ecb7313f978fa7322e3d308f8af9f3d86ece307	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-target-capacity.json	1617566	772ac36880a2a38b832994ff250b3c555d7f7191	dc5097a7ea9b345cfac3d192a0ca2d7b7a2a017e09bd05b246c7339a59231fa4	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-target-free.json	1617763	23f4caed471e43ba1c9827482ce2bcef2070b517	5d5cdf9eeb99b1032e2892e01db4e4e3e62bf1707510cef9b01811e95493a13d	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-test-integration.json	1631514	b31d02d06d281b3c3919fdac9f31fa2dc6c5bf85	e77f14a829afa0e69dfe1dfb0df3315cd1bc62d3eb4c8f048576b6d2ad74f2c6	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-unit-green.json	1871668	bf7bfe3f5bb15305498cedad96896e1588fe0b19	5b65eb016388c38d812201925abfa9d077f8e09a0a109938e5736bac85e0f2af	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-unit-red.json	1872391	ff8cb1f33a0f472559cbe7e5a3f6a52faa4ba199	ce2f87b33ee14a6798ffbca953b9ffe2b0fb5d4ee58b8f5151e077440ee08750	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1332-workspace-tests.json	2452217	0e0c7765a63743e69249088003c5b06eec8a8cbb	da78d61fa58af847c1556d9e4be85e48b75d8fad7d9d919f5bc27d88cd38c98d	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1333-ab-cli-normal.json	1402763	fe11f29904260d9020b979bab9713e33218d6d3c	700fad895acfce0d5f284d8cbbc260320a739e507a71ec74ccccc8f59f720213	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1333-ab-cli-repeat.json	1402763	853ec3a3e457b01d96005045e0fe8bae7bd8fbc3	a7777f479f3ea01eaf4f47cff37be98d0d42491cf3d26c01a1b0612a419ba71f	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1333-ab-cli-reverse.json	1402764	872addb6628f2dfb8b87b4e8e272e8b894ed986d	55c891c9d685d6f463ac279482af2da0318c2d10bfc614aeaaaac4caf0b746bf	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1333-baseline.json	1751698	2535735c9f6c169b316cee5294bedc8643835678	744983aa8c41877b21c2cd55abbc5c5ccb498a7bfbbb2fc5ea8dd893567ed8b0	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1333-candidate-audit.json	1703268	c31336f1db0ed9346b91d1b253bf5515e229adf5	b5923d58c64566a7658c26985414f693ded09694c1ea3697fa36b60e4b1ce111	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1333-cli-normal.json	1704110	9775974b0edc5ec731318630188e447f71913382	2c6c838736f12041bec037c08037e57807353666ea8ac7efbefa5eed7ef82aa3	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1333-cli-repeat.json	1704311	223e409264dcdcee6de8040d51fcd37f1caf21ca	91695b34b080ed8859a1ef4b107dac9536015cf903e3f11ee4823579d6dc3d92	A	derived_blob_ge_1MiB
