fixture_id	kind	path	expected_sha256	observed_sha256	status
S09-radial-oklab	png	/tmp/p1268/oracle_v3/masks/S09-radial-oklab.png	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	PASS
S09-linear-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S09-linear-linear-rgb.svg	290b85939b466db871dd560a786cde04ba58db6040028091383171e95108f2f6	290b85939b466db871dd560a786cde04ba58db6040028091383171e95108f2f6	PASS
S09-linear-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S09-linear-linear-rgb.png	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	PASS
S09-radial-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S09-radial-linear-rgb.svg	2686b6e955655db97db91accc004d743f31ee560822b887d57a7feda067b645b	2686b6e955655db97db91accc004d743f31ee560822b887d57a7feda067b645b	PASS
S09-radial-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S09-radial-linear-rgb.png	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	4a743a3c1c77229378bb42ecd019913590da42b4c6b91ddeccc7eb66e768a596	PASS
S10-linear-oklab	svg	/tmp/p1268/oracle_v3/masks/S10-linear-oklab.svg	5b4a8620da9c20bb03765f9023f6ed42517559f9870f79534d102946ed4d7cf6	5b4a8620da9c20bb03765f9023f6ed42517559f9870f79534d102946ed4d7cf6	PASS
S10-linear-oklab	png	/tmp/p1268/oracle_v3/masks/S10-linear-oklab.png	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	PASS
S10-radial-oklab	svg	/tmp/p1268/oracle_v3/masks/S10-radial-oklab.svg	edf090b986bb8baaca8147feddd5bbf98f2bfb3414aa3496ebbf6fbde2a965be	edf090b986bb8baaca8147feddd5bbf98f2bfb3414aa3496ebbf6fbde2a965be	PASS
S10-radial-oklab	png	/tmp/p1268/oracle_v3/masks/S10-radial-oklab.png	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	PASS
S10-linear-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S10-linear-linear-rgb.svg	7e3d00dad2ed1c72f262a1f10f7fb453190691344e4f6fc4eaa0d2584b53d4f1	7e3d00dad2ed1c72f262a1f10f7fb453190691344e4f6fc4eaa0d2584b53d4f1	PASS
S10-linear-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S10-linear-linear-rgb.png	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	PASS
S10-radial-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S10-radial-linear-rgb.svg	7c67f9a67c09dddd666abfdec5ccc6d106a82cbb1c4c2684d71cb879119a2af2	7c67f9a67c09dddd666abfdec5ccc6d106a82cbb1c4c2684d71cb879119a2af2	PASS
S10-radial-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S10-radial-linear-rgb.png	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	af9276a338633b5ef10e2f09a8da5e764a01d6b80c63119992a212fb97a1059a	PASS
S11-linear-oklab	svg	/tmp/p1268/oracle_v3/masks/S11-linear-oklab.svg	11ff3b67a8e1590f3a57bd0eab84e26596552f6b0181afbc8c31f8f5429192c0	11ff3b67a8e1590f3a57bd0eab84e26596552f6b0181afbc8c31f8f5429192c0	PASS
S11-linear-oklab	png	/tmp/p1268/oracle_v3/masks/S11-linear-oklab.png	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	PASS
S11-radial-oklab	svg	/tmp/p1268/oracle_v3/masks/S11-radial-oklab.svg	431909b72183b35d664baf71d50a76f5db63752fb45bf3508d5b0010deaf4312	431909b72183b35d664baf71d50a76f5db63752fb45bf3508d5b0010deaf4312	PASS
S11-radial-oklab	png	/tmp/p1268/oracle_v3/masks/S11-radial-oklab.png	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	PASS
S11-linear-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S11-linear-linear-rgb.svg	3a8d15a6e07492e4e34e6244f0e0e36ea12233354a58c13add2981377e469fa9	3a8d15a6e07492e4e34e6244f0e0e36ea12233354a58c13add2981377e469fa9	PASS
S11-linear-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S11-linear-linear-rgb.png	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	PASS
S11-radial-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S11-radial-linear-rgb.svg	bfadacbb983072a3d8a373bcf71716bee4e754c0b0bb12bfa8002494976f4087	bfadacbb983072a3d8a373bcf71716bee4e754c0b0bb12bfa8002494976f4087	PASS
S11-radial-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S11-radial-linear-rgb.png	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	39fc1032420cfc6a4bc3224d1ba3977d3cd7cd18718fd7c1273ea55082b85dcb	PASS
S12-linear-oklab	svg	/tmp/p1268/oracle_v3/masks/S12-linear-oklab.svg	5c76fb2aa8ec55c753b826e907db61c1510842a1217694d2c4334cf54ded3a93	5c76fb2aa8ec55c753b826e907db61c1510842a1217694d2c4334cf54ded3a93	PASS
S12-linear-oklab	png	/tmp/p1268/oracle_v3/masks/S12-linear-oklab.png	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	PASS
S12-radial-oklab	svg	/tmp/p1268/oracle_v3/masks/S12-radial-oklab.svg	7a1120e37aa838ad685f78204c5b300c419c2b7c5365afbb17ceaa664a0d2709	7a1120e37aa838ad685f78204c5b300c419c2b7c5365afbb17ceaa664a0d2709	PASS
S12-radial-oklab	png	/tmp/p1268/oracle_v3/masks/S12-radial-oklab.png	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	PASS
S12-linear-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S12-linear-linear-rgb.svg	ec7cdacb1e83b47ff845a5b63a57c52ae340ccf9ce19dcf6538c76b48d15ea61	ec7cdacb1e83b47ff845a5b63a57c52ae340ccf9ce19dcf6538c76b48d15ea61	PASS
S12-linear-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S12-linear-linear-rgb.png	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	PASS
S12-radial-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S12-radial-linear-rgb.svg	25437cd779cc768dd77b217f4dd4f82968f8655b272737e67632379da1677c1e	25437cd779cc768dd77b217f4dd4f82968f8655b272737e67632379da1677c1e	PASS
S12-radial-linear-rgb	png	/tmp/p1268/oracle_v3/masks/S12-radial-linear-rgb.png	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	8fd0b31010d2ccc71677e90ec9a84e0454fc26906bf3aa151edd2a339210334b	PASS
S13-linear-oklab	svg	/tmp/p1268/oracle_v3/masks/S13-linear-oklab.svg	e022b95200bd35c89f31b3d03fa9c3bb3db32280c436756d4630ce3007eaf413	e022b95200bd35c89f31b3d03fa9c3bb3db32280c436756d4630ce3007eaf413	PASS
S13-linear-oklab	png	/tmp/p1268/oracle_v3/masks/S13-linear-oklab.png	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	PASS
S13-radial-oklab	svg	/tmp/p1268/oracle_v3/masks/S13-radial-oklab.svg	9f7a43c6baf780db889b057e63b80604cc635ecc021d6b52ce01e06c9864b8fd	9f7a43c6baf780db889b057e63b80604cc635ecc021d6b52ce01e06c9864b8fd	PASS
S13-radial-oklab	png	/tmp/p1268/oracle_v3/masks/S13-radial-oklab.png	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	4c8f81592123b9ea9f54171060e3819d6ad455b0d7fda97eb9922cd2a32c73b0	PASS
S13-linear-linear-rgb	svg	/tmp/p1268/oracle_v3/masks/S13-linear-linear-rgb.svg	ca02ea1863e03b989c2b317339a1a3f74f584f23368296cd8ecd61bb392d5ed2	ca02ea1863e03b989c2b317339a1a3f74f584f23368296cd8ecd61bb392d5ed2	PASS
