+warning_id	code	file	line	message	owner_l0	classification	lot	status
W013	V16	01_core/src/compiler/eval/math.rs	1544	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/math.md	incerto	L5-V16-eval-introspect	OPEN
W014	V16	01_core/src/compiler/eval/math.rs	1552	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/math.md	incerto	L5-V16-eval-introspect	OPEN
W015	V16	01_core/src/compiler/eval/mod.rs	1426	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval.md	incerto	L5-V16-eval-introspect	OPEN
W016	V16	01_core/src/compiler/eval/operators/arithmetic.rs	49	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/eval/operators/arithmetic.md	incerto	L5-V16-eval-introspect	OPEN
W017	V16	01_core/src/compiler/eval/rules.rs	1035	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/eval/rules.md	incerto	L5-V16-eval-introspect	OPEN
W018	V16	01_core/src/compiler/eval/rules.rs	2192	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/rules.md	incerto	L5-V16-eval-introspect	OPEN
W019	V16	01_core/src/compiler/eval/selector_matching.rs	38	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/selector_matching.md	incerto	L5-V16-eval-introspect	OPEN
W020	V16	01_core/src/compiler/eval/tests.rs	429	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W021	V16	01_core/src/compiler/eval/tests.rs	472	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W022	V16	01_core/src/compiler/eval/tests.rs	503	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W023	V16	01_core/src/compiler/eval/tests.rs	561	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W024	V16	01_core/src/compiler/eval/tests.rs	574	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W025	V16	01_core/src/compiler/eval/tests.rs	699	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W026	V16	01_core/src/compiler/eval/tests.rs	764	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W027	V16	01_core/src/compiler/eval/tests.rs	867	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W028	V16	01_core/src/compiler/eval/tests.rs	888	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W029	V16	01_core/src/compiler/eval/tests.rs	1021	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W030	V16	01_core/src/compiler/eval/tests.rs	6394	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W031	V16	01_core/src/compiler/eval/tests.rs	6412	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W032	V16	01_core/src/compiler/eval/tests.rs	6473	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W033	V16	01_core/src/compiler/eval/tests.rs	7418	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W034	V16	01_core/src/compiler/eval/tests.rs	8351	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W035	V16	01_core/src/compiler/eval/tests.rs	8369	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W036	V16	01_core/src/compiler/eval/tests.rs	8599	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W037	V16	01_core/src/compiler/eval/tests.rs	8625	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W038	V16	01_core/src/compiler/eval/tests.rs	8644	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W039	V16	01_core/src/compiler/eval/tests.rs	8676	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W040	V16	01_core/src/compiler/eval/tests.rs	8685	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W041	V16	01_core/src/compiler/eval/tests.rs	8706	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W042	V16	01_core/src/compiler/eval/tests.rs	8787	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W043	V16	01_core/src/compiler/eval/tests.rs	8832	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W044	V16	01_core/src/compiler/eval/tests.rs	8949	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W045	V16	01_core/src/compiler/eval/tests.rs	8981	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W046	V16	01_core/src/compiler/eval/tests.rs	9325	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W047	V16	01_core/src/compiler/eval/tests.rs	9343	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W048	V16	01_core/src/compiler/eval/tests.rs	9354	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W049	V16	01_core/src/compiler/eval/tests.rs	9506	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W050	V16	01_core/src/compiler/eval/tests.rs	9560	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W051	V16	01_core/src/compiler/eval/tests.rs	9572	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W052	V16	01_core/src/compiler/eval/tests.rs	9627	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W053	V16	01_core/src/compiler/eval/tests.rs	9859	wildcard `_ =>` descarta informação com default neutro `vec![]` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W054	V16	01_core/src/compiler/eval/tests.rs	9966	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W055	V16	01_core/src/compiler/eval/tests.rs	10007	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W056	V16	01_core/src/compiler/eval/tests.rs	15960	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W057	V16	01_core/src/compiler/eval/tests.rs	16176	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W058	V16	01_core/src/compiler/eval/tests.rs	16261	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W059	V16	01_core/src/compiler/eval/tests.rs	16398	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W060	V16	01_core/src/compiler/eval/tests.rs	16409	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W061	V16	01_core/src/compiler/eval/tests.rs	16528	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/eval/tests.md	mecanico	L4-V16-testes	OPEN
W062	V16	01_core/src/compiler/introspect.rs	124	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/introspect.md	incerto	L5-V16-eval-introspect	OPEN
W063	V16	01_core/src/compiler/introspect/extract_payload.rs	94	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/introspect/extract_payload.md	incerto	L5-V16-eval-introspect	OPEN
W064	V16	01_core/src/compiler/introspect/labelled.rs	72	wildcard `_ =>` descarta informação com default neutro `(None, None)` em enum de domínio	00_nucleo/prompts/compiler/introspect/labelled.md	incerto	L5-V16-eval-introspect	OPEN
W065	V16	01_core/src/compiler/layout/columns.rs	95	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/columns.md	incerto	L5-V16-layout-math	OPEN
W066	V16	01_core/src/compiler/layout/columns.rs	123	wildcard `_ =>` descarta informação com default neutro `true` em enum de domínio	00_nucleo/prompts/compiler/columns.md	incerto	L5-V16-layout-math	OPEN
W067	V16	01_core/src/compiler/layout/cursor.rs	1019	wildcard `_ =>` descarta informação com default neutro `0.0` em enum de domínio	00_nucleo/prompts/compiler/layout/cursor.md	incerto	L5-V16-layout-math	OPEN
W068	V16	01_core/src/compiler/layout/grid.rs	242	wildcard `_ =>` descarta informação com default neutro `(None, None)` em enum de domínio	00_nucleo/prompts/compiler/layout/grid.md	incerto	L5-V16-layout-math	OPEN
W069	V16	01_core/src/compiler/layout/grid.rs	339	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/grid.md	incerto	L5-V16-layout-math	OPEN
W070	V16	01_core/src/compiler/layout/grid.rs	414	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/grid.md	incerto	L5-V16-layout-math	OPEN
W071	V16	01_core/src/compiler/layout/grid.rs	682	wildcard `_ =>` descarta informação com default neutro `(None, None, None, None, None)` em enum de domínio	00_nucleo/prompts/compiler/layout/grid.md	incerto	L5-V16-layout-math	OPEN
W072	V16	01_core/src/compiler/layout/grid.rs	1290	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/grid.md	incerto	L5-V16-layout-math	OPEN
W073	V16	01_core/src/compiler/layout/helpers.rs	351	wildcard `_ =>` descarta informação em enum de domínio com `fallback`	00_nucleo/prompts/compiler/layout/helpers.md	incerto	L5-V16-layout-math	OPEN
W074	V16	01_core/src/compiler/layout/helpers.rs	395	wildcard `_ =>` descarta informação com default neutro `(0.0, 0.0)` em enum de domínio	00_nucleo/prompts/compiler/layout/helpers.md	incerto	L5-V16-layout-math	OPEN
W075	V16	01_core/src/compiler/layout/image.rs	133	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout-image.md	incerto	L5-V16-layout-math	OPEN
W076	V16	01_core/src/compiler/layout/mod.rs	2304	wildcard `_ =>` descarta informação com default neutro `(0.0, 0.0)` em enum de domínio	00_nucleo/prompts/compiler/layout.md	incerto	L5-V16-layout-math	OPEN
W077	V16	01_core/src/compiler/layout/mod.rs	2738	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout.md	incerto	L5-V16-layout-math	OPEN
W078	V16	01_core/src/compiler/layout/references.rs	414	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout_references.md	incerto	L5-V16-layout-math	OPEN
W079	V16	01_core/src/compiler/layout/sequence.rs	131	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/sequence.md	incerto	L5-V16-layout-math	OPEN
W080	V16	01_core/src/compiler/layout/stack.rs	84	wildcard `_ =>` descarta informação em enum de domínio com `{ let b = super::helpers::item_bottom_y(item); *`	00_nucleo/prompts/compiler/layout/stack.md	incerto	L5-V16-layout-math	OPEN
W081	V16	01_core/src/compiler/layout/stack.rs	241	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/stack.md	incerto	L5-V16-layout-math	OPEN
W082	V16	01_core/src/compiler/layout/sub_frame.rs	204	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/sub_frame.md	incerto	L5-V16-layout-math	OPEN
W083	V16	01_core/src/compiler/layout/tests.rs	896	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W084	V16	01_core/src/compiler/layout/tests.rs	922	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W085	V16	01_core/src/compiler/layout/tests.rs	950	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W086	V16	01_core/src/compiler/layout/tests.rs	2302	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W087	V16	01_core/src/compiler/layout/tests.rs	2347	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W088	V16	01_core/src/compiler/layout/tests.rs	2443	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W089	V16	01_core/src/compiler/layout/tests.rs	6937	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W090	V16	01_core/src/compiler/layout/tests.rs	6984	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W091	V16	01_core/src/compiler/layout/tests.rs	7007	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W092	V16	01_core/src/compiler/layout/tests.rs	7052	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W093	V16	01_core/src/compiler/layout/tests.rs	7081	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W094	V16	01_core/src/compiler/layout/tests.rs	8895	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W095	V16	01_core/src/compiler/layout/tests.rs	10155	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W096	V16	01_core/src/compiler/layout/tests.rs	10317	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W097	V16	01_core/src/compiler/layout/tests.rs	11180	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W098	V16	01_core/src/compiler/layout/tests.rs	16226	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W099	V16	01_core/src/compiler/layout/tests.rs	16406	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W100	V16	01_core/src/compiler/layout/tests.rs	20584	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W101	V16	01_core/src/compiler/layout/tests.rs	21481	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W102	V16	01_core/src/compiler/layout/tests.rs	21634	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W103	V16	01_core/src/compiler/layout/tests.rs	21777	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/tests.md	mecanico	L4-V16-testes	OPEN
W104	V16	01_core/src/compiler/layout/text.rs	101	wildcard `_ =>` descarta informação com default neutro `return None` em enum de domínio	00_nucleo/prompts/compiler/layout/text.md	incerto	L5-V16-layout-math	OPEN
W105	V16	01_core/src/compiler/layout/text.rs	143	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/text.md	incerto	L5-V16-layout-math	OPEN
W106	V16	01_core/src/compiler/layout/transform.rs	169	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/transform.md	incerto	L5-V16-layout-math	OPEN
W107	V16	01_core/src/compiler/layout/transform.rs	182	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/layout/transform.md	incerto	L5-V16-layout-math	OPEN
W108	V16	01_core/src/compiler/layout/transform.rs	247	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/layout/transform.md	incerto	L5-V16-layout-math	OPEN
W109	V16	01_core/src/compiler/math/layout/accent.rs	57	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/math/layout/accent.md	incerto	L5-V16-layout-math	OPEN
W110	V16	01_core/src/compiler/math/layout/attach.rs	66	wildcard `_ =>` ignora variantes silenciosamente com `break` em enum de domínio	00_nucleo/prompts/compiler/math/layout/attach.md	incerto	L5-V16-layout-math	OPEN
W111	V16	01_core/src/compiler/math/layout/attach.rs	84	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/math/layout/attach.md	incerto	L5-V16-layout-math	OPEN
W112	V16	01_core/src/compiler/math/layout/attach.rs	139	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/math/layout/attach.md	incerto	L5-V16-layout-math	OPEN
W113	V16	01_core/src/compiler/math/layout/attach.rs	165	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/math/layout/attach.md	incerto	L5-V16-layout-math	OPEN
W114	V16	01_core/src/compiler/math/layout/attach.rs	186	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/math/layout/attach.md	incerto	L5-V16-layout-math	OPEN
W115	V16	01_core/src/compiler/math/layout/attach.rs	221	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/math/layout/attach.md	incerto	L5-V16-layout-math	OPEN
W116	V16	01_core/src/compiler/math/layout/attach.rs	345	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/math/layout/attach.md	incerto	L5-V16-layout-math	OPEN
W117	V16	01_core/src/compiler/math/layout/matrix.rs	245	wildcard `_ =>` satura variantes futuras para `vec![cell.clone()]` — exige exaustividade nominal	00_nucleo/prompts/compiler/math/layout/matrix.md	incerto	L5-V16-layout-math	OPEN
W118	V16	01_core/src/compiler/math/layout/mod.rs	304	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/math/layout/_comum.md	incerto	L5-V16-layout-math	OPEN
W119	V16	01_core/src/compiler/math/layout/mod.rs	737	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/compiler/math/layout/_comum.md	incerto	L5-V16-layout-math	OPEN
W120	V16	01_core/src/compiler/math/layout/spacing.rs	431	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/math/layout/spacing.md	incerto	L5-V16-layout-math	OPEN
W121	V16	01_core/src/compiler/math/layout/spacing.rs	440	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/math/layout/spacing.md	incerto	L5-V16-layout-math	OPEN
W122	V16	01_core/src/compiler/math/layout/tests.rs	3388	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/math/layout/tests.md	mecanico	L4-V16-testes	OPEN
W123	V16	01_core/src/compiler/math/layout/tests.rs	5964	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/math/layout/tests.md	mecanico	L4-V16-testes	OPEN
W124	V16	01_core/src/compiler/math/layout/tests.rs	6380	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/math/layout/tests.md	mecanico	L4-V16-testes	OPEN
W125	V16	01_core/src/compiler/math/layout/underover.rs	145	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/math/layout/underover.md	incerto	L5-V16-layout-math	OPEN
W126	V16	01_core/src/compiler/parse/math.rs	207	wildcard `_ =>` descarta informação com default neutro `return None` em enum de domínio	00_nucleo/prompts/compiler/parse/math.md	incerto	L5-V16-residual	OPEN
W127	V16	01_core/src/compiler/stdlib/calc.rs	179	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/stdlib/calc.md	incerto	L5-V16-stdlib	OPEN
W128	V16	01_core/src/compiler/stdlib/calc.rs	184	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/compiler/stdlib/calc.md	incerto	L5-V16-stdlib	OPEN
W129	V16	01_core/src/compiler/stdlib/calc.rs	227	"wildcard `_ =>` descarta informação em enum de domínio com `{ let b = coerce_to_f64(base, ""calc.pow() base"")?; let e`"	00_nucleo/prompts/compiler/stdlib/calc.md	incerto	L5-V16-stdlib	OPEN
W130	V16	01_core/src/compiler/stdlib/collections.rs	150	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/collections.md	incerto	L5-V16-stdlib	OPEN
W131	V16	01_core/src/compiler/stdlib/collections.rs	356	wildcard `_ =>` descarta informação com default neutro `return None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/collections.md	incerto	L5-V16-stdlib	OPEN
W132	V16	01_core/src/compiler/stdlib/collections.rs	1512	wildcard `_ =>` descarta informação com default neutro `return None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/collections.md	incerto	L5-V16-stdlib	OPEN
W133	V16	01_core/src/compiler/stdlib/figure_image.rs	39	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/figure_image.md	incerto	L5-V16-stdlib	OPEN
