fixture_id	pair	variant_nodes	unresolved	raster_nodes	role_urls	fallback_markers	transform_digest	product	status
S05-radial-luma	radial/luma	2	0	0	1	0	a50fd2486fedadf274debc9d72527e39063f94b58096ac4138a06d9557e5cf74	False	Preserved
S06-linear-oklch	linear/oklch	2	0	0	1	0	79f312ee910965b004fb0a3fb23602d7a5dd4aa1833a8deb3a1f55bb3bd58dfa	False	Preserved
S06-radial-oklch	radial/oklch	2	0	0	1	0	843ce16aa42a9222f1788c5e2dba8ba2b513ced2256cd71c7a04c9161fa8546f	False	Preserved
S06-linear-hsl	linear/hsl	2	0	0	1	0	d9142b27f54ab278a1fbe42f250c10057fa6555cf128ba98f3e111b63c8e8128	False	Preserved
S06-radial-hsl	radial/hsl	2	0	0	1	0	44d472d532378f82849fd308099c8d571a62c18ec4f6c9cba880559929b0d0dd	False	Preserved
S06-linear-hsv	linear/hsv	2	0	0	1	0	d7d2b3b0289cd5f6ad2e333a40b01a65cef9738b39ddf98947ac3f5730cb4f46	False	Preserved
S06-radial-hsv	radial/hsv	2	0	0	1	0	1d178629f9b2b50e54b5956a8586a76d358ab71be9e4906dbdcafdfa011d0ee2	False	Preserved
S06-linear-luma	linear/luma	2	0	0	1	0	a25d793383d5675a848ee20f04c39083c6903c9238ce24a5c6914484b65af036	False	Preserved
S06-radial-luma	radial/luma	2	0	0	1	0	77c4465ad9ad1a35d71e700b28bb9dfe08b2f0916a22f6db5df56ca4fe3d721e	False	Preserved
S07-linear-oklch	linear/oklch	2	0	0	1	0	9a9fe42c449cd2c71fa513d3fd4918e5dfb3e6c6a6fd9a378518a517031e7338	False	Preserved
S07-radial-oklch	radial/oklch	2	0	0	1	0	e93d06713f85da8677774731c46a826c55320c0d5bc92976dba6255ff4dfcf21	False	Preserved
S07-linear-hsl	linear/hsl	2	0	0	1	0	a480b1cb694e85729275a9306be332c54bde39b1148dc8ccc52a8b0171c37df6	False	Preserved
S07-radial-hsl	radial/hsl	2	0	0	1	0	40b1adae8c7aeee3aeaa65a5045fc40721d3e8bb6bc04e70cbe89586db676b0f	False	Preserved
S07-linear-hsv	linear/hsv	2	0	0	1	0	82a4456f14799378ad7e22b7960c00e5891a9ecfc122061521fce4bf67ce0b73	False	Preserved
S07-radial-hsv	radial/hsv	2	0	0	1	0	5ca238786df024b18fab091e7a211f941436ad08b3ba42e7cea7b88647ea037f	False	Preserved
S07-linear-luma	linear/luma	2	0	0	1	0	e092c0dae3b40e23f7e9b9a08a39370662e4410036315b7d14620b720255846e	False	Preserved
S07-radial-luma	radial/luma	2	0	0	1	0	9fe0a67d2bac13bafdfd5f0ecd6be01a76d3de83bff493c9f702ff6d65df417d	False	Preserved
S08-linear-oklch	linear/oklch	2	0	0	1	0	d92cce2339eb15c930a43dd264ecb1ca56c4de3ae0281b4a2fefca962b459017	False	Preserved
S08-radial-oklch	radial/oklch	2	0	0	1	0	1095c639b8448b2bfdad583008284523aaad29d2b5a61189c82d76085e255e47	False	Preserved
S08-linear-hsl	linear/hsl	2	0	0	1	0	8da0f5dff484925639006e1d2dea6965d3978db41a8648ffefd814db8628ccdd	False	Preserved
S08-radial-hsl	radial/hsl	2	0	0	1	0	42fc2b88d8969097107cb10860c2a508667787b4608958134e9a387c830292be	False	Preserved
S08-linear-hsv	linear/hsv	2	0	0	1	0	93d18af6a628f7dd919735e08490ac3c6e20fe2f49f79f992da7251d08702d2f	False	Preserved
S08-radial-hsv	radial/hsv	2	0	0	1	0	564e5247434b8dbb31dd69e0493ec7c04962c79a2becf6a2d4d81decd8349d6c	False	Preserved
S08-linear-luma	linear/luma	2	0	0	1	0	44ab247ab67c35d93472d33ad8c7dbff5e9eb45618bc83db1d8c6594bc335419	False	Preserved
S08-radial-luma	radial/luma	2	0	0	1	0	d623a4993525b33d02d608266dc91a832d13b2e7809941c6cb18c55587bc9767	False	Preserved
S09-linear-oklch	linear/oklch	2	0	0	1	0	0d03ae181d86cdc4db2883707d3d703418cb2eb16a2b1e009ff56dc0dcebba30	False	Preserved
S09-radial-oklch	radial/oklch	2	0	0	1	0	cf25960ab49cfa73ba3af9ed266052ea947a580d36c92e91d8b5e49d1f62af8a	False	Preserved
S09-linear-hsl	linear/hsl	2	0	0	1	0	f74a7f36fd3a1e732f735cc1e8e5fc57de08129a3d0ed2cad1873e2d9df89d08	False	Preserved
S09-radial-hsl	radial/hsl	2	0	0	1	0	e332a91df75d38bb74bdd5e454b093e7ca41b2dccad179a6d5be950b3e93ea14	False	Preserved
S09-linear-hsv	linear/hsv	2	0	0	1	0	bd00035de2fc2996f2aadf8a552260a20116dedbcd6dd2a8eae078c5b63273b8	False	Preserved
S09-radial-hsv	radial/hsv	2	0	0	1	0	6ed4733c2d40b1a0b64e849e6d5dc1e05d32fa7754d34b184ae7c68c8c3178ff	False	Preserved
S09-linear-luma	linear/luma	2	0	0	1	0	13926ddbe54efa1e0307d1f16d84111f51205ff0d18f08da666436c33109f7df	False	Preserved
S09-radial-luma	radial/luma	2	0	0	1	0	e08a343d3e684851d1cc309ee566ca53260196ecd24e0d5fd14c3d77e6fa9d94	False	Preserved
S10-linear-oklch	linear/oklch	2	0	0	1	0	65291abbaa2037b96b89b25fa9479205d16054046109a7d76f34c34d0459bddb	False	Preserved
S10-radial-oklch	radial/oklch	2	0	0	1	0	2cefdbbca768e98dbcd9da2f50e7382a2e6e131caa3a0defdb77f4383d63ce4e	False	Preserved
S10-linear-hsl	linear/hsl	2	0	0	1	0	eddcd196fc9846589ad52167224b4b2a45322bda24c0b4347563071c34a8c5c3	False	Preserved
S10-radial-hsl	radial/hsl	2	0	0	1	0	3e6580b2388c75ac24ba6727d978311dacc41670a49bc3ce7ef9e7477b06f8ef	False	Preserved
S10-linear-hsv	linear/hsv	2	0	0	1	0	79bea24b8ecc5a9f4e1e9f601b563bccf4c344f6492bc48c99aee0f32ff8c49f	False	Preserved
S10-radial-hsv	radial/hsv	2	0	0	1	0	98a50ca6d7cb5de4cd0da4d058eb232bf1fa26acaa1e85b871f8f9305d1f039a	False	Preserved
S10-linear-luma	linear/luma	2	0	0	1	0	b6ab81082b1e016c3a35dd424f264b1881e67848813a5784fcfb2d7af12488e1	False	Preserved
S10-radial-luma	radial/luma	2	0	0	1	0	c4cbb4464c2bbe8f65d775829584374a9f31f38c6b9d765ac49100df95c5e7c7	False	Preserved
S11-linear-oklch	linear/oklch	2	0	0	1	0	56523086536b1a51445084ea2190d740795c049006a8962a1adae93f79539ba7	False	Preserved
S11-radial-oklch	radial/oklch	2	0	0	1	0	b803da6d43b56f3a0d1ff0954f38048dcb7fc324eb04bb2da0ceb0145677d717	False	Preserved
S11-linear-hsl	linear/hsl	2	0	0	1	0	d8633450e93e9f2d03d3f2e6de36d332095d39f24c9030c9f6b3919c5ce5afcb	False	Preserved
S11-radial-hsl	radial/hsl	2	0	0	1	0	f545780d25efe3ce99068407ea1cae8541fafc9ec637fc8478f755eafa4e0c32	False	Preserved
S11-linear-hsv	linear/hsv	2	0	0	1	0	6ebd10ec71efb82031a3ff01c8644b0315289a1419abdbff0dea300abf5083ac	False	Preserved
S11-radial-hsv	radial/hsv	2	0	0	1	0	4a34a1149c7a019f1bcd53225a17d473ebd821d7906b1a633cf8b13609caa51c	False	Preserved
S11-linear-luma	linear/luma	2	0	0	1	0	323ef99f4e607d3404a18824ac90b27ae01929c114dfb538f2cd338f7b953221	False	Preserved
S11-radial-luma	radial/luma	2	0	0	1	0	21ef8b633f677871fc699000df5a570bfac6032ff8e6fed942d5d4614e595471	False	Preserved
S12-linear-oklch	linear/oklch	2	0	0	1	0	0e0e1317ce64595ce9bab7a6ead795a03245efeb0f0778fed37100d8f4f40371	False	Preserved
S12-radial-oklch	radial/oklch	2	0	0	1	0	d1db1c7d7a718b5f3ab1989915204cd9cfcc47bba3da6c3787b2b324248b76fb	False	Preserved
S12-linear-hsl	linear/hsl	2	0	0	1	0	ed69f2dd9be8abae6a81aa4a46607bf99355633a66d3c95d35fb5577cf0ae1ee	False	Preserved
S12-radial-hsl	radial/hsl	2	0	0	1	0	dc8718fb2b20aa5851b09131237acb8b5954800bad46707a3786154fceda0b1c	False	Preserved
S12-linear-hsv	linear/hsv	2	0	0	1	0	a610e7a5c0511348fd565129a6fb725dd95a2cdd009174bb1dc0dbca627647f3	False	Preserved
S12-radial-hsv	radial/hsv	2	0	0	1	0	5eafeda710ef997e0ec7409bea8431fedcac9ada6a3a51a08ed3c782f6db926f	False	Preserved
S12-linear-luma	linear/luma	2	0	0	1	0	1cf570f701c6dde74cdbf96a43b29df02d058e6b18284d7816f5972a30809a57	False	Preserved
S12-radial-luma	radial/luma	2	0	0	1	0	92e65f92cf004ce79f4d086c265a54a21c0758552039760ba3f6939c2f671c27	False	Preserved
S13-linear-oklch	linear/oklch	2	0	0	1	0	dd2edc44011218b7f915718fa17aabef23d6e2bf2ac70f91ece4d0e14376ba9c	False	Preserved
S13-radial-oklch	radial/oklch	2	0	0	1	0	778d5bf044185eb99e9f5a7bf867cbcb0b775cde19758b5064ce66388003ee2c	False	Preserved
S13-linear-hsl	linear/hsl	2	0	0	1	0	3cfe5dc83df6d47f2518b78949a7b33b4c4a2fb5291ee70ee2c20db6203d5149	False	Preserved
S13-radial-hsl	radial/hsl	2	0	0	1	0	9da7dda6978f560f4440e2bc48ba24d580db935cb257f3e41facc256ca57695d	False	Preserved
S13-linear-hsv	linear/hsv	2	0	0	1	0	e0e5a6315b039ed35a1489260bed95b9bbff97beae37c56c7cc82e1f4d4a0507	False	Preserved
S13-radial-hsv	radial/hsv	2	0	0	1	0	8b7a0762a1c52cb7cccc4246fd16e59645b45579b3e7bc35a15ef8e95420fcd2	False	Preserved
S13-linear-luma	linear/luma	2	0	0	1	0	281d031dc9dfa4a469e68ac934f0e62d3815e180a4dca23a73c2dbf4b08fd9c7	False	Preserved
S13-radial-luma	radial/luma	2	0	0	1	0	fdede55dd9887d8e807fb6ae694172d9df31f73e667ce8561de0d18a5be19543	False	Preserved
S14-linear-oklch	linear/oklch	2	0	0	1	0	37bf4931e9a333bddc5cc4a95e3f90034f3ec97e431220e03331b5998a809a60	False	Preserved
S14-radial-oklch	radial/oklch	2	0	0	1	0	0ef7e4025d7a7393155a97152c21a0d94f1f572fbef7f36e8397769900c3d13d	False	Preserved
S14-linear-hsl	linear/hsl	2	0	0	1	0	8a1fb73e79c4d65aaa36cf8261a875fb51ef1d11b9ae7f8f9a3027389edcc5c0	False	Preserved
S14-radial-hsl	radial/hsl	2	0	0	1	0	f5dc395e7402e435dc4b07fdfead2d0418935740aa3b5552dd3f1fd1a97ca56d	False	Preserved
S14-linear-hsv	linear/hsv	2	0	0	1	0	e45c6f0109b98727d11fe5adde93bb4022f0ca690a0bdf4eafc699fdcdfb4518	False	Preserved
S14-radial-hsv	radial/hsv	2	0	0	1	0	8ee3d758ac02176bf1c7c12ad325f06afb5b06042853d30bc580e81e0e5965e9	False	Preserved
S14-linear-luma	linear/luma	2	0	0	1	0	acd0f0153edbcc5b6ad184ca8d7bb8a9e1bcc59d6c3413620500c2ef32adf62f	False	Preserved
S14-radial-luma	radial/luma	2	0	0	1	0	2bd4e9c6a6dba687564957661c16bbc299435782b50d49b8f5a458b035e97da9	False	Preserved
S15-linear-oklch	linear/oklch	2	0	0	1	0	bd3002a5cb8566e8347fb6cb2183fac5ed9bedf8c185dafc3c2e17a2e57f4dd3	False	Preserved
S15-radial-oklch	radial/oklch	2	0	0	1	0	0dfe8a04d5d6d66af7400ad4b142e7b5e4154ae0692679dcb45859e00c0ecb3a	False	Preserved
S15-linear-hsl	linear/hsl	2	0	0	1	0	d6a442bbdabcd8d22dfa5daba64d03853fc63945efd2d9daf25f45b37ede1ca8	False	Preserved
S15-radial-hsl	radial/hsl	2	0	0	1	0	97c1b05bab0787ac044793ba55e59f8ec23f58e5e2bf9afeb5e81983f7199585	False	Preserved
S15-linear-hsv	linear/hsv	2	0	0	1	0	22ad4d6f1df87dde3fb805c519335adb21ee9f69de36623b1b39f3dcf442f542	False	Preserved
S15-radial-hsv	radial/hsv	2	0	0	1	0	e5eac55dd8f815c04762398665f94cf956a615a535176cd5d6d309010143b121	False	Preserved
S15-linear-luma	linear/luma	2	0	0	1	0	5a175174163f59760d773f2f875ce06341ddfce216990ea4505f8f1b67393855	False	Preserved
S15-radial-luma	radial/luma	2	0	0	1	0	57cb46d0e0a13d6f75269a2ec01c53c7e62881157790867f22a0cebdee54a1ff	False	Preserved
S16-linear-oklch	linear/oklch	2	0	0	1	0	1131e9c263d62fe2a993ab6ec3a155495a0e27dda7dd9df13da7e382573f261b	False	Preserved
S16-radial-oklch	radial/oklch	2	0	0	1	0	b85080fdcf2f7615d2896716deda35910766e6c78cadce7e0f5b62f92921167c	False	Preserved
S16-linear-hsl	linear/hsl	2	0	0	1	0	1e1b233702285df414a39fc4613ade9a9f456c74fba126308c1224c7f159d15a	False	Preserved
S16-radial-hsl	radial/hsl	2	0	0	1	0	ed1bf4d228d4bb88f3404c451c6fb8389125370e6f46545c4285919b2bef59aa	False	Preserved
S16-linear-hsv	linear/hsv	2	0	0	1	0	a39939b7043eb5c49aeec5a3bca6155e80f27387e1974ac736071ab50bdca362	False	Preserved
S16-radial-hsv	radial/hsv	2	0	0	1	0	b482f52a2b67f7565d8b7617c5687d5d7a2b4e175c5de79fac101d8bc702a3c5	False	Preserved
S16-linear-luma	linear/luma	2	0	0	1	0	d7252aec9fc898a0e635f81f392f708a5b03a5d019c93c1942028ff5fe4a0ef2	False	Preserved
S16-radial-luma	radial/luma	2	0	0	1	0	064a63dd16a0f62777f04cf51a40beb406161a38c667b2edf5cf8e672fc7fcaa	False	Preserved
S17-linear-oklch	linear/oklch	2	0	0	1	0	059187a849a0f3d39003fbf72f5519deeb50bae229d0a0a65e55afdf766014f8	False	Preserved
S17-radial-oklch	radial/oklch	2	0	0	1	0	37a74db4084579c0d88668b8c46ef6212d76f3bf531f02e66a4393d5c9870877	False	Preserved
S17-linear-hsl	linear/hsl	2	0	0	1	0	fc966e631cb71a6d2cab03531c3fb878d9179c72a820e21d4c8a1104fea1f298	False	Preserved
S17-radial-hsl	radial/hsl	2	0	0	1	0	820fcd41ef6112e39c05ac152f55bd03d67d26568d05dea3638e4b7918c6fe3b	False	Preserved
S17-linear-hsv	linear/hsv	2	0	0	1	0	40aa77747e715fb4293c222d3e571c2260986f6c18a526d0632df3864ea0b28d	False	Preserved
S17-radial-hsv	radial/hsv	2	0	0	1	0	b1ddd4ba319f80bce7f9681fad8c30c4040a44f3e215e3b85ed1e826014f875b	False	Preserved
S17-linear-luma	linear/luma	2	0	0	1	0	6d29b8075d4f05a2809eead21eeccd3cf6d8340b1baf5efa8d8f86497fe8900d	False	Preserved
S17-radial-luma	radial/luma	2	0	0	1	0	45053d08e5065d15c875db1bb5e1351d2b02e8a3ef1579a2fb4a6c70c47f2181	False	Preserved
S18-linear-oklch	linear/oklch	2	0	0	1	0	23f5a761ec543eb2db2af430ba41415b8c9cd8ba7f6a2b490cd54ea41b57f307	False	Preserved
S18-radial-oklch	radial/oklch	2	0	0	1	0	51ee5e51a0e740860c8efac465076378a8d91c211b9072b1b449a3b0eff3526d	False	Preserved
S18-linear-hsl	linear/hsl	2	0	0	1	0	ffb53d7c723644dfe393ba05544141b9d44174c1ce4233e500693213798b1609	False	Preserved
S18-radial-hsl	radial/hsl	2	0	0	1	0	9e4ad54f22f6e6bbe011581fb1a7f26fa58929ac5ee324402dbdc4ed8022f48c	False	Preserved
S18-linear-hsv	linear/hsv	2	0	0	1	0	20424bcce60151de5a1682d8d1b1830df1e7229981e077a2c08e585be2e24f1d	False	Preserved
S18-radial-hsv	radial/hsv	2	0	0	1	0	869a631d550c68b99ccc95e56b6311328995922e0eeab4dfe0512fe5d50a545f	False	Preserved
S18-linear-luma	linear/luma	2	0	0	1	0	e481772d439bd586dae14db876831c3e26340c383b6174251932689a2df65150	False	Preserved
S18-radial-luma	radial/luma	2	0	0	1	0	fda1e5e5251cf8b276b8ea8def58d7af127e557f2522c3f24b52bdb36abc92f1	False	Preserved
S19-linear-oklch	linear/oklch	2	0	0	1	0	002e0fc64b57157ae543c109c1a883dd5a1e9fbf92d5f96e6b7b4ec3cef007c0	False	Preserved
S19-radial-oklch	radial/oklch	2	0	0	1	0	bb03e6f60ead249839d2474920b9a7c9e5f4a36e981a152c8ec87c34618014d5	False	Preserved
S19-linear-hsl	linear/hsl	2	0	0	1	0	f60ed869300e469f63d5cd4413ae0a665ede6ebbb57b46a0bee0386bd21afe11	False	Preserved
S19-radial-hsl	radial/hsl	2	0	0	1	0	ed1ff80449c335bdbaa3c4e2a0514757de6b3a0afc319f4cc8efb40f1bad3c4f	False	Preserved
S19-linear-hsv	linear/hsv	2	0	0	1	0	426d2860855af58601041da0bd1cb2add18c156ee2005d7453c6b7a3cb0df1bb	False	Preserved
S19-radial-hsv	radial/hsv	2	0	0	1	0	6d1e487144938b1a45dd036163d2f574d6ffbb524d9c797cff14d042a3ac910c	False	Preserved
S19-linear-luma	linear/luma	2	0	0	1	0	d95071464d3704190e5adb4c9bccedda166711877abda7cb94526b1d1b471bef	False	Preserved
S19-radial-luma	radial/luma	2	0	0	1	0	ad0b73bc24adabda357544d2711c10fc0383053b6ca0f9544d27aaf8aa608995	False	Preserved
S20-linear-oklch	linear/oklch	2	0	0	1	0	66152ebd3335c2e9eb5893e201e1d6306ccf765a4708a835c9265ebf5788cc68	False	Preserved
S20-radial-oklch	radial/oklch	2	0	0	1	0	0866b56f1e1b1879a6745cd4bd0225a0c276581e0498d6857c576587250c0998	False	Preserved
S20-linear-hsl	linear/hsl	2	0	0	1	0	9856846500eb09b0d163a7bd5e934fffbf4fc2d0e3c25afba436ab10896fc0b0	False	Preserved
S20-radial-hsl	radial/hsl	2	0	0	1	0	b85893a2938a6c149c8550b4f3ff97142be771e6d8a9181beae6a95fc72c5ae6	False	Preserved
S20-linear-hsv	linear/hsv	2	0	0	1	0	a4df3afefb3e77ac4573771f4d3de9c06aa07681045dc28944701e6f034ae098	False	Preserved
S20-radial-hsv	radial/hsv	2	0	0	1	0	1a96446d5c91b04fd47f5828c877b93641feeb8de322b285cc05244273d8a14a	False	Preserved
S20-linear-luma	linear/luma	2	0	0	1	0	9a45052748c43af3290b2d4b9962dec77478fbf9f001460b3f7e5aff53c29cd5	False	Preserved
S20-radial-luma	radial/luma	2	0	0	1	0	9650aa81be8a01c14d1a14f5a6363eba8236119750c9c13d735f38a89598de13	False	Preserved
S21-linear-oklch	linear/oklch	2	0	0	1	0	7b119dee3b1351da46faa84cdc115e44103f44b139901c12a88979c75902b20f	False	Preserved
S21-radial-oklch	radial/oklch	2	0	0	1	0	d56eb215e4c3176174e1eee23efa3fdb510960e49db6887a77bc5e791545fafc	False	Preserved
S21-linear-hsl	linear/hsl	2	0	0	1	0	520574db252b20d1f71af3a9eb4b36a839c4d73d66fd724f0b745f56560b5776	False	Preserved
S21-radial-hsl	radial/hsl	2	0	0	1	0	3a1224ea3b90385138f2ab255292e29af4a40943185125842d9299eca79f11f7	False	Preserved
S21-linear-hsv	linear/hsv	2	0	0	1	0	2440d63ed433ee5b5e6c8ca0992070fa3ef911cc8ae815a8603728fc28b23e6a	False	Preserved
S21-radial-hsv	radial/hsv	2	0	0	1	0	0fbf24f3b8efaf4f0705ba24a46560a04f8424b156ff4d2edc7e4fb9d60c2d9a	False	Preserved
S21-linear-luma	linear/luma	2	0	0	1	0	c484d389120c64a23cf7d1f59da7579f9407941b451e092f6b062dc6492813bd	False	Preserved
S21-radial-luma	radial/luma	2	0	0	1	0	c5bf58239f62412975819f8fe3b923a3a0ada71ca22566c77a1e9aff7aa33d0c	False	Preserved
S22-linear-oklch	linear/oklch	2	0	0	1	0	4f83f536bddc387d2e4975f20426fd0eeec2eef9b1ff2ef5bef74504e966b65c	False	Preserved
S22-radial-oklch	radial/oklch	2	0	0	1	0	747893fd263a9be0a7d53796d6f1a188efeee5b380cbaf6f22c75a179947606b	False	Preserved
S22-linear-hsl	linear/hsl	2	0	0	1	0	59e6dc4bc16a1a5e09a972d82b93d6b494dd6ab6ab2f65200320315e4053fd10	False	Preserved
S22-radial-hsl	radial/hsl	2	0	0	1	0	ab8408e6507c96cfacb855bfd27d37564dbebd12e7e43bf8638dff06f888d227	False	Preserved
S22-linear-hsv	linear/hsv	2	0	0	1	0	7de3f4df116f569cae37df7e11b67ffcb316fe77a673db013ef09c165abd7867	False	Preserved
S22-radial-hsv	radial/hsv	2	0	0	1	0	67ded24aefb91e48a19a4530e29b33342a5593563030b667d1bcc708ff89da12	False	Preserved
S22-linear-luma	linear/luma	2	0	0	1	0	820a0a64db090509cf65ff6e37f359a9f5417228d256c07ceb5baf39c0e87c5a	False	Preserved
S22-radial-luma	radial/luma	2	0	0	1	0	df40bd56b076a51d46210192454d30c1ca5876cca901caed5c874ea366055e49	False	Preserved
S23-linear-oklch	linear/oklch	2	0	0	1	0	5a30ee61e5bf9e7c3b39efe66dd289e50c8e9d808cc0e5aaa17000069520e765	False	Preserved
S23-radial-oklch	radial/oklch	2	0	0	1	0	64f96f67e99994cacc1f73b5e1966155aeee65305859b6c95001e6a826412535	False	Preserved
S23-linear-hsl	linear/hsl	2	0	0	1	0	ed4a1894697cd7954a0c1201313579df9b4df7672d12e21cf906f65fbf8765b0	False	Preserved
S23-radial-hsl	radial/hsl	2	0	0	1	0	24430a3d77023dd1f5fcc0632b960c7f6ec26fd7ec70a02bec051a34f3a2969d	False	Preserved
S23-linear-hsv	linear/hsv	2	0	0	1	0	42ebf4f853b9d097ff09e903fa910f0ab67e5e7f5b08fa14c10f89bd54b97e06	False	Preserved
S23-radial-hsv	radial/hsv	2	0	0	1	0	cb30a2bdd8d5415dd40a2347cc1a0475ef2acfcd72cb6a5f46e401b17592785f	False	Preserved
