phase	fixture_id	pair	direct_digest	observed_digest	status
inverse	S20-radial-linear-rgb	radial/linear-rgb	9ec5753c5ef65abf7e620f2f82fc739d2e67d67e53f4afb2fd9622a4ab56b863	9ec5753c5ef65abf7e620f2f82fc739d2e67d67e53f4afb2fd9622a4ab56b863	Preserved
inverse	S20-linear-linear-rgb	linear/linear-rgb	4e3c4dd12d7ca3bb0e145f80dcc224c9e7e64729266e69fea3332886fec82bb7	4e3c4dd12d7ca3bb0e145f80dcc224c9e7e64729266e69fea3332886fec82bb7	Preserved
inverse	S20-radial-oklab	radial/oklab	5d09bd2afaf76c77ce7030573814f44245758d0e0c7e143de3048613d0bf26db	5d09bd2afaf76c77ce7030573814f44245758d0e0c7e143de3048613d0bf26db	Preserved
inverse	S20-linear-oklab	linear/oklab	d6eb062f3a357321a4dae919a80da14263b855450bd326d6282613add981d29a	d6eb062f3a357321a4dae919a80da14263b855450bd326d6282613add981d29a	Preserved
inverse	S19-radial-linear-rgb	radial/linear-rgb	7ef37473de05a32ba46ab1c61303e93223a7687eab85b61f25d91af5f0e99c7b	7ef37473de05a32ba46ab1c61303e93223a7687eab85b61f25d91af5f0e99c7b	Preserved
inverse	S19-linear-linear-rgb	linear/linear-rgb	64bda5d518fc8aed2f93ee8f85952733a0b34d139f169df4d6f9b84fd3eb9af2	64bda5d518fc8aed2f93ee8f85952733a0b34d139f169df4d6f9b84fd3eb9af2	Preserved
inverse	S19-radial-oklab	radial/oklab	aedf93892c1325f6553de1f0f35260428eaceec13d6fe430300a2cd91b5e16c5	aedf93892c1325f6553de1f0f35260428eaceec13d6fe430300a2cd91b5e16c5	Preserved
inverse	S19-linear-oklab	linear/oklab	ad1b5dcf84daae03099fb1079cbf260bafd3b451325099d41364d8bcc3ecf44d	ad1b5dcf84daae03099fb1079cbf260bafd3b451325099d41364d8bcc3ecf44d	Preserved
inverse	S18-radial-linear-rgb	radial/linear-rgb	7c75be9cb292285bf54de67a7c4188c0a15f1ffb201f04071fdcce207783823e	7c75be9cb292285bf54de67a7c4188c0a15f1ffb201f04071fdcce207783823e	Preserved
inverse	S18-linear-linear-rgb	linear/linear-rgb	ef47c2dc803141edf855e4a4b8dbdd05e61c632209b4df37ace59c60070725fe	ef47c2dc803141edf855e4a4b8dbdd05e61c632209b4df37ace59c60070725fe	Preserved
inverse	S18-radial-oklab	radial/oklab	39a8f68ff36debb3adf99c4d529213015edd7e75e4b436e8d3ec86984b081e1b	39a8f68ff36debb3adf99c4d529213015edd7e75e4b436e8d3ec86984b081e1b	Preserved
inverse	S18-linear-oklab	linear/oklab	e118e934d6a090466b91c27052251b68593b4fd063c96f5768aec0128f71a9ea	e118e934d6a090466b91c27052251b68593b4fd063c96f5768aec0128f71a9ea	Preserved
inverse	S17-radial-linear-rgb	radial/linear-rgb	ba56b9ae8dbcce8bde9a4c40e5aa1525745f6cb477f4502ef45be04063da4094	ba56b9ae8dbcce8bde9a4c40e5aa1525745f6cb477f4502ef45be04063da4094	Preserved
inverse	S17-linear-linear-rgb	linear/linear-rgb	ee09abdfb7a118080d8a67a573d7a818a98b9cc639ddbda8acb474303de86fce	ee09abdfb7a118080d8a67a573d7a818a98b9cc639ddbda8acb474303de86fce	Preserved
inverse	S17-radial-oklab	radial/oklab	f4fcb7054b1e5f0be1436ff65569a96417a6372bb96394c93e9ad1d1728aee3c	f4fcb7054b1e5f0be1436ff65569a96417a6372bb96394c93e9ad1d1728aee3c	Preserved
inverse	S17-linear-oklab	linear/oklab	e607e833a99fbe6409fc1bc714004192f53f40a5eb9b1978df5f011314f8a329	e607e833a99fbe6409fc1bc714004192f53f40a5eb9b1978df5f011314f8a329	Preserved
inverse	S16-radial-linear-rgb	radial/linear-rgb	800be002209bf1cca447b25037b929a7f6f73ba963696716b8882aa97e699760	800be002209bf1cca447b25037b929a7f6f73ba963696716b8882aa97e699760	Preserved
inverse	S16-linear-linear-rgb	linear/linear-rgb	50ded975e070851e635115f9bb41b80b1617ac772fcb48353fb0014d4e89458b	50ded975e070851e635115f9bb41b80b1617ac772fcb48353fb0014d4e89458b	Preserved
inverse	S16-radial-oklab	radial/oklab	9784faae600efff3e47e3894b00bc39c4baba9e28441b56cd7703cefd330652f	9784faae600efff3e47e3894b00bc39c4baba9e28441b56cd7703cefd330652f	Preserved
inverse	S16-linear-oklab	linear/oklab	0f4a5d90764290448b022a954eeba111e3b0dccfbcc54ec0d92626176055d927	0f4a5d90764290448b022a954eeba111e3b0dccfbcc54ec0d92626176055d927	Preserved
inverse	S15-radial-linear-rgb	radial/linear-rgb	05391d67e22f49f685350d8a46eb3b4efabd2427877c7224c275efb67ec7c2c2	05391d67e22f49f685350d8a46eb3b4efabd2427877c7224c275efb67ec7c2c2	Preserved
inverse	S15-linear-linear-rgb	linear/linear-rgb	59ae5de5a85602795a4b727ad7de3c15a93506db4ff091e648aaf5103a8824b7	59ae5de5a85602795a4b727ad7de3c15a93506db4ff091e648aaf5103a8824b7	Preserved
inverse	S15-radial-oklab	radial/oklab	b45bd76691056d0ce47b6a5a1db9c3e2afdcd3d2092a164e7598582fa09379f7	b45bd76691056d0ce47b6a5a1db9c3e2afdcd3d2092a164e7598582fa09379f7	Preserved
inverse	S15-linear-oklab	linear/oklab	0afe27a2a93c94c58d11a6df5d344bf1e28360e94c639af82cc9a1092f3de5e5	0afe27a2a93c94c58d11a6df5d344bf1e28360e94c639af82cc9a1092f3de5e5	Preserved
inverse	S14-radial-linear-rgb	radial/linear-rgb	9720340f1bbd8c0205cd44f05b547744206f72b63d41cff3189763b5b4d96950	9720340f1bbd8c0205cd44f05b547744206f72b63d41cff3189763b5b4d96950	Preserved
inverse	S14-linear-linear-rgb	linear/linear-rgb	9eb38012ee550a3ca2360c96aa7a50a467296b6bae485f37411e1f1285119a3e	9eb38012ee550a3ca2360c96aa7a50a467296b6bae485f37411e1f1285119a3e	Preserved
inverse	S14-radial-oklab	radial/oklab	5fd3990a8ee3cbdcd6822d5885fac7edbfbcfcf54c97bde6deb98d5e71409900	5fd3990a8ee3cbdcd6822d5885fac7edbfbcfcf54c97bde6deb98d5e71409900	Preserved
inverse	S14-linear-oklab	linear/oklab	cde9eeb9fa809c9ba6aa97e26675a52cbf919ff4df8893c0cc8231b35456cd81	cde9eeb9fa809c9ba6aa97e26675a52cbf919ff4df8893c0cc8231b35456cd81	Preserved
inverse	S13-radial-linear-rgb	radial/linear-rgb	0fd46b6ff5ba11c834356c0eae0d5657a0a7127dae79a59fb7b003e36c249760	0fd46b6ff5ba11c834356c0eae0d5657a0a7127dae79a59fb7b003e36c249760	Preserved
inverse	S13-linear-linear-rgb	linear/linear-rgb	4dbdcee4f283a05afe75fc9bce14f5d498f9d420f629e53b3719649572a1054b	4dbdcee4f283a05afe75fc9bce14f5d498f9d420f629e53b3719649572a1054b	Preserved
inverse	S13-radial-oklab	radial/oklab	12532e63d6ff82dcde63249134f26a05c270f4a98844e2aae5f343e0a1a9727a	12532e63d6ff82dcde63249134f26a05c270f4a98844e2aae5f343e0a1a9727a	Preserved
inverse	S13-linear-oklab	linear/oklab	b1e12d42cc6f17ab4393e191d55ee07adad7c5316b296d95746d348579347825	b1e12d42cc6f17ab4393e191d55ee07adad7c5316b296d95746d348579347825	Preserved
inverse	S12-radial-linear-rgb	radial/linear-rgb	01334bea9be0fe7ed4cbe11201b640536a28af0c2ee48eb6bce45bf5a641877f	01334bea9be0fe7ed4cbe11201b640536a28af0c2ee48eb6bce45bf5a641877f	Preserved
inverse	S12-linear-linear-rgb	linear/linear-rgb	2167ad924dcc931d6c36cfa3735ef8c3de28104ce796104d1a90758defda4724	2167ad924dcc931d6c36cfa3735ef8c3de28104ce796104d1a90758defda4724	Preserved
inverse	S12-radial-oklab	radial/oklab	5900ae4ba31456f7caa8c28a23c8d18554ff3c25fdd99da848effab3ffdc1e8d	5900ae4ba31456f7caa8c28a23c8d18554ff3c25fdd99da848effab3ffdc1e8d	Preserved
inverse	S12-linear-oklab	linear/oklab	d674492f41ff406e88a4163a17dac072cc10b2ffed279499b15e7f785187ddf3	d674492f41ff406e88a4163a17dac072cc10b2ffed279499b15e7f785187ddf3	Preserved
inverse	S11-radial-linear-rgb	radial/linear-rgb	53b185314f23b81f301c9d7b0add251647413a98545bfb7c2a664fc84cd15439	53b185314f23b81f301c9d7b0add251647413a98545bfb7c2a664fc84cd15439	Preserved
inverse	S11-linear-linear-rgb	linear/linear-rgb	4ee8924b955b9b0f22fa93456c1819e67daed468484f22cf7405b5f7860ac258	4ee8924b955b9b0f22fa93456c1819e67daed468484f22cf7405b5f7860ac258	Preserved
inverse	S11-radial-oklab	radial/oklab	e992c150a73212df31f447168a285a32838d247678c68238d96f83badd9d6350	e992c150a73212df31f447168a285a32838d247678c68238d96f83badd9d6350	Preserved
inverse	S11-linear-oklab	linear/oklab	512e080f55a24252489a492be829fc7216b9380fa8349050bb5fc6bf69695d92	512e080f55a24252489a492be829fc7216b9380fa8349050bb5fc6bf69695d92	Preserved
inverse	S10-radial-linear-rgb	radial/linear-rgb	4400357cd03702255bd5f23ff3783c893acb2441e3b8d8f1c976c4eff7f6f821	4400357cd03702255bd5f23ff3783c893acb2441e3b8d8f1c976c4eff7f6f821	Preserved
inverse	S10-linear-linear-rgb	linear/linear-rgb	c4609114724785aba32c168f3a010de618b1665713abb959f60492c15a9873b6	c4609114724785aba32c168f3a010de618b1665713abb959f60492c15a9873b6	Preserved
inverse	S10-radial-oklab	radial/oklab	f606378175b7a3186efa784374fa769d3c2f30c7c7464eedefc9e2602052ed9a	f606378175b7a3186efa784374fa769d3c2f30c7c7464eedefc9e2602052ed9a	Preserved
inverse	S10-linear-oklab	linear/oklab	6601eb0b58a4b005b18acecddaf41e2bbcc0b7adf88fcf4eb3c626cb05708d75	6601eb0b58a4b005b18acecddaf41e2bbcc0b7adf88fcf4eb3c626cb05708d75	Preserved
inverse	S09-radial-linear-rgb	radial/linear-rgb	e38777b557654e572bf44e5d613a3356acdb9aab0892bf8b207a8e7df0a0f604	e38777b557654e572bf44e5d613a3356acdb9aab0892bf8b207a8e7df0a0f604	Preserved
inverse	S09-linear-linear-rgb	linear/linear-rgb	b9eb3d9ba639bf1ca649868fcef76140f41679c0695002266debec3da8a442f0	b9eb3d9ba639bf1ca649868fcef76140f41679c0695002266debec3da8a442f0	Preserved
inverse	S09-radial-oklab	radial/oklab	369db67112ad8d1da509ed53c0f92d92685a20d690e2d558b61127580b02fae3	369db67112ad8d1da509ed53c0f92d92685a20d690e2d558b61127580b02fae3	Preserved
inverse	S09-linear-oklab	linear/oklab	622e3ab50f5cd22cb1acfb8ed21bc41810e97c1e8ed2251b7ae69a4b4e82edc4	622e3ab50f5cd22cb1acfb8ed21bc41810e97c1e8ed2251b7ae69a4b4e82edc4	Preserved
inverse	S08-radial-linear-rgb	radial/linear-rgb	74efade68bcef8e89bc87a715a7875e1c350dc63d93d55287eda855bde63af85	74efade68bcef8e89bc87a715a7875e1c350dc63d93d55287eda855bde63af85	Preserved
inverse	S08-linear-linear-rgb	linear/linear-rgb	eca67bf94f806b639df3209d5f4893d65c1eb7012c75f7680de42264869a8196	eca67bf94f806b639df3209d5f4893d65c1eb7012c75f7680de42264869a8196	Preserved
inverse	S08-radial-oklab	radial/oklab	94c2fb2e72d02c7f957efa5d6b23b21a9ccea833984d2ff7c50031132acd0725	94c2fb2e72d02c7f957efa5d6b23b21a9ccea833984d2ff7c50031132acd0725	Preserved
inverse	S08-linear-oklab	linear/oklab	92dd25ae111b89a2f726532061bd0bb33e9bd67bf2dbfac382d483565516d1df	92dd25ae111b89a2f726532061bd0bb33e9bd67bf2dbfac382d483565516d1df	Preserved
inverse	S07-radial-linear-rgb	radial/linear-rgb	3338affba5987d7ea661fa3b1acaf0ad097fea4832a7ec535836fc9a34c04cfa	3338affba5987d7ea661fa3b1acaf0ad097fea4832a7ec535836fc9a34c04cfa	Preserved
inverse	S07-linear-linear-rgb	linear/linear-rgb	9453b641a442d68b7360f51dc74b4056b4073b5cdc7957d00fe31844c34c1809	9453b641a442d68b7360f51dc74b4056b4073b5cdc7957d00fe31844c34c1809	Preserved
inverse	S07-radial-oklab	radial/oklab	21dce1727a640dd3ead55563362f4e7901347842c46e9e5ebba5d4f9fe3f9b26	21dce1727a640dd3ead55563362f4e7901347842c46e9e5ebba5d4f9fe3f9b26	Preserved
inverse	S07-linear-oklab	linear/oklab	2023970bc884d38bd1878358f9174e51738bc6c5a55e5847b520782e7b483bc0	2023970bc884d38bd1878358f9174e51738bc6c5a55e5847b520782e7b483bc0	Preserved
inverse	S06-radial-linear-rgb	radial/linear-rgb	0e64865333d378b5d6b12c61ec616b96653ed0a7a0eb06e82167ba03389b6919	0e64865333d378b5d6b12c61ec616b96653ed0a7a0eb06e82167ba03389b6919	Preserved
inverse	S06-linear-linear-rgb	linear/linear-rgb	908cab64f2d45c87bb184c9f6e841a6b45e12f7f2149ed75fe193d2969b52381	908cab64f2d45c87bb184c9f6e841a6b45e12f7f2149ed75fe193d2969b52381	Preserved
inverse	S06-radial-oklab	radial/oklab	b1f48099ccef82463787850c73fd5bfeaaf546910c46e4727ea2157ec196c530	b1f48099ccef82463787850c73fd5bfeaaf546910c46e4727ea2157ec196c530	Preserved
inverse	S06-linear-oklab	linear/oklab	80ade76930b9e3b530177ccf229e21a15939d103892b9ccd2b1cba37527e67b1	80ade76930b9e3b530177ccf229e21a15939d103892b9ccd2b1cba37527e67b1	Preserved
inverse	S05-radial-linear-rgb	radial/linear-rgb	3dc1c6e9a48a057a59dc864e41ac1df79126ff97fd6976f63091a92c03ab30c7	3dc1c6e9a48a057a59dc864e41ac1df79126ff97fd6976f63091a92c03ab30c7	Preserved
inverse	S05-linear-linear-rgb	linear/linear-rgb	c79427e0f778b5977b7d6b5c8d92cccde682a5867fc5befe9b95225e837f487b	c79427e0f778b5977b7d6b5c8d92cccde682a5867fc5befe9b95225e837f487b	Preserved
inverse	S05-radial-oklab	radial/oklab	9a313c90e0e2b4ff793eceddb32d6ab8a9c604ce7055104629453a96c725a1e8	9a313c90e0e2b4ff793eceddb32d6ab8a9c604ce7055104629453a96c725a1e8	Preserved
inverse	S05-linear-oklab	linear/oklab	6a5239be7c09062ca3be8a6646c7cc23b8bc2a7f37f5841a74436e3c880d3289	6a5239be7c09062ca3be8a6646c7cc23b8bc2a7f37f5841a74436e3c880d3289	Preserved
inverse	S04-radial-linear-rgb	radial/linear-rgb	3b0b8798feedce0f4a113dacb47902f959cb86da809a8379b692149f66c92dfc	3b0b8798feedce0f4a113dacb47902f959cb86da809a8379b692149f66c92dfc	Preserved
inverse	S04-linear-linear-rgb	linear/linear-rgb	bb5108be48855ff687efeed5f3d05a01081a1df750d83365774bed9e3b335624	bb5108be48855ff687efeed5f3d05a01081a1df750d83365774bed9e3b335624	Preserved
inverse	S04-radial-oklab	radial/oklab	bbd25a98d9cd3bd0f353c3adb891ed430a298c846a4a9e14145610fe71a2577f	bbd25a98d9cd3bd0f353c3adb891ed430a298c846a4a9e14145610fe71a2577f	Preserved
inverse	S04-linear-oklab	linear/oklab	d39b4bc4e0313225a9071f6c2cc59de6c7589d6faa3b464408af64e0a4a494ba	d39b4bc4e0313225a9071f6c2cc59de6c7589d6faa3b464408af64e0a4a494ba	Preserved
inverse	S03-radial-linear-rgb	radial/linear-rgb	e86837dac35dc09e1fd002af06a11d916a9b597b5e559e4e2b93398b87cc0d4b	e86837dac35dc09e1fd002af06a11d916a9b597b5e559e4e2b93398b87cc0d4b	Preserved
inverse	S03-linear-linear-rgb	linear/linear-rgb	8be3e1364c191ecfeb660b41379644804c39e3007d025c6242f37b508a6de493	8be3e1364c191ecfeb660b41379644804c39e3007d025c6242f37b508a6de493	Preserved
inverse	S03-radial-oklab	radial/oklab	0ded9343cc5dc0ac8a9a91a00fddf5fac953b814767d6f490826a174bebd6af5	0ded9343cc5dc0ac8a9a91a00fddf5fac953b814767d6f490826a174bebd6af5	Preserved
inverse	S03-linear-oklab	linear/oklab	8b5ebc56822f719b026657d036c8f4571911e203aa353b9bdf264eab0853227f	8b5ebc56822f719b026657d036c8f4571911e203aa353b9bdf264eab0853227f	Preserved
inverse	S02-radial-linear-rgb	radial/linear-rgb	9443ee9b04a279491a85a840ccf49419c42ad0c0c7a4a74b8b349e1034fa2c7b	9443ee9b04a279491a85a840ccf49419c42ad0c0c7a4a74b8b349e1034fa2c7b	Preserved
inverse	S02-linear-linear-rgb	linear/linear-rgb	a106ad044056172863513ebae2c6c29dc6f02b490f9af455bedb83e8ce43ae4c	a106ad044056172863513ebae2c6c29dc6f02b490f9af455bedb83e8ce43ae4c	Preserved
inverse	S02-radial-oklab	radial/oklab	ce1506201ca7ad70499fbcd20c383373af79d8f33778ab0af2ee8bf2568f5972	ce1506201ca7ad70499fbcd20c383373af79d8f33778ab0af2ee8bf2568f5972	Preserved
inverse	S02-linear-oklab	linear/oklab	42f06152297c6869be146a9d06016296f02e9e0a612f2aeab05cbf7cfcc7399d	42f06152297c6869be146a9d06016296f02e9e0a612f2aeab05cbf7cfcc7399d	Preserved
inverse	S01-radial-linear-rgb	radial/linear-rgb	0607c2b56747b02f19a77c59314fda7d6b348cdfd72dfbf8380cdfbc02d40c11	0607c2b56747b02f19a77c59314fda7d6b348cdfd72dfbf8380cdfbc02d40c11	Preserved
inverse	S01-linear-linear-rgb	linear/linear-rgb	f7387025dc390c3eb17863ae8d0acf02d40e3460bc4cc283aa6a813dc3f2fd21	f7387025dc390c3eb17863ae8d0acf02d40e3460bc4cc283aa6a813dc3f2fd21	Preserved
inverse	S01-radial-oklab	radial/oklab	04aea46b745e4236c9558b8b6164865453b3d9a1db01a428d58385be2fbccd9a	04aea46b745e4236c9558b8b6164865453b3d9a1db01a428d58385be2fbccd9a	Preserved
inverse	S01-linear-oklab	linear/oklab	904e0d388dfc9c0adf47fba8432986dab9f23188fdf6d32c50390faa784ff0b0	904e0d388dfc9c0adf47fba8432986dab9f23188fdf6d32c50390faa784ff0b0	Preserved
repeat	S01-linear-oklab	linear/oklab	904e0d388dfc9c0adf47fba8432986dab9f23188fdf6d32c50390faa784ff0b0	904e0d388dfc9c0adf47fba8432986dab9f23188fdf6d32c50390faa784ff0b0	Preserved
repeat	S01-radial-oklab	radial/oklab	04aea46b745e4236c9558b8b6164865453b3d9a1db01a428d58385be2fbccd9a	04aea46b745e4236c9558b8b6164865453b3d9a1db01a428d58385be2fbccd9a	Preserved
repeat	S01-linear-linear-rgb	linear/linear-rgb	f7387025dc390c3eb17863ae8d0acf02d40e3460bc4cc283aa6a813dc3f2fd21	f7387025dc390c3eb17863ae8d0acf02d40e3460bc4cc283aa6a813dc3f2fd21	Preserved
repeat	S01-radial-linear-rgb	radial/linear-rgb	0607c2b56747b02f19a77c59314fda7d6b348cdfd72dfbf8380cdfbc02d40c11	0607c2b56747b02f19a77c59314fda7d6b348cdfd72dfbf8380cdfbc02d40c11	Preserved
repeat	S02-linear-oklab	linear/oklab	42f06152297c6869be146a9d06016296f02e9e0a612f2aeab05cbf7cfcc7399d	42f06152297c6869be146a9d06016296f02e9e0a612f2aeab05cbf7cfcc7399d	Preserved
repeat	S02-radial-oklab	radial/oklab	ce1506201ca7ad70499fbcd20c383373af79d8f33778ab0af2ee8bf2568f5972	ce1506201ca7ad70499fbcd20c383373af79d8f33778ab0af2ee8bf2568f5972	Preserved
repeat	S02-linear-linear-rgb	linear/linear-rgb	a106ad044056172863513ebae2c6c29dc6f02b490f9af455bedb83e8ce43ae4c	a106ad044056172863513ebae2c6c29dc6f02b490f9af455bedb83e8ce43ae4c	Preserved
repeat	S02-radial-linear-rgb	radial/linear-rgb	9443ee9b04a279491a85a840ccf49419c42ad0c0c7a4a74b8b349e1034fa2c7b	9443ee9b04a279491a85a840ccf49419c42ad0c0c7a4a74b8b349e1034fa2c7b	Preserved
repeat	S03-linear-oklab	linear/oklab	8b5ebc56822f719b026657d036c8f4571911e203aa353b9bdf264eab0853227f	8b5ebc56822f719b026657d036c8f4571911e203aa353b9bdf264eab0853227f	Preserved
repeat	S03-radial-oklab	radial/oklab	0ded9343cc5dc0ac8a9a91a00fddf5fac953b814767d6f490826a174bebd6af5	0ded9343cc5dc0ac8a9a91a00fddf5fac953b814767d6f490826a174bebd6af5	Preserved
repeat	S03-linear-linear-rgb	linear/linear-rgb	8be3e1364c191ecfeb660b41379644804c39e3007d025c6242f37b508a6de493	8be3e1364c191ecfeb660b41379644804c39e3007d025c6242f37b508a6de493	Preserved
repeat	S03-radial-linear-rgb	radial/linear-rgb	e86837dac35dc09e1fd002af06a11d916a9b597b5e559e4e2b93398b87cc0d4b	e86837dac35dc09e1fd002af06a11d916a9b597b5e559e4e2b93398b87cc0d4b	Preserved
repeat	S04-linear-oklab	linear/oklab	d39b4bc4e0313225a9071f6c2cc59de6c7589d6faa3b464408af64e0a4a494ba	d39b4bc4e0313225a9071f6c2cc59de6c7589d6faa3b464408af64e0a4a494ba	Preserved
repeat	S04-radial-oklab	radial/oklab	bbd25a98d9cd3bd0f353c3adb891ed430a298c846a4a9e14145610fe71a2577f	bbd25a98d9cd3bd0f353c3adb891ed430a298c846a4a9e14145610fe71a2577f	Preserved
repeat	S04-linear-linear-rgb	linear/linear-rgb	bb5108be48855ff687efeed5f3d05a01081a1df750d83365774bed9e3b335624	bb5108be48855ff687efeed5f3d05a01081a1df750d83365774bed9e3b335624	Preserved
repeat	S04-radial-linear-rgb	radial/linear-rgb	3b0b8798feedce0f4a113dacb47902f959cb86da809a8379b692149f66c92dfc	3b0b8798feedce0f4a113dacb47902f959cb86da809a8379b692149f66c92dfc	Preserved
repeat	S05-linear-oklab	linear/oklab	6a5239be7c09062ca3be8a6646c7cc23b8bc2a7f37f5841a74436e3c880d3289	6a5239be7c09062ca3be8a6646c7cc23b8bc2a7f37f5841a74436e3c880d3289	Preserved
repeat	S05-radial-oklab	radial/oklab	9a313c90e0e2b4ff793eceddb32d6ab8a9c604ce7055104629453a96c725a1e8	9a313c90e0e2b4ff793eceddb32d6ab8a9c604ce7055104629453a96c725a1e8	Preserved
repeat	S05-linear-linear-rgb	linear/linear-rgb	c79427e0f778b5977b7d6b5c8d92cccde682a5867fc5befe9b95225e837f487b	c79427e0f778b5977b7d6b5c8d92cccde682a5867fc5befe9b95225e837f487b	Preserved
repeat	S05-radial-linear-rgb	radial/linear-rgb	3dc1c6e9a48a057a59dc864e41ac1df79126ff97fd6976f63091a92c03ab30c7	3dc1c6e9a48a057a59dc864e41ac1df79126ff97fd6976f63091a92c03ab30c7	Preserved
repeat	S06-linear-oklab	linear/oklab	80ade76930b9e3b530177ccf229e21a15939d103892b9ccd2b1cba37527e67b1	80ade76930b9e3b530177ccf229e21a15939d103892b9ccd2b1cba37527e67b1	Preserved
repeat	S06-radial-oklab	radial/oklab	b1f48099ccef82463787850c73fd5bfeaaf546910c46e4727ea2157ec196c530	b1f48099ccef82463787850c73fd5bfeaaf546910c46e4727ea2157ec196c530	Preserved
repeat	S06-linear-linear-rgb	linear/linear-rgb	908cab64f2d45c87bb184c9f6e841a6b45e12f7f2149ed75fe193d2969b52381	908cab64f2d45c87bb184c9f6e841a6b45e12f7f2149ed75fe193d2969b52381	Preserved
repeat	S06-radial-linear-rgb	radial/linear-rgb	0e64865333d378b5d6b12c61ec616b96653ed0a7a0eb06e82167ba03389b6919	0e64865333d378b5d6b12c61ec616b96653ed0a7a0eb06e82167ba03389b6919	Preserved
repeat	S07-linear-oklab	linear/oklab	2023970bc884d38bd1878358f9174e51738bc6c5a55e5847b520782e7b483bc0	2023970bc884d38bd1878358f9174e51738bc6c5a55e5847b520782e7b483bc0	Preserved
repeat	S07-radial-oklab	radial/oklab	21dce1727a640dd3ead55563362f4e7901347842c46e9e5ebba5d4f9fe3f9b26	21dce1727a640dd3ead55563362f4e7901347842c46e9e5ebba5d4f9fe3f9b26	Preserved
repeat	S07-linear-linear-rgb	linear/linear-rgb	9453b641a442d68b7360f51dc74b4056b4073b5cdc7957d00fe31844c34c1809	9453b641a442d68b7360f51dc74b4056b4073b5cdc7957d00fe31844c34c1809	Preserved
