fixture_id	pair	metric	candidate_observed	vanilla_frozen	allowed_slack	effective_limit	excess	status
S03-linear-oklab	linear/oklab	color_p95	0.0024787589463348054	0.0024961400915437834	0.000001	0.0024971400915437835	0	Preserved
S03-linear-oklab	linear/oklab	alpha_max	0.0024418849571073986	0.0024418849571078427	0.000001	0.0024428849571078428	0	Preserved
S03-linear-oklab	linear/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S03-radial-oklab	radial/oklab	color_max	0.015535275288769827	0.015535274612448377	0.000001	0.015536274612448376	0	Preserved
S03-radial-oklab	radial/oklab	color_p95	0.0024787589463348054	0.0024961400915437834	0.000001	0.0024971400915437835	0	Preserved
S03-radial-oklab	radial/oklab	alpha_max	0.0024418849571073986	0.0024418849571078427	0.000001	0.0024428849571078428	0	Preserved
S03-radial-oklab	radial/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S03-linear-linear-rgb	linear/linear-rgb	color_max	0.01907191988067106	0.01907191988067106	0.000001	0.019072919880671061	0	Preserved
S03-linear-linear-rgb	linear/linear-rgb	color_p95	0.0026089007682238746	0.0026040877217766646	0.000001	0.0026050877217766648	3.8130464472098738e-06	Violated
S03-linear-linear-rgb	linear/linear-rgb	alpha_max	0.0024418849571073986	0.0024418849571078427	0.000001	0.0024428849571078428	0	Preserved
S03-linear-linear-rgb	linear/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S03-radial-linear-rgb	radial/linear-rgb	color_max	0.019071892688624463	0.01907191988067106	0.000001	0.019072919880671061	0	Preserved
S03-radial-linear-rgb	radial/linear-rgb	color_p95	0.0026089310813622009	0.0026040877217766646	0.000001	0.0026050877217766648	3.8433595855361623e-06	Violated
S03-radial-linear-rgb	radial/linear-rgb	alpha_max	0.0024418849571073986	0.0024418849571078427	0.000001	0.0024428849571078428	0	Preserved
S03-radial-linear-rgb	radial/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S04-linear-oklab	linear/oklab	color_max	0.003583396855801186	0.0035833968558011313	0.000001	0.0035843968558011315	0	Preserved
S04-linear-oklab	linear/oklab	color_p95	0.0021776931206294557	0.0021776931206294557	0.000001	0.0021786931206294559	0	Preserved
S04-linear-oklab	linear/oklab	alpha_max	0.0028718976693989928	0.0028718976693994369	0.000001	0.002872897669399437	0	Preserved
S04-linear-oklab	linear/oklab	alpha_p95	0.0015918431779382014	0.0015918431779383124	0.000001	0.0015928431779383123	0	Preserved
S04-radial-oklab	radial/oklab	color_max	0.0035842891593432448	0.0035833968558011313	0.000001	0.0035843968558011315	0	Preserved
S04-radial-oklab	radial/oklab	color_p95	0.0021777341656628621	0.0021776931206294557	0.000001	0.0021786931206294559	0	Preserved
S04-radial-oklab	radial/oklab	alpha_max	0.0028711824136616881	0.0028718976693994369	0.000001	0.002872897669399437	0	Preserved
S04-radial-oklab	radial/oklab	alpha_p95	0.0015918729802605891	0.0015918431779383124	0.000001	0.0015928431779383123	0	Preserved
S04-linear-linear-rgb	linear/linear-rgb	color_max	0.0037535454077737202	0.0037535244970186552	0.000001	0.0037545244970186554	0	Preserved
S04-linear-linear-rgb	linear/linear-rgb	color_p95	0.0024863074836572788	0.0024863074836576561	0.000001	0.0024873074836576563	0	Preserved
S04-linear-linear-rgb	linear/linear-rgb	alpha_max	0.0028718976693989928	0.0028718976693994369	0.000001	0.002872897669399437	0	Preserved
S04-linear-linear-rgb	linear/linear-rgb	alpha_p95	0.0015853516435385684	0.0015853814458611226	0.000001	0.0015863814458611225	0	Preserved
S04-radial-linear-rgb	radial/linear-rgb	color_max	0.0037524872552338663	0.0037535244970186552	0.000001	0.0037545244970186554	0	Preserved
S04-radial-linear-rgb	radial/linear-rgb	color_p95	0.0024864812974800554	0.0024863074836576561	0.000001	0.0024873074836576563	0	Preserved
S04-radial-linear-rgb	radial/linear-rgb	alpha_max	0.0028711824136616881	0.0028718976693994369	0.000001	0.002872897669399437	0	Preserved
S04-radial-linear-rgb	radial/linear-rgb	alpha_p95	0.0015854112481833438	0.0015853814458611226	0.000001	0.0015863814458611225	0	Preserved
S05-linear-oklab	linear/oklab	color_max	0.022387434988779504	0.022387434988779504	0.000001	0.022388434988779505	0	Preserved
S05-linear-oklab	linear/oklab	color_p95	0.0026222478373061427	0.0026197488294113606	0.000001	0.0026207488294113608	1.4990078947819084e-06	Violated
S05-linear-oklab	linear/oklab	alpha_max	0.0039021898545300582	0.0039021898545305023	0.000001	0.0039031898545305024	0	Preserved
S05-linear-oklab	linear/oklab	alpha_p95	0.0016896518449940334	0.0016855015006722596	0.000001	0.0016865015006722595	3.1503443217739419e-06	Violated
S05-radial-oklab	radial/oklab	color_max	0.022385520449359719	0.022387434988779504	0.000001	0.022388434988779505	0	Preserved
S05-radial-oklab	radial/oklab	color_p95	0.0026227020242797893	0.0026197488294113606	0.000001	0.0026207488294113608	1.9531948684285358e-06	Violated
S05-radial-oklab	radial/oklab	alpha_max	0.0039026070870434859	0.0039021898545305023	0.000001	0.0039031898545305024	0	Preserved
S05-radial-oklab	radial/oklab	alpha_p95	0.0016894134264149319	0.0016855015006722596	0.000001	0.0016865015006722595	2.9119257426723794e-06	Violated
S05-linear-linear-rgb	linear/linear-rgb	color_max	0.025671898383991802	0.025671898383991802	0.000001	0.025672898383991803	0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	color_p95	0.0028188865735474591	0.0028225884600920756	0.000001	0.0028235884600920757	0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_max	0.0039021898545300582	0.0039021898545305023	0.000001	0.0039031898545305024	0	Preserved
S05-linear-linear-rgb	linear/linear-rgb	alpha_p95	0.0016975979845065825	0.0016925121065459736	0.000001	0.0016935121065459735	4.0858779606089708e-06	Violated
S05-radial-linear-rgb	radial/linear-rgb	color_max	0.025670386192356044	0.025671898383991802	0.000001	0.025672898383991803	0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	color_p95	0.0028181829972770134	0.0028225884600920756	0.000001	0.0028235884600920757	0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_max	0.0039026070870434859	0.0039021898545305023	0.000001	0.0039031898545305024	0	Preserved
S05-radial-linear-rgb	radial/linear-rgb	alpha_p95	0.0016976929769819682	0.0016925121065459736	0.000001	0.0016935121065459735	4.180870435994662e-06	Violated
S06-linear-oklab	linear/oklab	color_max	0.042749609104681389	0.042749609104681389	0.000001	0.04275060910468139	0	Preserved
S06-linear-oklab	linear/oklab	color_p95	0.0032620445189957019	0.003161729858804235	0.000001	0.0031627298588042352	9.9314660191466685e-05	Violated
S06-linear-oklab	linear/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S06-linear-oklab	linear/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S06-radial-oklab	radial/oklab	color_max	0.042753511388559561	0.042749609104681389	0.000001	0.04275060910468139	2.9022838781700422e-06	Violated
S06-radial-oklab	radial/oklab	color_p95	0.0032616356891826065	0.003161729858804235	0.000001	0.0031627298588042352	9.8905830378371359e-05	Violated
S06-radial-oklab	radial/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S06-radial-oklab	radial/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_max	0.047575914375476605	0.047575914375476605	0.000001	0.047576914375476606	0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	color_p95	0.0034233682250920838	0.0034121338284830061	0.000001	0.0034131338284830062	1.0234396609077635e-05	Violated
S06-linear-linear-rgb	linear/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S06-linear-linear-rgb	linear/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	color_max	0.047579109543651202	0.047575914375476605	0.000001	0.047576914375476606	2.1951681745957519e-06	Violated
S06-radial-linear-rgb	radial/linear-rgb	color_p95	0.0034219964887923825	0.0034121338284830061	0.000001	0.0034131338284830062	8.8626603093762933e-06	Violated
S06-radial-linear-rgb	radial/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S06-radial-linear-rgb	radial/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-linear-oklab	linear/oklab	color_max	0.0027691983825696822	0.0027691983825696822	0.000001	0.0027701983825696823	0	Preserved
S07-linear-oklab	linear/oklab	color_p95	0.0022644778427777382	0.0022644778427777382	0.000001	0.0022654778427777383	0	Preserved
S07-linear-oklab	linear/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-linear-oklab	linear/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-radial-oklab	radial/oklab	color_max	0.0027691983825696822	0.0027691983825696822	0.000001	0.0027701983825696823	0	Preserved
S07-radial-oklab	radial/oklab	color_p95	0.0022644778427777382	0.0022644778427777382	0.000001	0.0022654778427777383	0	Preserved
S07-radial-oklab	radial/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-radial-oklab	radial/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-linear-linear-rgb	linear/linear-rgb	color_max	0.0030987593991580503	0.0030987543835158675	0.000001	0.0030997543835158676	0	Preserved
S07-linear-linear-rgb	linear/linear-rgb	color_p95	0.0025817345792035016	0.002581746189050254	0.000001	0.0025827461890502541	0	Preserved
S07-linear-linear-rgb	linear/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-linear-linear-rgb	linear/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-radial-linear-rgb	radial/linear-rgb	color_max	0.0030987593991580503	0.0030987543835158675	0.000001	0.0030997543835158676	0	Preserved
S07-radial-linear-rgb	radial/linear-rgb	color_p95	0.0025817345792035016	0.002581746189050254	0.000001	0.0025827461890502541	0	Preserved
S07-radial-linear-rgb	radial/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S07-radial-linear-rgb	radial/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S08-linear-oklab	linear/oklab	color_max	0.76602085434895828	0.76602085434895828	0.000001	0.76602185434895831	0	Preserved
S08-linear-oklab	linear/oklab	color_p95	0.0021488678581982217	0.0021488678581984538	0.000001	0.0021498678581984539	0	Preserved
S08-linear-oklab	linear/oklab	alpha_max	0.60000002384185791	0.60000002384185791	0.000001	0.60000102384185794	0	Preserved
S08-linear-oklab	linear/oklab	alpha_p95	0.0013355072627064812	0.0013355072627060371	0.000001	0.0013365072627060371	0	Preserved
S08-radial-oklab	radial/oklab	color_max	0.76602085434895828	0.76602085434895828	0.000001	0.76602185434895831	0	Preserved
S08-radial-oklab	radial/oklab	color_p95	0.0021488678581982217	0.0021488678581984538	0.000001	0.0021498678581984539	0	Preserved
S08-radial-oklab	radial/oklab	alpha_max	0.60000002384185791	0.60000002384185791	0.000001	0.60000102384185794	0	Preserved
S08-radial-oklab	radial/oklab	alpha_p95	0.0013355072627064812	0.0013355072627060371	0.000001	0.0013365072627060371	0	Preserved
S08-linear-linear-rgb	linear/linear-rgb	color_max	0.76602080178814924	0.76602080531543837	0.000001	0.7660218053154384	0	Preserved
S08-linear-linear-rgb	linear/linear-rgb	color_p95	0.0021712732057760286	0.0021712833185416982	0.000001	0.0021722833185416983	0	Preserved
S08-linear-linear-rgb	linear/linear-rgb	alpha_max	0.60000002384185791	0.60000002384185791	0.000001	0.60000102384185794	0	Preserved
S08-linear-linear-rgb	linear/linear-rgb	alpha_p95	0.0013355072627064812	0.0013355072627060371	0.000001	0.0013365072627060371	0	Preserved
S08-radial-linear-rgb	radial/linear-rgb	color_max	0.76602080178814924	0.76602080531543837	0.000001	0.7660218053154384	0	Preserved
S08-radial-linear-rgb	radial/linear-rgb	color_p95	0.0021712732057760286	0.0021712833185416982	0.000001	0.0021722833185416983	0	Preserved
S08-radial-linear-rgb	radial/linear-rgb	alpha_max	0.60000002384185791	0.60000002384185791	0.000001	0.60000102384185794	0	Preserved
S08-radial-linear-rgb	radial/linear-rgb	alpha_p95	0.0013355072627064812	0.0013355072627060371	0.000001	0.0013365072627060371	0	Preserved
S09-linear-oklab	linear/oklab	color_max	0.0027691983825696822	0.0027691983825696822	0.000001	0.0027701983825696823	0	Preserved
S09-linear-oklab	linear/oklab	color_p95	0.002023575431828697	0.0020155019824470693	0.000001	0.0020165019824470694	7.0734493816276313e-06	Violated
S09-linear-oklab	linear/oklab	alpha_max	0.0019607843137250391	0.0019607843137254832	0.000001	0.0019617843137254834	0	Preserved
S09-linear-oklab	linear/oklab	alpha_p95	0.0015454874858596979	0.0015454874858596979	0.000001	0.0015464874858596978	0	Preserved
S09-radial-oklab	radial/oklab	color_max	0.0027691983825696822	0.0027691983825696822	0.000001	0.0027701983825696823	0	Preserved
S09-radial-oklab	radial/oklab	color_p95	0.0020235589322896803	0.0020155019824470693	0.000001	0.0020165019824470694	7.0569498426108906e-06	Violated
S09-radial-oklab	radial/oklab	alpha_max	0.0019607843137250391	0.0019607843137254832	0.000001	0.0019617843137254834	0	Preserved
S09-radial-oklab	radial/oklab	alpha_p95	0.0015454278812150335	0.0015454874858596979	0.000001	0.0015464874858596978	0	Preserved
S09-linear-linear-rgb	linear/linear-rgb	color_max	0.0030309458741219117	0.0031028356868447733	0.000001	0.0031038356868447734	0	Preserved
S09-linear-linear-rgb	linear/linear-rgb	color_p95	0.0023466432617814162	0.0023489708866665472	0.000001	0.0023499708866665473	0	Preserved
S09-linear-linear-rgb	linear/linear-rgb	alpha_max	0.0019607843137250391	0.0019607843137254832	0.000001	0.0019617843137254834	0	Preserved
S09-linear-linear-rgb	linear/linear-rgb	alpha_p95	0.0015454874858596979	0.0015454874858596979	0.000001	0.0015464874858596978	0	Preserved
S09-radial-linear-rgb	radial/linear-rgb	color_max	0.0030309458741219117	0.0031028356868447733	0.000001	0.0031038356868447734	0	Preserved
S09-radial-linear-rgb	radial/linear-rgb	color_p95	0.0023466432617814162	0.0023489708866665472	0.000001	0.0023499708866665473	0	Preserved
S09-radial-linear-rgb	radial/linear-rgb	alpha_max	0.0019607843137250391	0.0019607843137254832	0.000001	0.0019617843137254834	0	Preserved
S09-radial-linear-rgb	radial/linear-rgb	alpha_p95	0.0015454278812150335	0.0015454874858596979	0.000001	0.0015464874858596978	0	Preserved
S10-linear-oklab	linear/oklab	color_max	0.0064032900984514491	0.0064032900984514543	0.000001	0.0064042900984514544	0	Preserved
S10-linear-oklab	linear/oklab	color_p95	0.0021742212693586075	0.0021742212693586596	0.000001	0.0021752212693586597	0	Preserved
S10-linear-oklab	linear/oklab	alpha_max	0.0017647163504186398	0.0017647163504186814	0.000001	0.0017657163504186813	0	Preserved
S10-linear-oklab	linear/oklab	alpha_p95	0.0017647154190960634	0.0017647154190961051	0.000001	0.001765715419096105	0	Preserved
S10-radial-oklab	radial/oklab	color_max	0.0064032900984514491	0.0064032900984514543	0.000001	0.0064042900984514544	0	Preserved
S10-radial-oklab	radial/oklab	color_p95	0.0021742212693586075	0.0021742212693586596	0.000001	0.0021752212693586597	0	Preserved
S10-radial-oklab	radial/oklab	alpha_max	0.0017647163504186398	0.0017647163504186814	0.000001	0.0017657163504186813	0	Preserved
S10-radial-oklab	radial/oklab	alpha_p95	0.0017647154190960634	0.0017647154190961051	0.000001	0.001765715419096105	0	Preserved
S10-linear-linear-rgb	linear/linear-rgb	color_max	0.0064032907347793509	0.0064032907347793561	0.000001	0.0064042907347793563	0	Preserved
S10-linear-linear-rgb	linear/linear-rgb	color_p95	0.0022222948197165525	0.0022222948847764787	0.000001	0.0022232948847764789	0	Preserved
S10-linear-linear-rgb	linear/linear-rgb	alpha_max	0.0017647154190960652	0.0017647163504186814	0.000001	0.0017657163504186813	0	Preserved
S10-linear-linear-rgb	linear/linear-rgb	alpha_p95	0.0017647154190960634	0.0017647154190961051	0.000001	0.001765715419096105	0	Preserved
S10-radial-linear-rgb	radial/linear-rgb	color_max	0.0064032907347793509	0.0064032907347793561	0.000001	0.0064042907347793563	0	Preserved
S10-radial-linear-rgb	radial/linear-rgb	color_p95	0.0022222948197165525	0.0022222948847764787	0.000001	0.0022232948847764789	0	Preserved
S10-radial-linear-rgb	radial/linear-rgb	alpha_max	0.0017647154190960652	0.0017647163504186814	0.000001	0.0017657163504186813	0	Preserved
S10-radial-linear-rgb	radial/linear-rgb	alpha_p95	0.0017647154190960634	0.0017647154190961051	0.000001	0.001765715419096105	0	Preserved
S11-linear-oklab	linear/oklab	color_max	0.017214349542555497	0.017214349542555466	0.000001	0.017215349542555467	0	Preserved
S11-linear-oklab	linear/oklab	color_p95	0.0037207402554255854	0.0037207402554254978	0.000001	0.0037217402554254979	0	Preserved
S11-linear-oklab	linear/oklab	alpha_max	0.0017647154190962855	0.0017647154190961745	0.000001	0.0017657154190961744	0	Preserved
S11-linear-oklab	linear/oklab	alpha_p95	0.0017647154190962855	0.0017647154190960634	0.000001	0.0017657154190960634	0	Preserved
S11-radial-oklab	radial/oklab	color_max	0.01721638267514293	0.017214349542555466	0.000001	0.017215349542555467	1.0331325874628206e-06	Violated
S11-radial-oklab	radial/oklab	color_p95	0.0037207653362981664	0.0037207402554254978	0.000001	0.0037217402554254979	0	Preserved
S11-radial-oklab	radial/oklab	alpha_max	0.0017647750237410609	0.0017647154190961745	0.000001	0.0017657154190961744	0	Preserved
S11-radial-oklab	radial/oklab	alpha_p95	0.0017647154190962855	0.0017647154190960634	0.000001	0.0017657154190960634	0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_max	0.02093912278135851	0.02093912278135851	0.000001	0.020940122781358511	0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	color_p95	0.0038439536403884556	0.0038336261058527347	0.000001	0.0038346261058527348	9.3275345357207544e-06	Violated
S11-linear-linear-rgb	linear/linear-rgb	alpha_max	0.0017647154190962855	0.0017647154190961745	0.000001	0.0017657154190961744	0	Preserved
S11-linear-linear-rgb	linear/linear-rgb	alpha_p95	0.0017647154190962855	0.0017647154190960634	0.000001	0.0017657154190960634	0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_max	0.020936748740470648	0.02093912278135851	0.000001	0.020940122781358511	0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	color_p95	0.0038439536403884556	0.0038336261058527347	0.000001	0.0038346261058527348	9.3275345357207544e-06	Violated
S11-radial-linear-rgb	radial/linear-rgb	alpha_max	0.0017647154190962855	0.0017647154190961745	0.000001	0.0017657154190961744	0	Preserved
S11-radial-linear-rgb	radial/linear-rgb	alpha_p95	0.0017647154190962855	0.0017647154190960634	0.000001	0.0017657154190960634	0	Preserved
S12-linear-oklab	linear/oklab	color_max	0.0033852463928962526	0.0033852463928963701	0.000001	0.0033862463928963703	0	Preserved
S12-linear-oklab	linear/oklab	color_p95	0.0023682052562963656	0.0023682052562965681	0.000001	0.0023692052562965683	0	Preserved
S12-linear-oklab	linear/oklab	alpha_max	0.0035518652040523735	0.0035518652040521514	0.000001	0.0035528652040521516	0	Preserved
S12-linear-oklab	linear/oklab	alpha_p95	0.0018513116642717709	0.0018513116642719929	0.000001	0.0018523116642719928	0	Preserved
S12-radial-oklab	radial/oklab	color_max	0.003385346098343755	0.0033852463928963701	0.000001	0.0033862463928963703	0	Preserved
S12-radial-oklab	radial/oklab	color_p95	0.0023684686438169354	0.0023682052562965681	0.000001	0.0023692052562965683	0	Preserved
S12-radial-oklab	radial/oklab	alpha_max	0.0035530572969478813	0.0035518652040521514	0.000001	0.0035528652040521516	1.9209289572972438e-07	Violated
S12-radial-oklab	radial/oklab	alpha_p95	0.0018513712689165462	0.0018513116642719929	0.000001	0.0018523116642719928	0	Preserved
S12-linear-linear-rgb	linear/linear-rgb	color_max	0.0050401714271817626	0.0050401885561156363	0.000001	0.0050411885561156364	0	Preserved
S12-linear-linear-rgb	linear/linear-rgb	color_p95	0.0019126399029575991	0.0019126399029575237	0.000001	0.0019136399029575236	0	Preserved
S12-linear-linear-rgb	linear/linear-rgb	alpha_max	0.0035211247016923575	0.0035211545040145231	0.000001	0.0035221545040145233	0	Preserved
S12-linear-linear-rgb	linear/linear-rgb	alpha_p95	0.0017491860504457724	0.0017491860504458834	0.000001	0.0017501860504458833	0	Preserved
S12-radial-linear-rgb	radial/linear-rgb	color_max	0.0050358991446800378	0.0050401885561156363	0.000001	0.0050411885561156364	0	Preserved
S12-radial-linear-rgb	radial/linear-rgb	color_p95	0.0019128234507067019	0.0019126399029575237	0.000001	0.0019136399029575236	0	Preserved
S12-radial-linear-rgb	radial/linear-rgb	alpha_max	0.0035207074691789297	0.0035211545040145231	0.000001	0.0035221545040145233	0	Preserved
S12-radial-linear-rgb	radial/linear-rgb	alpha_p95	0.0017492158527681601	0.0017491860504458834	0.000001	0.0017501860504458833	0	Preserved
S13-linear-oklab	linear/oklab	color_max	1.7320508075688772	1.7320508075688772	0.000001	1.7320518075688771	0	Preserved
S13-linear-oklab	linear/oklab	color_p95	1.6988987494581664e-07	0.0001074761874463235	0.000001	0.0001084761874463235	0	Preserved
S13-linear-oklab	linear/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-linear-oklab	linear/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-radial-oklab	radial/oklab	color_max	1.7320508075688772	1.7320508075688772	0.000001	1.7320518075688771	0	Preserved
S13-radial-oklab	radial/oklab	color_p95	1.6988987494581664e-07	0.0001074761874463235	0.000001	0.0001084761874463235	0	Preserved
S13-radial-oklab	radial/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-radial-oklab	radial/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-linear-linear-rgb	linear/linear-rgb	color_max	1.7320508075688772	1.7320508075688772	0.000001	1.7320518075688771	0	Preserved
S13-linear-linear-rgb	linear/linear-rgb	color_p95	1.9229626863835638e-16	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-linear-linear-rgb	linear/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-linear-linear-rgb	linear/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-radial-linear-rgb	radial/linear-rgb	color_max	1.7320508075688772	1.7320508075688772	0.000001	1.7320518075688771	0	Preserved
S13-radial-linear-rgb	radial/linear-rgb	color_p95	1.9229626863835638e-16	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-radial-linear-rgb	radial/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S13-radial-linear-rgb	radial/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S14-linear-oklab	linear/oklab	color_max	4.9674437001758129e-07	4.9674437001758129e-07	0.000001	1.4967443700175812e-06	0	Preserved
S14-linear-oklab	linear/oklab	color_p95	4.9674437001622138e-07	4.9674437001622138e-07	0.000001	1.4967443700162213e-06	0	Preserved
S14-linear-oklab	linear/oklab	alpha_max	2.3841857987871862e-08	2.3841857987871862e-08	0.000001	1.0238418579878718e-06	0	Preserved
S14-linear-oklab	linear/oklab	alpha_p95	2.384185793236071e-08	2.384185793236071e-08	0.000001	1.0238418579323607e-06	0	Preserved
S14-radial-oklab	radial/oklab	color_max	5.2951995162252117e-07	4.9674437001758129e-07	0.000001	1.4967443700175812e-06	0	Preserved
