pair	fixture_id	uniform_cap	stops	color_max	color_p95	V_color_max_limit	V_color_p95_limit	status
radial/linear-rgb	candidate-radial-linear-rgb-base-square-fill	16	33	0.013398366009632403	0.0042975024453843821	0.0054474739999999999	0.00389449	Violated
radial/linear-rgb	candidate-radial-linear-rgb-base-square-fill	32	65	0.0066752978088565852	0.0037812244129442662	0.0054474739999999999	0.00389449	Violated
radial/linear-rgb	candidate-radial-linear-rgb-base-square-fill	64	129	0.0051412198439713128	0.0035813606962686192	0.0054474739999999999	0.00389449	Preserved
radial/linear-rgb	candidate-radial-linear-rgb-two-wide-stroke	2	3	0.20627698969383049	0.20212362969014919	0.020707226000000002	0.0040230079999999998	Violated
radial/linear-rgb	candidate-radial-linear-rgb-two-wide-stroke	4	5	0.14491613738401135	0.13709869589369983	0.020707226000000002	0.0040230079999999998	Violated
radial/linear-rgb	candidate-radial-linear-rgb-two-wide-stroke	8	9	0.098960972560113283	0.081447683604185542	0.020707226000000002	0.0040230079999999998	Violated
radial/linear-rgb	candidate-radial-linear-rgb-two-wide-stroke	16	17	0.064428305956394871	0.020449260315544473	0.020707226000000002	0.0040230079999999998	Violated
radial/linear-rgb	candidate-radial-linear-rgb-two-wide-stroke	32	33	0.040197701332463961	0.0044612724630556759	0.020707226000000002	0.0040230079999999998	Violated
radial/linear-rgb	candidate-radial-linear-rgb-two-wide-stroke	64	65	0.020785701026582535	0.0039964886909608609	0.020707226000000002	0.0040230079999999998	Violated
radial/linear-rgb	candidate-radial-linear-rgb-coincident-tall-fill	2	3	0.055532505147643546	0.052866044021795039	0.0052933590000000001	0.0038973549999999999	Violated
radial/linear-rgb	candidate-radial-linear-rgb-coincident-tall-fill	4	5	0.02650111785005552	0.023252277518935389	0.0052933590000000001	0.0038973549999999999	Violated
radial/linear-rgb	candidate-radial-linear-rgb-coincident-tall-fill	8	9	0.01122700732333513	0.0074252414889707683	0.0052933590000000001	0.0038973549999999999	Violated
radial/linear-rgb	candidate-radial-linear-rgb-coincident-tall-fill	16	17	0.0059898771616912014	0.0040457420237433811	0.0052933590000000001	0.0038973549999999999	Violated
radial/linear-rgb	candidate-radial-linear-rgb-coincident-tall-fill	32	33	0.0051587169558453714	0.0038088897715490289	0.0052933590000000001	0.0038973549999999999	Preserved
radial/linear-rgb	candidate-radial-linear-rgb-coincident-tall-fill	64	65	0.0051412198439712868	0.0036079188970626077	0.0052933590000000001	0.0038973549999999999	Preserved
radial/linear-rgb	candidate-radial-linear-rgb-alpha-first-square-fill	2	5	0.096995847179643255	0.08626381288662556	0.0057524849999999999	0.0038505950000000001	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-first-square-fill	4	9	0.056257343696885426	0.037141669395126656	0.0057524849999999999	0.0038505950000000001	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-first-square-fill	8	17	0.028105132485543124	0.0091126907644536147	0.0057524849999999999	0.0038505950000000001	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-first-square-fill	16	33	0.01357118519312219	0.0041311388485876571	0.0057524849999999999	0.0038505950000000001	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-first-square-fill	32	65	0.0078883778494297108	0.0038419613986380038	0.0057524849999999999	0.0038505950000000001	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-first-square-fill	64	129	0.0056063508519329638	0.0035755102405701043	0.0057524849999999999	0.0038505950000000001	Preserved
radial/linear-rgb	candidate-radial-linear-rgb-alpha-mid-wide-stroke	2	5	0.055532312186873323	0.050334785647293809	0.0063989170000000005	0.0039728210000000005	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-mid-wide-stroke	4	9	0.027641046858994468	0.019650727572260222	0.0063989170000000005	0.0039728210000000005	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-mid-wide-stroke	8	17	0.013205510325803414	0.0062008399401546638	0.0063989170000000005	0.0039728210000000005	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-mid-wide-stroke	16	33	0.0068700695170703747	0.0041678644335964689	0.0063989170000000005	0.0039728210000000005	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-mid-wide-stroke	32	65	0.0064291448980007696	0.0037686568516438427	0.0063989170000000005	0.0039728210000000005	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-mid-wide-stroke	64	129	0.0067215542799423534	0.0036878225049112056	0.0063989170000000005	0.0039728210000000005	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-last-tall-fill	2	5	0.10603851791879884	0.096214448993311871	0.0057684249999999998	0.0040858840000000006	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-last-tall-fill	4	9	0.058669366205696835	0.040308626543017215	0.0057684249999999998	0.0040858840000000006	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-last-tall-fill	8	17	0.028927533422072334	0.0091441437602396442	0.0057684249999999998	0.0040858840000000006	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-last-tall-fill	16	33	0.013398366009632403	0.0044789453442491403	0.0057684249999999998	0.0040858840000000006	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-last-tall-fill	32	65	0.0066752978088565852	0.0038298970849727182	0.0057684249999999998	0.0040858840000000006	Violated
radial/linear-rgb	candidate-radial-linear-rgb-alpha-last-tall-fill	64	129	0.0056198194110087217	0.0034810291763446395	0.0057684249999999998	0.0040858840000000006	Preserved
linear/oklab	regression-linear-oklab-base-square-fill	2	5	0.11246885475727168	0.10232133416724166	0.0051564920000000004	0.003740564	Violated
linear/oklab	regression-linear-oklab-base-square-fill	4	9	0.062202411030625203	0.042261263101966914	0.0051564920000000004	0.003740564	Violated
linear/oklab	regression-linear-oklab-base-square-fill	8	17	0.032072843386583373	0.018476103202753637	0.0051564920000000004	0.003740564	Violated
linear/oklab	regression-linear-oklab-base-square-fill	16	33	0.015663841934072054	0.0047459742519774832	0.0051564920000000004	0.003740564	Violated
linear/oklab	regression-linear-oklab-base-square-fill	32	65	0.0077448565534854403	0.0037674968387787122	0.0051564920000000004	0.003740564	Violated
linear/oklab	regression-linear-oklab-base-square-fill	64	129	0.0051342128522019817	0.0035757169288863008	0.0051564920000000004	0.003740564	Preserved
linear/oklab	regression-linear-oklab-two-wide-stroke	2	3	0.13558965591892075	0.13198182672362385	0.0089996999999999994	0.0039225689999999999	Violated
linear/oklab	regression-linear-oklab-two-wide-stroke	4	5	0.095487472029028131	0.089586059990497333	0.0089996999999999994	0.0039225689999999999	Violated
linear/oklab	regression-linear-oklab-two-wide-stroke	8	9	0.063010144481986718	0.05060956733354343	0.0089996999999999994	0.0039225689999999999	Violated
linear/oklab	regression-linear-oklab-two-wide-stroke	16	17	0.038818338961020285	0.011955067498550402	0.0089996999999999994	0.0039225689999999999	Violated
linear/oklab	regression-linear-oklab-two-wide-stroke	32	33	0.021755579207541523	0.004170719626284727	0.0089996999999999994	0.0039225689999999999	Violated
linear/oklab	regression-linear-oklab-two-wide-stroke	64	65	0.0090719389820204666	0.0038388370361952997	0.0089996999999999994	0.0039225689999999999	Violated
linear/oklab	regression-linear-oklab-coincident-tall-fill	2	3	0.084085999200155748	0.074016154374253892	0.0050832289999999999	0.0037693819999999999	Violated
linear/oklab	regression-linear-oklab-coincident-tall-fill	4	5	0.032797783272459968	0.026528356785422091	0.0050832289999999999	0.0037693819999999999	Violated
linear/oklab	regression-linear-oklab-coincident-tall-fill	8	9	0.025982935728373971	0.015761371441881271	0.0050832289999999999	0.0037693819999999999	Violated
linear/oklab	regression-linear-oklab-coincident-tall-fill	16	17	0.012802927226764099	0.0043243049996845107	0.0050832289999999999	0.0037693819999999999	Violated
linear/oklab	regression-linear-oklab-coincident-tall-fill	32	33	0.007775225863656479	0.0037546577747228612	0.0050832289999999999	0.0037693819999999999	Violated
linear/oklab	regression-linear-oklab-coincident-tall-fill	64	65	0.0050706276631316584	0.0036094795281919004	0.0050832289999999999	0.0037693819999999999	Preserved
linear/oklab	regression-linear-oklab-alpha-first-square-fill	2	5	0.10255375451432268	0.091465354237950033	0.0057840890000000001	0.0037622409999999999	Violated
linear/oklab	regression-linear-oklab-alpha-first-square-fill	4	9	0.059240543199491714	0.038601245388492189	0.0057840890000000001	0.0037622409999999999	Violated
linear/oklab	regression-linear-oklab-alpha-first-square-fill	8	17	0.031591340379185068	0.018338409713348734	0.0057840890000000001	0.0037622409999999999	Violated
linear/oklab	regression-linear-oklab-alpha-first-square-fill	16	33	0.015646879083948257	0.0050511133231528555	0.0057840890000000001	0.0037622409999999999	Violated
linear/oklab	regression-linear-oklab-alpha-first-square-fill	32	65	0.0077448565534854403	0.0038227141839847776	0.0057840890000000001	0.0037622409999999999	Violated
linear/oklab	regression-linear-oklab-alpha-first-square-fill	64	129	0.0057177520559928046	0.0035890172831892181	0.0057840890000000001	0.0037622409999999999	Preserved
linear/oklab	regression-linear-oklab-alpha-mid-wide-stroke	2	5	0.05853406619750276	0.053481681510534791	0.0066987620000000005	0.0038587750000000001	Violated
linear/oklab	regression-linear-oklab-alpha-mid-wide-stroke	4	9	0.029042618937120901	0.020185124783367033	0.0066987620000000005	0.0038587750000000001	Violated
linear/oklab	regression-linear-oklab-alpha-mid-wide-stroke	8	17	0.015065071521938303	0.0099896500347592468	0.0066987620000000005	0.0038587750000000001	Violated
linear/oklab	regression-linear-oklab-alpha-mid-wide-stroke	16	33	0.0073261328804231736	0.0044686957787230825	0.0066987620000000005	0.0038587750000000001	Violated
linear/oklab	regression-linear-oklab-alpha-mid-wide-stroke	32	65	0.0067942792094950666	0.0036054636598515442	0.0066987620000000005	0.0038587750000000001	Violated
linear/oklab	regression-linear-oklab-alpha-mid-wide-stroke	64	129	0.0067200747562556912	0.0035666928457503402	0.0066987620000000005	0.0038587750000000001	Violated
linear/oklab	regression-linear-oklab-alpha-last-tall-fill	2	5	0.11246885475727168	0.10232133416724166	0.0065139180000000005	0.0039322770000000005	Violated
linear/oklab	regression-linear-oklab-alpha-last-tall-fill	4	9	0.062202411030625203	0.042261263101966914	0.0065139180000000005	0.0039322770000000005	Violated
linear/oklab	regression-linear-oklab-alpha-last-tall-fill	8	17	0.032072843386583373	0.016000162271040945	0.0065139180000000005	0.0039322770000000005	Violated
linear/oklab	regression-linear-oklab-alpha-last-tall-fill	16	33	0.015663841934072054	0.0051300942689950692	0.0065139180000000005	0.0039322770000000005	Violated
linear/oklab	regression-linear-oklab-alpha-last-tall-fill	32	65	0.0065354559572993309	0.0038883018157650317	0.0065139180000000005	0.0039322770000000005	Violated
linear/oklab	regression-linear-oklab-alpha-last-tall-fill	64	129	0.0063538349988309303	0.0034865384512372589	0.0065139180000000005	0.0039322770000000005	Preserved
linear/linear-rgb	regression-linear-linear-rgb-base-square-fill	2	5	0.10603851791879884	0.096214448993311871	0.0054474739999999999	0.00389449	Violated
linear/linear-rgb	regression-linear-linear-rgb-base-square-fill	4	9	0.058669366205696835	0.040308626543017215	0.0054474739999999999	0.00389449	Violated
linear/linear-rgb	regression-linear-linear-rgb-base-square-fill	8	17	0.028927533422072334	0.0092390689331810025	0.0054474739999999999	0.00389449	Violated
linear/linear-rgb	regression-linear-linear-rgb-base-square-fill	16	33	0.013398366009632403	0.0042975024453843821	0.0054474739999999999	0.00389449	Violated
linear/linear-rgb	regression-linear-linear-rgb-base-square-fill	32	65	0.0066752978088565852	0.0037812244129442662	0.0054474739999999999	0.00389449	Violated
linear/linear-rgb	regression-linear-linear-rgb-base-square-fill	64	129	0.0051412198439713128	0.0035813606962686192	0.0054474739999999999	0.00389449	Preserved
linear/linear-rgb	regression-linear-linear-rgb-two-wide-stroke	2	3	0.20627698969383049	0.20212362969014919	0.020707226000000002	0.0040230079999999998	Violated
linear/linear-rgb	regression-linear-linear-rgb-two-wide-stroke	4	5	0.14491613738401135	0.13709869589369983	0.020707226000000002	0.0040230079999999998	Violated
linear/linear-rgb	regression-linear-linear-rgb-two-wide-stroke	8	9	0.098960972560113283	0.081447683604185542	0.020707226000000002	0.0040230079999999998	Violated
linear/linear-rgb	regression-linear-linear-rgb-two-wide-stroke	16	17	0.064428305956394871	0.020449260315544473	0.020707226000000002	0.0040230079999999998	Violated
linear/linear-rgb	regression-linear-linear-rgb-two-wide-stroke	32	33	0.040197701332463961	0.0044612724630556759	0.020707226000000002	0.0040230079999999998	Violated
linear/linear-rgb	regression-linear-linear-rgb-two-wide-stroke	64	65	0.020785701026582535	0.0039964886909608609	0.020707226000000002	0.0040230079999999998	Violated
linear/linear-rgb	regression-linear-linear-rgb-coincident-tall-fill	2	3	0.055532505147643546	0.052866044021795039	0.0052933590000000001	0.0038973549999999999	Violated
linear/linear-rgb	regression-linear-linear-rgb-coincident-tall-fill	4	5	0.02650111785005552	0.023252277518935389	0.0052933590000000001	0.0038973549999999999	Violated
linear/linear-rgb	regression-linear-linear-rgb-coincident-tall-fill	8	9	0.01122700732333513	0.0074252414889707683	0.0052933590000000001	0.0038973549999999999	Violated
linear/linear-rgb	regression-linear-linear-rgb-coincident-tall-fill	16	17	0.0059898771616912014	0.0040457420237433811	0.0052933590000000001	0.0038973549999999999	Violated
linear/linear-rgb	regression-linear-linear-rgb-coincident-tall-fill	32	33	0.0051587169558453714	0.0038088897715490289	0.0052933590000000001	0.0038973549999999999	Preserved
linear/linear-rgb	regression-linear-linear-rgb-coincident-tall-fill	64	65	0.0051412198439712868	0.0036079188970626077	0.0052933590000000001	0.0038973549999999999	Preserved
linear/linear-rgb	regression-linear-linear-rgb-alpha-first-square-fill	2	5	0.096995847179643255	0.08626381288662556	0.0057524849999999999	0.0038505950000000001	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-first-square-fill	4	9	0.056257343696885426	0.037141669395126656	0.0057524849999999999	0.0038505950000000001	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-first-square-fill	8	17	0.028105132485543124	0.0091126907644536147	0.0057524849999999999	0.0038505950000000001	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-first-square-fill	16	33	0.01357118519312219	0.0041311388485876571	0.0057524849999999999	0.0038505950000000001	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-first-square-fill	32	65	0.0078883778494297108	0.0038419613986380038	0.0057524849999999999	0.0038505950000000001	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-first-square-fill	64	129	0.0056063508519329638	0.0035755102405701043	0.0057524849999999999	0.0038505950000000001	Preserved
linear/linear-rgb	regression-linear-linear-rgb-alpha-mid-wide-stroke	2	5	0.055532312186873323	0.050334785647293809	0.0063989170000000005	0.0039728210000000005	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-mid-wide-stroke	4	9	0.027641046858994468	0.019650727572260222	0.0063989170000000005	0.0039728210000000005	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-mid-wide-stroke	8	17	0.013205510325803414	0.0062008399401546638	0.0063989170000000005	0.0039728210000000005	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-mid-wide-stroke	16	33	0.0068700695170703747	0.0041678644335964689	0.0063989170000000005	0.0039728210000000005	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-mid-wide-stroke	32	65	0.0064291448980007696	0.0037686568516438427	0.0063989170000000005	0.0039728210000000005	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-mid-wide-stroke	64	129	0.0067215542799423534	0.0036878225049112056	0.0063989170000000005	0.0039728210000000005	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-last-tall-fill	2	5	0.10603851791879884	0.096214448993311871	0.0057684249999999998	0.0040858840000000006	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-last-tall-fill	4	9	0.058669366205696835	0.040308626543017215	0.0057684249999999998	0.0040858840000000006	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-last-tall-fill	8	17	0.028927533422072334	0.0091441437602396442	0.0057684249999999998	0.0040858840000000006	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-last-tall-fill	16	33	0.013398366009632403	0.0044789453442491403	0.0057684249999999998	0.0040858840000000006	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-last-tall-fill	32	65	0.0066752978088565852	0.0038298970849727182	0.0057684249999999998	0.0040858840000000006	Violated
linear/linear-rgb	regression-linear-linear-rgb-alpha-last-tall-fill	64	129	0.0056198194110087217	0.0034810291763446395	0.0057684249999999998	0.0040858840000000006	Preserved
