phase	fixture_id	pair	direct_digest	observed_digest	status
inverse	S21-linear-oklab	linear/oklab	abef89f3c6f746497970ef8dd88bf5daeeafbe2212e5d6bc386b94250f2f0700	abef89f3c6f746497970ef8dd88bf5daeeafbe2212e5d6bc386b94250f2f0700	Preserved
inverse	S20-radial-linear-rgb	radial/linear-rgb	e86794f1c712ce4002ab47d98c50697c5669dd10c7cbfaff68de76e920695a8a	e86794f1c712ce4002ab47d98c50697c5669dd10c7cbfaff68de76e920695a8a	Preserved
inverse	S20-linear-linear-rgb	linear/linear-rgb	3422d6fcee3ba18f935b61971ec981be114a0a050f9e198d38df82d28bf1bdd1	3422d6fcee3ba18f935b61971ec981be114a0a050f9e198d38df82d28bf1bdd1	Preserved
inverse	S20-radial-oklab	radial/oklab	538ec249ba229a42fa99358a1261a88cfde94b9c3bb8f728c57d65edba2111de	538ec249ba229a42fa99358a1261a88cfde94b9c3bb8f728c57d65edba2111de	Preserved
inverse	S20-linear-oklab	linear/oklab	9a006591f32e042922107c5f90b9da1d538c8daef12ccf494b4dac21a5500301	9a006591f32e042922107c5f90b9da1d538c8daef12ccf494b4dac21a5500301	Preserved
inverse	S19-radial-linear-rgb	radial/linear-rgb	bd23a102ed00cae4c174411b720c696da263ad0ab323c96f5d5cd7f305664f9f	bd23a102ed00cae4c174411b720c696da263ad0ab323c96f5d5cd7f305664f9f	Preserved
inverse	S19-linear-linear-rgb	linear/linear-rgb	64c98fb7b6d981794f00bc455823bf72b857121090100e12a3321463ddd20fb8	64c98fb7b6d981794f00bc455823bf72b857121090100e12a3321463ddd20fb8	Preserved
inverse	S19-radial-oklab	radial/oklab	2232d7e6b43f7b44e305774d938f4507ed402e3dd6b775dd936d6196241cb94f	2232d7e6b43f7b44e305774d938f4507ed402e3dd6b775dd936d6196241cb94f	Preserved
inverse	S19-linear-oklab	linear/oklab	e7171b086e936f8ac144bdf1ce233992b743c24b7466eb48b5a39054b2f9fd8a	e7171b086e936f8ac144bdf1ce233992b743c24b7466eb48b5a39054b2f9fd8a	Preserved
inverse	S18-radial-linear-rgb	radial/linear-rgb	d0a4cc6a6b80767da8c111ec9fe53716452a162884c6945056cdeece8899e740	d0a4cc6a6b80767da8c111ec9fe53716452a162884c6945056cdeece8899e740	Preserved
inverse	S18-linear-linear-rgb	linear/linear-rgb	79ce3f18daa563c3a1a24d8a861ebb625254676fb5ff20f44f3ab5ca4904c8dc	79ce3f18daa563c3a1a24d8a861ebb625254676fb5ff20f44f3ab5ca4904c8dc	Preserved
inverse	S18-radial-oklab	radial/oklab	f6e7a83d6d5056a0412b45dc2c53b0b9e9cd67362816f71af934a17965478a61	f6e7a83d6d5056a0412b45dc2c53b0b9e9cd67362816f71af934a17965478a61	Preserved
inverse	S18-linear-oklab	linear/oklab	c48c1476662bf37d835cbfe43baba614ece2ccbe74e45b0ad124f89b4077abc8	c48c1476662bf37d835cbfe43baba614ece2ccbe74e45b0ad124f89b4077abc8	Preserved
inverse	S17-radial-linear-rgb	radial/linear-rgb	9731e39c64d8700f1cb6e2f4be0009054c38705c621a50416f9c9727e6d8ba93	9731e39c64d8700f1cb6e2f4be0009054c38705c621a50416f9c9727e6d8ba93	Preserved
inverse	S17-linear-linear-rgb	linear/linear-rgb	4c195caf2a906c9555b70d516e4de9bfe68ca8d165cc89cbfc7f5825986e3564	4c195caf2a906c9555b70d516e4de9bfe68ca8d165cc89cbfc7f5825986e3564	Preserved
inverse	S17-radial-oklab	radial/oklab	65913ccfa1cd6736c3c1d348f3612be93d936f656411cac285a751222eededc4	65913ccfa1cd6736c3c1d348f3612be93d936f656411cac285a751222eededc4	Preserved
inverse	S17-linear-oklab	linear/oklab	91b0fed5518743907512186c9698640f9f32b009392ef91f7051cbd985ceaa87	91b0fed5518743907512186c9698640f9f32b009392ef91f7051cbd985ceaa87	Preserved
inverse	S16-radial-linear-rgb	radial/linear-rgb	09c8c6452adef0b3b9cc9ba7ed32207b94a3ae4c64f1b0dbf2baf111eabfaa10	09c8c6452adef0b3b9cc9ba7ed32207b94a3ae4c64f1b0dbf2baf111eabfaa10	Preserved
inverse	S16-linear-linear-rgb	linear/linear-rgb	0d24482b76ea97804ceeb70076c510d4c9c0f535c2ac6ecc8258f173502f183d	0d24482b76ea97804ceeb70076c510d4c9c0f535c2ac6ecc8258f173502f183d	Preserved
inverse	S16-radial-oklab	radial/oklab	f1e1d80fb42b3199cd89f515ea23c9134176415d25f4bb7a51feeb079dce2598	f1e1d80fb42b3199cd89f515ea23c9134176415d25f4bb7a51feeb079dce2598	Preserved
inverse	S16-linear-oklab	linear/oklab	3c22c29a36985764fa5af0d05de447ee155efd4dfe63d4d917374143b13a20ce	3c22c29a36985764fa5af0d05de447ee155efd4dfe63d4d917374143b13a20ce	Preserved
inverse	S15-radial-linear-rgb	radial/linear-rgb	d6eb7636384b74721e77b13451b42c53066238aaa4f271cf6869c145efcb4c9a	d6eb7636384b74721e77b13451b42c53066238aaa4f271cf6869c145efcb4c9a	Preserved
inverse	S15-linear-linear-rgb	linear/linear-rgb	8a0c537b72c4fdcd8bcf498605a1eb28957dce70cbc479c3dad923e7a44b5af6	8a0c537b72c4fdcd8bcf498605a1eb28957dce70cbc479c3dad923e7a44b5af6	Preserved
inverse	S15-radial-oklab	radial/oklab	7207a0d2bbdbb877f0f74804a22d68b14df8ab4bb1ce8f86ffcf410b85495c82	7207a0d2bbdbb877f0f74804a22d68b14df8ab4bb1ce8f86ffcf410b85495c82	Preserved
inverse	S15-linear-oklab	linear/oklab	b2a5b69324d0ae4093f67f9c5feef01a30fcebcb9cd519d85dfecebc2a171a3e	b2a5b69324d0ae4093f67f9c5feef01a30fcebcb9cd519d85dfecebc2a171a3e	Preserved
inverse	S14-radial-linear-rgb	radial/linear-rgb	f8967ab3cacefed6d8f23788bcaa6d4f42264d984ad3efbebc50eb32a27e2392	f8967ab3cacefed6d8f23788bcaa6d4f42264d984ad3efbebc50eb32a27e2392	Preserved
inverse	S14-linear-linear-rgb	linear/linear-rgb	27d0c56c40e50a3989b0512e6ef71d84d22c0fbf2d717f4665bf8c495c1ecd7d	27d0c56c40e50a3989b0512e6ef71d84d22c0fbf2d717f4665bf8c495c1ecd7d	Preserved
inverse	S14-radial-oklab	radial/oklab	2b3389fe508c473772c57f0a79a801d28e4c73787791805f86b173c37627dc03	2b3389fe508c473772c57f0a79a801d28e4c73787791805f86b173c37627dc03	Preserved
inverse	S14-linear-oklab	linear/oklab	adca543b48119dc6958ed44e0b55cc90e07d417cc1e0b5ab04c2e8c2ba4de7f7	adca543b48119dc6958ed44e0b55cc90e07d417cc1e0b5ab04c2e8c2ba4de7f7	Preserved
inverse	S13-radial-linear-rgb	radial/linear-rgb	7b9205d4d723b59734b18beaee5bb4ad0cd6f8301cd82336972eab24270571ce	7b9205d4d723b59734b18beaee5bb4ad0cd6f8301cd82336972eab24270571ce	Preserved
inverse	S13-linear-linear-rgb	linear/linear-rgb	0e28378f9bd578b731e7aedaffe46a41f91c1661bdafa835f91196d986581faf	0e28378f9bd578b731e7aedaffe46a41f91c1661bdafa835f91196d986581faf	Preserved
inverse	S13-radial-oklab	radial/oklab	9b0f7a54a5d1d227a916d822491c0d18b113f126a4d31ad0a1692bf2f6297340	9b0f7a54a5d1d227a916d822491c0d18b113f126a4d31ad0a1692bf2f6297340	Preserved
inverse	S13-linear-oklab	linear/oklab	73ac3bb351e5a40088be904823c9d20830241ed4624eb5198bbcc8ac53201ddf	73ac3bb351e5a40088be904823c9d20830241ed4624eb5198bbcc8ac53201ddf	Preserved
inverse	S12-radial-linear-rgb	radial/linear-rgb	745da82ce492e101b9dd353ec6d4e775b89ede521ea13ff29d286ae575847a4e	745da82ce492e101b9dd353ec6d4e775b89ede521ea13ff29d286ae575847a4e	Preserved
inverse	S12-linear-linear-rgb	linear/linear-rgb	b08d0acc11a84943ce07d24344d48d3fc747646485c7b4303839473760c528ba	b08d0acc11a84943ce07d24344d48d3fc747646485c7b4303839473760c528ba	Preserved
inverse	S12-radial-oklab	radial/oklab	2621267de65d617b7026c73b80f73335be09f2d54e3a784003f0a53b0b66dc45	2621267de65d617b7026c73b80f73335be09f2d54e3a784003f0a53b0b66dc45	Preserved
inverse	S12-linear-oklab	linear/oklab	34f967fefb3508fa659f2cbc67ce669a0aa2091cf6def193d907848cd186f4b4	34f967fefb3508fa659f2cbc67ce669a0aa2091cf6def193d907848cd186f4b4	Preserved
inverse	S11-radial-linear-rgb	radial/linear-rgb	d516014d2d3a3091de6088dc393076f1916280c9604bdc936e24ebb1b9d670d6	d516014d2d3a3091de6088dc393076f1916280c9604bdc936e24ebb1b9d670d6	Preserved
inverse	S11-linear-linear-rgb	linear/linear-rgb	972deefd00cc833aa1b4f1958f68fa32289b07baeb639f8d5ac584a6c535a5aa	972deefd00cc833aa1b4f1958f68fa32289b07baeb639f8d5ac584a6c535a5aa	Preserved
inverse	S11-radial-oklab	radial/oklab	d0f5ea0f1151879e8989d29a8fb2bef930ee44b58ac11f3deaa05497986e3dc3	d0f5ea0f1151879e8989d29a8fb2bef930ee44b58ac11f3deaa05497986e3dc3	Preserved
inverse	S11-linear-oklab	linear/oklab	40412c2fbfedf5209cf4cc3de16eac21bef09c1b6b1fd6eb2c5346811785c10b	40412c2fbfedf5209cf4cc3de16eac21bef09c1b6b1fd6eb2c5346811785c10b	Preserved
inverse	S10-radial-linear-rgb	radial/linear-rgb	7556e29667dc0790c35b8a22c536f83fe16e211e4c4f6edd1896d2ec8ae7df47	7556e29667dc0790c35b8a22c536f83fe16e211e4c4f6edd1896d2ec8ae7df47	Preserved
inverse	S10-linear-linear-rgb	linear/linear-rgb	4c37d839a6a90f4d9ba5070cfc7911d4b55def3668635f18cca89688edbb2c1d	4c37d839a6a90f4d9ba5070cfc7911d4b55def3668635f18cca89688edbb2c1d	Preserved
inverse	S10-radial-oklab	radial/oklab	85660f726cb32361baf9e8a20d157cb2ccb4d8932fc7fab67e701fd420964555	85660f726cb32361baf9e8a20d157cb2ccb4d8932fc7fab67e701fd420964555	Preserved
inverse	S10-linear-oklab	linear/oklab	47370e191f36533a0389b01f7fb861904baca215e29c712d1a2cf08383cee50c	47370e191f36533a0389b01f7fb861904baca215e29c712d1a2cf08383cee50c	Preserved
inverse	S09-radial-linear-rgb	radial/linear-rgb	bd9307ea06814c7532de4fa6d7089273e8094ce1036c3d568b4fad7b1298c5bf	bd9307ea06814c7532de4fa6d7089273e8094ce1036c3d568b4fad7b1298c5bf	Preserved
inverse	S09-linear-linear-rgb	linear/linear-rgb	3b7957a527d718e130697ee20994bddf55c6d1af96862557847bce044b4cb4fa	3b7957a527d718e130697ee20994bddf55c6d1af96862557847bce044b4cb4fa	Preserved
inverse	S09-radial-oklab	radial/oklab	5c65b1187f30d4fb664ed7ed9c9992c426c37ca80c9188df2a54d745aa9728dc	5c65b1187f30d4fb664ed7ed9c9992c426c37ca80c9188df2a54d745aa9728dc	Preserved
inverse	S09-linear-oklab	linear/oklab	fe753ce6a34c7e1a6b6889c37b771710bb2c8e8ee66124025296bdd6acaad737	fe753ce6a34c7e1a6b6889c37b771710bb2c8e8ee66124025296bdd6acaad737	Preserved
inverse	S08-radial-linear-rgb	radial/linear-rgb	31185f290eba5357caa09afc1437c9fa63e5ef7f0ed17ccf3646938c44eec031	31185f290eba5357caa09afc1437c9fa63e5ef7f0ed17ccf3646938c44eec031	Preserved
inverse	S08-linear-linear-rgb	linear/linear-rgb	8d69ef62a2ac9ff7eb75033eb5dc2456dd2178199e0dfbdc2faa256057dc28c5	8d69ef62a2ac9ff7eb75033eb5dc2456dd2178199e0dfbdc2faa256057dc28c5	Preserved
inverse	S08-radial-oklab	radial/oklab	a9afcfd2dc9f02a2f3bdc417e3fc3843fe6a259ca747cd515da87e392feacbe1	a9afcfd2dc9f02a2f3bdc417e3fc3843fe6a259ca747cd515da87e392feacbe1	Preserved
inverse	S08-linear-oklab	linear/oklab	3c119957b5c8459ce41ac2c08bff073dcb95c5eb77d48a0af7e7fc4df5f368bd	3c119957b5c8459ce41ac2c08bff073dcb95c5eb77d48a0af7e7fc4df5f368bd	Preserved
inverse	S07-radial-linear-rgb	radial/linear-rgb	6b7ed038401d75b901b3df72a08853dd61089e548d76e29522adbadf8530bce1	6b7ed038401d75b901b3df72a08853dd61089e548d76e29522adbadf8530bce1	Preserved
inverse	S07-linear-linear-rgb	linear/linear-rgb	397d8f2777a1eb5a9c9975b5581c2f7ab2874b67dc71be685079552e1adbaf42	397d8f2777a1eb5a9c9975b5581c2f7ab2874b67dc71be685079552e1adbaf42	Preserved
inverse	S07-radial-oklab	radial/oklab	da01c12e5a0988b453cadd90a8c5f587f216f489eecd05f440636384da09924f	da01c12e5a0988b453cadd90a8c5f587f216f489eecd05f440636384da09924f	Preserved
inverse	S07-linear-oklab	linear/oklab	54091e7b80f6e7da8f521957684c59de6387052dc853124181175a264a5a1ea8	54091e7b80f6e7da8f521957684c59de6387052dc853124181175a264a5a1ea8	Preserved
inverse	S06-radial-linear-rgb	radial/linear-rgb	bfa27bafcc474e74aea973762845e70d7d8e43fc9b3e1d8caaea6c4dbb97c7f8	bfa27bafcc474e74aea973762845e70d7d8e43fc9b3e1d8caaea6c4dbb97c7f8	Preserved
inverse	S06-linear-linear-rgb	linear/linear-rgb	67693b6ddde23b76d84aeaf20b72539dbbd4837bc4dd1708c6ea534da2afc906	67693b6ddde23b76d84aeaf20b72539dbbd4837bc4dd1708c6ea534da2afc906	Preserved
inverse	S06-radial-oklab	radial/oklab	d46e8b481a41c7b2ba6ebe1ddaaca0d97e2f960d88b1ac182ab196897260d9e5	d46e8b481a41c7b2ba6ebe1ddaaca0d97e2f960d88b1ac182ab196897260d9e5	Preserved
inverse	S06-linear-oklab	linear/oklab	a772b64f48de783352aae68120b564d748e4a087eca4c4fcf2f2d78d8cea8532	a772b64f48de783352aae68120b564d748e4a087eca4c4fcf2f2d78d8cea8532	Preserved
inverse	S05-radial-linear-rgb	radial/linear-rgb	759ae1826ea9516096b07e10ebe04cdc3d68f252dc07215b468ece9c6ebc6b89	759ae1826ea9516096b07e10ebe04cdc3d68f252dc07215b468ece9c6ebc6b89	Preserved
inverse	S05-linear-linear-rgb	linear/linear-rgb	58aebc6658f64ed069a2f1151a87ef755a6aeffbc52c6450da767946a380a270	58aebc6658f64ed069a2f1151a87ef755a6aeffbc52c6450da767946a380a270	Preserved
inverse	S05-radial-oklab	radial/oklab	dddb57a68dc43d446e97d869f4152529dff12ded706517784c4efbac2c46505c	dddb57a68dc43d446e97d869f4152529dff12ded706517784c4efbac2c46505c	Preserved
inverse	S05-linear-oklab	linear/oklab	6e30833dcb06cd1932a849d4b727795938e5e189f56b7d204da3fc12f23b83ed	6e30833dcb06cd1932a849d4b727795938e5e189f56b7d204da3fc12f23b83ed	Preserved
inverse	S04-radial-linear-rgb	radial/linear-rgb	f10cf2e967f481a920471932192c7455afab0d9703224251e2d2a196132b8d80	f10cf2e967f481a920471932192c7455afab0d9703224251e2d2a196132b8d80	Preserved
inverse	S04-linear-linear-rgb	linear/linear-rgb	4c1446b67ae71672f4a367366a5f0bb63c04dce67ec731770fd1ff5605e0450d	4c1446b67ae71672f4a367366a5f0bb63c04dce67ec731770fd1ff5605e0450d	Preserved
inverse	S04-radial-oklab	radial/oklab	966d77acfcf2e61bb9945034b92a43581dc21751ef5dd795bacb2c584eb43f0b	966d77acfcf2e61bb9945034b92a43581dc21751ef5dd795bacb2c584eb43f0b	Preserved
inverse	S04-linear-oklab	linear/oklab	f12325d7d95a1057359684232525bb19fdc21ba596ea4c156a1ad85a3f9fdcad	f12325d7d95a1057359684232525bb19fdc21ba596ea4c156a1ad85a3f9fdcad	Preserved
inverse	S03-radial-linear-rgb	radial/linear-rgb	1b2ab8445deffc8ea4f085c58b8a8ca0d3addf679d676d736f02dd428f0297f4	1b2ab8445deffc8ea4f085c58b8a8ca0d3addf679d676d736f02dd428f0297f4	Preserved
inverse	S03-linear-linear-rgb	linear/linear-rgb	04b5d1046a08287287cc2970e81e785d55d068834085cbedbec7d5a0f95f3f3d	04b5d1046a08287287cc2970e81e785d55d068834085cbedbec7d5a0f95f3f3d	Preserved
inverse	S03-radial-oklab	radial/oklab	171ef7fb3c777aab543007aa548b3e84a39b79b7cdb75cb08176d1ef4c7cfe7a	171ef7fb3c777aab543007aa548b3e84a39b79b7cdb75cb08176d1ef4c7cfe7a	Preserved
inverse	S03-linear-oklab	linear/oklab	d1a72579d6c33593b481433c7e901ae16da47995b440aa789d64cf0f32f059d9	d1a72579d6c33593b481433c7e901ae16da47995b440aa789d64cf0f32f059d9	Preserved
inverse	S02-radial-linear-rgb	radial/linear-rgb	d0cf03a46649d8f7aa51d8be0eb101762763c7eec8bfbfccbd9a6358d638a271	d0cf03a46649d8f7aa51d8be0eb101762763c7eec8bfbfccbd9a6358d638a271	Preserved
inverse	S02-linear-linear-rgb	linear/linear-rgb	d8bf100c3a3ff5523e03d602fbc96fac788e7ed9c7646f733f800cf2f57826bd	d8bf100c3a3ff5523e03d602fbc96fac788e7ed9c7646f733f800cf2f57826bd	Preserved
inverse	S02-radial-oklab	radial/oklab	a0d092b560824f4a1c9e947a9614197a0d409ddb7d709032fc4a6a3a7e544f9e	a0d092b560824f4a1c9e947a9614197a0d409ddb7d709032fc4a6a3a7e544f9e	Preserved
inverse	S02-linear-oklab	linear/oklab	138985658d4b30ede008a63eef5eb7fcc9458c2c8bee61f15b40af4ef82d994c	138985658d4b30ede008a63eef5eb7fcc9458c2c8bee61f15b40af4ef82d994c	Preserved
inverse	S01-radial-linear-rgb	radial/linear-rgb	8f4ef7e017d8255ace350aa26535d057e9006d873ae80c1204b7c03821002468	8f4ef7e017d8255ace350aa26535d057e9006d873ae80c1204b7c03821002468	Preserved
inverse	S01-linear-linear-rgb	linear/linear-rgb	63c067c9dbc8993e11034d50daec45517be97bb230123998788332a96e275ee8	63c067c9dbc8993e11034d50daec45517be97bb230123998788332a96e275ee8	Preserved
inverse	S01-radial-oklab	radial/oklab	03e1ba0adb8f580e0f548e62cf8745cf3d5b8721b779ba32ab00baa35b9395ad	03e1ba0adb8f580e0f548e62cf8745cf3d5b8721b779ba32ab00baa35b9395ad	Preserved
inverse	S01-linear-oklab	linear/oklab	13ab2ac1ecbf9404fe3a3e95a5c39010e27f7e228451147b545a04a3e970277d	13ab2ac1ecbf9404fe3a3e95a5c39010e27f7e228451147b545a04a3e970277d	Preserved
repeat	S01-linear-oklab	linear/oklab	13ab2ac1ecbf9404fe3a3e95a5c39010e27f7e228451147b545a04a3e970277d	13ab2ac1ecbf9404fe3a3e95a5c39010e27f7e228451147b545a04a3e970277d	Preserved
repeat	S01-radial-oklab	radial/oklab	03e1ba0adb8f580e0f548e62cf8745cf3d5b8721b779ba32ab00baa35b9395ad	03e1ba0adb8f580e0f548e62cf8745cf3d5b8721b779ba32ab00baa35b9395ad	Preserved
repeat	S01-linear-linear-rgb	linear/linear-rgb	63c067c9dbc8993e11034d50daec45517be97bb230123998788332a96e275ee8	63c067c9dbc8993e11034d50daec45517be97bb230123998788332a96e275ee8	Preserved
repeat	S01-radial-linear-rgb	radial/linear-rgb	8f4ef7e017d8255ace350aa26535d057e9006d873ae80c1204b7c03821002468	8f4ef7e017d8255ace350aa26535d057e9006d873ae80c1204b7c03821002468	Preserved
repeat	S02-linear-oklab	linear/oklab	138985658d4b30ede008a63eef5eb7fcc9458c2c8bee61f15b40af4ef82d994c	138985658d4b30ede008a63eef5eb7fcc9458c2c8bee61f15b40af4ef82d994c	Preserved
repeat	S02-radial-oklab	radial/oklab	a0d092b560824f4a1c9e947a9614197a0d409ddb7d709032fc4a6a3a7e544f9e	a0d092b560824f4a1c9e947a9614197a0d409ddb7d709032fc4a6a3a7e544f9e	Preserved
repeat	S02-linear-linear-rgb	linear/linear-rgb	d8bf100c3a3ff5523e03d602fbc96fac788e7ed9c7646f733f800cf2f57826bd	d8bf100c3a3ff5523e03d602fbc96fac788e7ed9c7646f733f800cf2f57826bd	Preserved
repeat	S02-radial-linear-rgb	radial/linear-rgb	d0cf03a46649d8f7aa51d8be0eb101762763c7eec8bfbfccbd9a6358d638a271	d0cf03a46649d8f7aa51d8be0eb101762763c7eec8bfbfccbd9a6358d638a271	Preserved
repeat	S03-linear-oklab	linear/oklab	d1a72579d6c33593b481433c7e901ae16da47995b440aa789d64cf0f32f059d9	d1a72579d6c33593b481433c7e901ae16da47995b440aa789d64cf0f32f059d9	Preserved
repeat	S03-radial-oklab	radial/oklab	171ef7fb3c777aab543007aa548b3e84a39b79b7cdb75cb08176d1ef4c7cfe7a	171ef7fb3c777aab543007aa548b3e84a39b79b7cdb75cb08176d1ef4c7cfe7a	Preserved
repeat	S03-linear-linear-rgb	linear/linear-rgb	04b5d1046a08287287cc2970e81e785d55d068834085cbedbec7d5a0f95f3f3d	04b5d1046a08287287cc2970e81e785d55d068834085cbedbec7d5a0f95f3f3d	Preserved
repeat	S03-radial-linear-rgb	radial/linear-rgb	1b2ab8445deffc8ea4f085c58b8a8ca0d3addf679d676d736f02dd428f0297f4	1b2ab8445deffc8ea4f085c58b8a8ca0d3addf679d676d736f02dd428f0297f4	Preserved
repeat	S04-linear-oklab	linear/oklab	f12325d7d95a1057359684232525bb19fdc21ba596ea4c156a1ad85a3f9fdcad	f12325d7d95a1057359684232525bb19fdc21ba596ea4c156a1ad85a3f9fdcad	Preserved
repeat	S04-radial-oklab	radial/oklab	966d77acfcf2e61bb9945034b92a43581dc21751ef5dd795bacb2c584eb43f0b	966d77acfcf2e61bb9945034b92a43581dc21751ef5dd795bacb2c584eb43f0b	Preserved
repeat	S04-linear-linear-rgb	linear/linear-rgb	4c1446b67ae71672f4a367366a5f0bb63c04dce67ec731770fd1ff5605e0450d	4c1446b67ae71672f4a367366a5f0bb63c04dce67ec731770fd1ff5605e0450d	Preserved
repeat	S04-radial-linear-rgb	radial/linear-rgb	f10cf2e967f481a920471932192c7455afab0d9703224251e2d2a196132b8d80	f10cf2e967f481a920471932192c7455afab0d9703224251e2d2a196132b8d80	Preserved
repeat	S05-linear-oklab	linear/oklab	6e30833dcb06cd1932a849d4b727795938e5e189f56b7d204da3fc12f23b83ed	6e30833dcb06cd1932a849d4b727795938e5e189f56b7d204da3fc12f23b83ed	Preserved
repeat	S05-radial-oklab	radial/oklab	dddb57a68dc43d446e97d869f4152529dff12ded706517784c4efbac2c46505c	dddb57a68dc43d446e97d869f4152529dff12ded706517784c4efbac2c46505c	Preserved
repeat	S05-linear-linear-rgb	linear/linear-rgb	58aebc6658f64ed069a2f1151a87ef755a6aeffbc52c6450da767946a380a270	58aebc6658f64ed069a2f1151a87ef755a6aeffbc52c6450da767946a380a270	Preserved
repeat	S05-radial-linear-rgb	radial/linear-rgb	759ae1826ea9516096b07e10ebe04cdc3d68f252dc07215b468ece9c6ebc6b89	759ae1826ea9516096b07e10ebe04cdc3d68f252dc07215b468ece9c6ebc6b89	Preserved
repeat	S06-linear-oklab	linear/oklab	a772b64f48de783352aae68120b564d748e4a087eca4c4fcf2f2d78d8cea8532	a772b64f48de783352aae68120b564d748e4a087eca4c4fcf2f2d78d8cea8532	Preserved
repeat	S06-radial-oklab	radial/oklab	d46e8b481a41c7b2ba6ebe1ddaaca0d97e2f960d88b1ac182ab196897260d9e5	d46e8b481a41c7b2ba6ebe1ddaaca0d97e2f960d88b1ac182ab196897260d9e5	Preserved
repeat	S06-linear-linear-rgb	linear/linear-rgb	67693b6ddde23b76d84aeaf20b72539dbbd4837bc4dd1708c6ea534da2afc906	67693b6ddde23b76d84aeaf20b72539dbbd4837bc4dd1708c6ea534da2afc906	Preserved
repeat	S06-radial-linear-rgb	radial/linear-rgb	bfa27bafcc474e74aea973762845e70d7d8e43fc9b3e1d8caaea6c4dbb97c7f8	bfa27bafcc474e74aea973762845e70d7d8e43fc9b3e1d8caaea6c4dbb97c7f8	Preserved
repeat	S07-linear-oklab	linear/oklab	54091e7b80f6e7da8f521957684c59de6387052dc853124181175a264a5a1ea8	54091e7b80f6e7da8f521957684c59de6387052dc853124181175a264a5a1ea8	Preserved
